Data;Godzina;CRO;CROs;CROz
20211001;1;415,50;415,50;415,50
20211001;2;364,74;364,74;364,74
20211001;3;367,90;367,90;367,90
20211001;4;367,90;367,90;367,90
20211001;5;368,35;368,35;368,35
20211001;6;394,19;394,19;394,19
20211001;7;458,26;458,26;458,26
20211001;8;457,71;457,71;457,71
20211001;9;457,71;457,71;457,71
20211001;10;458,29;458,29;458,29
20211001;11;415,50;415,50;415,50
20211001;12;363,62;363,62;363,62
20211001;13;338,71;338,71;338,71
20211001;14;345,47;345,47;345,47
20211001;15;348,17;348,17;348,17
20211001;16;363,62;363,62;363,62
20211001;17;382,77;382,77;382,77
20211001;18;458,26;458,26;458,26
20211001;19;458,78;458,78;458,78
20211001;20;457,71;457,71;457,71
20211001;21;367,24;367,24;367,24
20211001;22;359,60;359,60;359,60
20211001;23;363,58;363,58;363,58
20211001;24;363,58;363,58;363,58
20211002;1;363,58;363,58;363,58
20211002;2;347,09;347,09;347,09
20211002;3;346,89;346,89;346,89
20211002;4;336,49;336,49;336,49
20211002;5;347,18;347,18;347,18
20211002;6;349,28;349,28;349,28
20211002;7;346,99;346,99;346,99
20211002;8;349,29;349,29;349,29
20211002;9;406,93;406,93;406,93
20211002;10;457,13;457,13;457,13
20211002;11;456,52;456,52;456,52
20211002;12;365,33;365,33;365,33
20211002;13;343,19;343,19;343,19
20211002;14;82,66;82,66;82,66
20211002;15;82,33;82,33;82,33
20211002;16;336,53;336,53;336,53
20211002;17;351,42;351,42;351,42
20211002;18;377,93;377,93;377,93
20211002;19;432,35;432,35;432,35
20211002;20;362,91;362,91;362,91
20211002;21;82,66;82,66;82,66
20211002;22;82,32;82,32;82,32
20211002;23;81,99;81,99;81,99
20211002;24;82,00;82,00;82,00
20211003;1;82,33;82,33;82,33
20211003;2;81,00;81,00;81,00
20211003;3;69,64;69,64;69,64
20211003;4;69,64;69,64;69,64
20211003;5;69,64;69,64;69,64
20211003;6;69,64;69,64;69,64
20211003;7;69,64;69,64;69,64
20211003;8;69,64;69,64;69,64
20211003;9;70,00;70,00;70,00
20211003;10;81,66;81,66;81,66
20211003;11;81,33;81,33;81,33
20211003;12;69,64;69,64;69,64
20211003;13;69,64;69,64;69,64
20211003;14;69,64;69,64;69,64
20211003;15;69,64;69,64;69,64
20211003;16;69,73;69,73;69,73
20211003;17;363,58;363,58;363,58
20211003;18;364,27;364,27;364,27
20211003;19;363,58;363,58;363,58
20211003;20;318,44;318,44;318,44
20211003;21;82,33;82,33;82,33
20211003;22;82,99;82,99;82,99
20211003;23;82,66;82,66;82,66
20211003;24;155,00;155,00;155,00
20211004;1;354,42;354,42;354,42
20211004;2;362,01;362,01;362,01
20211004;3;362,00;362,00;362,00
20211004;4;359,68;359,68;359,68
20211004;5;359,53;359,53;359,53
20211004;6;379,81;379,81;379,81
20211004;7;459,28;459,28;459,28
20211004;8;458,75;458,75;458,75
20211004;9;458,77;458,77;458,77
20211004;10;458,74;458,74;458,74
20211004;11;459,27;459,27;459,27
20211004;12;442,05;442,05;442,05
20211004;13;435,97;435,97;435,97
20211004;14;458,76;458,76;458,76
20211004;15;458,76;458,76;458,76
20211004;16;458,76;458,76;458,76
20211004;17;512,54;512,54;512,54
20211004;18;543,51;543,51;543,51
20211004;19;679,28;679,28;679,28
20211004;20;1020,48;1020,48;1020,48
20211004;21;739,31;739,31;739,31
20211004;22;549,12;549,12;549,12
20211004;23;525,89;525,89;525,89
20211004;24;459,28;459,28;459,28
20211005;1;460,15;460,15;460,15
20211005;2;460,15;460,15;460,15
20211005;3;453,09;453,09;453,09
20211005;4;453,08;453,08;453,08
20211005;5;458,98;458,98;458,98
20211005;6;460,74;460,74;460,74
20211005;7;516,55;516,55;516,55
20211005;8;610,05;610,05;610,05
20211005;9;590,89;590,89;590,89
20211005;10;533,89;533,89;533,89
20211005;11;533,89;533,89;533,89
20211005;12;460,74;460,74;460,74
20211005;13;460,15;460,15;460,15
20211005;14;460,15;460,15;460,15
20211005;15;459,69;459,69;459,69
20211005;16;460,15;460,15;460,15
20211005;17;448,63;448,63;448,63
20211005;18;459,66;459,66;459,66
20211005;19;583,89;583,89;583,89
20211005;20;590,89;590,89;590,89
20211005;21;460,75;460,75;460,75
20211005;22;459,68;459,68;459,68
20211005;23;402,29;402,29;402,29
20211005;24;396,29;396,29;396,29
20211006;1;380,31;380,31;380,31
20211006;2;389,45;389,45;389,45
20211006;3;393,48;393,48;393,48
20211006;4;393,46;393,46;393,46
20211006;5;393,51;393,51;393,51
20211006;6;451,76;451,76;451,76
20211006;7;544,89;544,89;544,89
20211006;8;709,00;709,00;709,00
20211006;9;809,35;809,35;809,35
20211006;10;855,35;855,35;855,35
20211006;11;745,03;745,03;745,03
20211006;12;700,00;700,00;700,00
20211006;13;650,00;650,00;650,00
20211006;14;687,18;687,18;687,18
20211006;15;687,18;687,18;687,18
20211006;16;740,74;740,74;740,74
20211006;17;813,58;813,58;813,58
20211006;18;790,13;790,13;790,13
20211006;19;1071,04;1071,04;1071,04
20211006;20;1088,04;1088,04;1088,04
20211006;21;982,19;982,19;982,19
20211006;22;670,05;670,05;670,05
20211006;23;562,89;562,89;562,89
20211006;24;473,85;473,85;473,85
20211007;1;431,65;431,65;431,65
20211007;2;444,95;444,95;444,95
20211007;3;438,47;438,47;438,47
20211007;4;431,64;431,64;431,64
20211007;5;400,19;400,19;400,19
20211007;6;444,94;444,94;444,94
20211007;7;648,89;648,89;648,89
20211007;8;789,69;789,69;789,69
20211007;9;798,80;798,80;798,80
20211007;10;748,59;748,59;748,59
20211007;11;798,03;798,03;798,03
20211007;12;814,70;814,70;814,70
20211007;13;715,89;715,89;715,89
20211007;14;659,51;659,51;659,51
20211007;15;652,83;652,83;652,83
20211007;16;699,35;699,35;699,35
20211007;17;782,78;782,78;782,78
20211007;18;814,04;814,04;814,04
20211007;19;1094,91;1094,91;1094,91
20211007;20;1257,65;1257,65;1257,65
20211007;21;1073,02;1073,02;1073,02
20211007;22;614,22;614,22;614,22
20211007;23;525,91;525,91;525,91
20211007;24;444,95;444,95;444,95
20211008;1;435,66;435,66;435,66
20211008;2;435,66;435,66;435,66
20211008;3;435,65;435,65;435,65
20211008;4;397,70;397,70;397,70
20211008;5;406,30;406,30;406,30
20211008;6;407,33;407,33;407,33
20211008;7;476,91;476,91;476,91
20211008;8;658,00;658,00;658,00
20211008;9;728,16;728,16;728,16
20211008;10;710,89;710,89;710,89
20211008;11;535,89;535,89;535,89
20211008;12;407,45;407,45;407,45
20211008;13;384,93;384,93;384,93
20211008;14;385,05;385,05;385,05
20211008;15;392,32;392,32;392,32
20211008;16;407,21;407,21;407,21
20211008;17;450,26;450,26;450,26
20211008;18;535,89;535,89;535,89
20211008;19;650,00;650,00;650,00
20211008;20;560,89;560,89;560,89
20211008;21;392,32;392,32;392,32
20211008;22;384,57;384,57;384,57
20211008;23;384,57;384,57;384,57
20211008;24;392,30;392,30;392,30
20211009;1;392,82;392,82;392,82
20211009;2;399,05;399,05;399,05
20211009;3;399,10;399,10;399,10
20211009;4;400,60;400,60;400,60
20211009;5;399,25;399,25;399,25
20211009;6;412,60;412,60;412,60
20211009;7;505,52;505,52;505,52
20211009;8;609,15;609,15;609,15
20211009;9;644,03;644,03;644,03
20211009;10;609,15;609,15;609,15
20211009;11;431,92;431,92;431,92
20211009;12;368,67;368,67;368,67
20211009;13;155,00;155,00;155,00
20211009;14;190,00;190,00;190,00
20211009;15;349,51;349,51;349,51
20211009;16;439,51;439,51;439,51
20211009;17;439,52;439,52;439,52
20211009;18;606,74;606,74;606,74
20211009;19;736,91;736,91;736,91
20211009;20;655,00;655,00;655,00
20211009;21;540,89;540,89;540,89
20211009;22;383,68;383,68;383,68
20211009;23;364,29;364,29;364,29
20211009;24;363,47;363,47;363,47
20211010;1;384,69;384,69;384,69
20211010;2;394,04;394,04;394,04
20211010;3;395,01;395,01;395,01
20211010;4;395,05;395,05;395,05
20211010;5;400,49;400,49;400,49
20211010;6;420,76;420,76;420,76
20211010;7;400,84;400,84;400,84
20211010;8;400,84;400,84;400,84
20211010;9;419,87;419,87;419,87
20211010;10;384,95;384,95;384,95
20211010;11;388,29;388,29;388,29
20211010;12;373,23;373,23;373,23
20211010;13;362,07;362,07;362,07
20211010;14;363,47;363,47;363,47
20211010;15;363,47;363,47;363,47
20211010;16;390,50;390,50;390,50
20211010;17;420,74;420,74;420,74
20211010;18;529,89;529,89;529,89
20211010;19;659,00;659,00;659,00
20211010;20;574,82;574,82;574,82
20211010;21;433,73;433,73;433,73
20211010;22;420,03;420,03;420,03
20211010;23;384,73;384,73;384,73
20211010;24;380,15;380,15;380,15
20211011;1;368,71;368,71;368,71
20211011;2;372,35;372,35;372,35
20211011;3;372,35;372,35;372,35
20211011;4;372,35;372,35;372,35
20211011;5;387,87;387,87;387,87
20211011;6;383,50;383,50;383,50
20211011;7;519,89;519,89;519,89
20211011;8;582,37;582,37;582,37
20211011;9;700,00;700,00;700,00
20211011;10;626,01;626,01;626,01
20211011;11;560,29;560,29;560,29
20211011;12;560,29;560,29;560,29
20211011;13;560,29;560,29;560,29
20211011;14;529,67;529,67;529,67
20211011;15;525,47;525,47;525,47
20211011;16;519,89;519,89;519,89
20211011;17;627,42;627,42;627,42
20211011;18;652,00;652,00;652,00
20211011;19;656,06;656,06;656,06
20211011;20;560,29;560,29;560,29
20211011;21;426,00;426,00;426,00
20211011;22;408,73;408,73;408,73
20211011;23;397,29;397,29;397,29
20211011;24;387,49;387,49;387,49
20211012;1;385,18;385,18;385,18
20211012;2;383,28;383,28;383,28
20211012;3;384,27;384,27;384,27
20211012;4;382,75;382,75;382,75
20211012;5;383,33;383,33;383,33
20211012;6;389,56;389,56;389,56
20211012;7;533,13;533,13;533,13
20211012;8;525,89;525,89;525,89
20211012;9;650,00;650,00;650,00
20211012;10;564,58;564,58;564,58
20211012;11;564,58;564,58;564,58
20211012;12;564,58;564,58;564,58
20211012;13;443,28;443,28;443,28
20211012;14;442,07;442,07;442,07
20211012;15;442,07;442,07;442,07
20211012;16;564,58;564,58;564,58
20211012;17;685,79;685,79;685,79
20211012;18;735,58;735,58;735,58
20211012;19;709,00;709,00;709,00
20211012;20;693,11;693,11;693,11
20211012;21;698,96;698,96;698,96
20211012;22;512,44;512,44;512,44
20211012;23;535,98;535,98;535,98
20211012;24;443,28;443,28;443,28
20211013;1;433,52;433,52;433,52
20211013;2;433,49;433,49;433,49
20211013;3;439,21;439,21;439,21
20211013;4;439,20;439,20;439,20
20211013;5;439,21;439,21;439,21
20211013;6;433,53;433,53;433,53
20211013;7;440,56;440,56;440,56
20211013;8;617,78;617,78;617,78
20211013;9;709,00;709,00;709,00
20211013;10;700,00;700,00;700,00
20211013;11;673,81;673,81;673,81
20211013;12;554,72;554,72;554,72
20211013;13;523,10;523,10;523,10
20211013;14;523,10;523,10;523,10
20211013;15;523,10;523,10;523,10
20211013;16;523,10;523,10;523,10
20211013;17;523,10;523,10;523,10
20211013;18;673,81;673,81;673,81
20211013;19;1199,08;1199,08;1199,08
20211013;20;706,48;706,48;706,48
20211013;21;673,81;673,81;673,81
20211013;22;440,52;440,52;440,52
20211013;23;389,30;389,30;389,30
20211013;24;433,49;433,49;433,49
20211014;1;382,18;382,18;382,18
20211014;2;375,45;375,45;375,45
20211014;3;369,47;369,47;369,47
20211014;4;368,47;368,47;368,47
20211014;5;375,37;375,37;375,37
20211014;6;372,00;372,00;372,00
20211014;7;394,17;394,17;394,17
20211014;8;443,16;443,16;443,16
20211014;9;469,24;469,24;469,24
20211014;10;577,99;577,99;577,99
20211014;11;546,68;546,68;546,68
20211014;12;546,68;546,68;546,68
20211014;13;546,68;546,68;546,68
20211014;14;546,68;546,68;546,68
20211014;15;555,89;555,89;555,89
20211014;16;439,36;439,36;439,36
20211014;17;443,19;443,19;443,19
20211014;18;443,18;443,18;443,18
20211014;19;546,68;546,68;546,68
20211014;20;488,49;488,49;488,49
20211014;21;443,19;443,19;443,19
20211014;22;435,39;435,39;435,39
20211014;23;390,99;390,99;390,99
20211014;24;358,06;358,06;358,06
20211015;1;379,83;379,83;379,83
20211015;2;381,70;381,70;381,70
20211015;3;364,42;364,42;364,42
20211015;4;351,75;351,75;351,75
20211015;5;352,51;352,51;352,51
20211015;6;378,39;378,39;378,39
20211015;7;390,68;390,68;390,68
20211015;8;415,00;415,00;415,00
20211015;9;535,31;535,31;535,31
20211015;10;442,22;442,22;442,22
20211015;11;389,53;389,53;389,53
20211015;12;333,41;333,41;333,41
20211015;13;334,15;334,15;334,15
20211015;14;345,06;345,06;345,06
20211015;15;360,00;360,00;360,00
20211015;16;405,67;405,67;405,67
20211015;17;434,59;434,59;434,59
20211015;18;455,12;455,12;455,12
20211015;19;535,31;535,31;535,31
20211015;20;419,35;419,35;419,35
20211015;21;396,64;396,64;396,64
20211015;22;346,89;346,89;346,89
20211015;23;391,53;391,53;391,53
20211015;24;364,91;364,91;364,91
20211016;1;418,08;418,08;418,08
20211016;2;438,03;438,03;438,03
20211016;3;438,03;438,03;438,03
20211016;4;438,03;438,03;438,03
20211016;5;438,04;438,04;438,04
20211016;6;439,48;439,48;439,48
20211016;7;461,68;461,68;461,68
20211016;8;464,10;464,10;464,10
20211016;9;565,95;565,95;565,95
20211016;10;600,95;600,95;600,95
20211016;11;590,14;590,14;590,14
20211016;12;570,15;570,15;570,15
20211016;13;540,23;540,23;540,23
20211016;14;453,56;453,56;453,56
20211016;15;456,72;456,72;456,72
20211016;16;534,89;534,89;534,89
20211016;17;534,89;534,89;534,89
20211016;18;576,89;576,89;576,89
20211016;19;650,00;650,00;650,00
20211016;20;633,20;633,20;633,20
20211016;21;534,89;534,89;534,89
20211016;22;456,73;456,73;456,73
20211016;23;457,08;457,08;457,08
20211016;24;450,21;450,21;450,21
20211017;1;433,32;433,32;433,32
20211017;2;408,99;408,99;408,99
20211017;3;387,64;387,64;387,64
20211017;4;383,79;383,79;383,79
20211017;5;386,95;386,95;386,95
20211017;6;386,95;386,95;386,95
20211017;7;431,24;431,24;431,24
20211017;8;431,23;431,23;431,23
20211017;9;433,32;433,32;433,32
20211017;10;475,91;475,91;475,91
20211017;11;561,64;561,64;561,64
20211017;12;561,64;561,64;561,64
20211017;13;475,91;475,91;475,91
20211017;14;436,89;436,89;436,89
20211017;15;436,88;436,88;436,88
20211017;16;433,32;433,32;433,32
20211017;17;436,89;436,89;436,89
20211017;18;520,89;520,89;520,89
20211017;19;540,89;540,89;540,89
20211017;20;532,89;532,89;532,89
20211017;21;530,89;530,89;530,89
20211017;22;417,71;417,71;417,71
20211017;23;408,78;408,78;408,78
20211017;24;380,72;380,72;380,72
20211018;1;380,52;380,52;380,52
20211018;2;370,10;370,10;370,10
20211018;3;363,43;363,43;363,43
20211018;4;366,08;366,08;366,08
20211018;5;376,39;376,39;376,39
20211018;6;381,52;381,52;381,52
20211018;7;433,52;433,52;433,52
20211018;8;533,17;533,17;533,17
20211018;9;677,99;677,99;677,99
20211018;10;694,30;694,30;694,30
20211018;11;650,00;650,00;650,00
20211018;12;665,50;665,50;665,50
20211018;13;636,75;636,75;636,75
20211018;14;581,41;581,41;581,41
20211018;15;531,18;531,18;531,18
20211018;16;574,10;574,10;574,10
20211018;17;614,01;614,01;614,01
20211018;18;661,53;661,53;661,53
20211018;19;708,00;708,00;708,00
20211018;20;684,21;684,21;684,21
20211018;21;654,00;654,00;654,00
20211018;22;486,32;486,32;486,32
20211018;23;435,54;435,54;435,54
20211018;24;394,08;394,08;394,08
20211019;1;439,14;439,14;439,14
20211019;2;439,14;439,14;439,14
20211019;3;439,14;439,14;439,14
20211019;4;404,39;404,39;404,39
20211019;5;439,14;439,14;439,14
20211019;6;439,47;439,47;439,47
20211019;7;534,29;534,29;534,29
20211019;8;602,57;602,57;602,57
20211019;9;560,89;560,89;560,89
20211019;10;537,55;537,55;537,55
20211019;11;459,82;459,82;459,82
20211019;12;463,84;463,84;463,84
20211019;13;520,89;520,89;520,89
20211019;14;440,50;440,50;440,50
20211019;15;439,15;439,15;439,15
20211019;16;439,45;439,45;439,45
20211019;17;468,19;468,19;468,19
20211019;18;537,55;537,55;537,55
20211019;19;624,08;624,08;624,08
20211019;20;525,71;525,71;525,71
20211019;21;454,72;454,72;454,72
20211019;22;403,61;403,61;403,61
20211019;23;395,92;395,92;395,92
20211019;24;330,68;330,68;330,68
20211020;1;82,48;82,48;82,48
20211020;2;190,00;190,00;190,00
20211020;3;337,24;337,24;337,24
20211020;4;190,00;190,00;190,00
20211020;5;190,00;190,00;190,00
20211020;6;366,08;366,08;366,08
20211020;7;417,99;417,99;417,99
20211020;8;432,87;432,87;432,87
20211020;9;427,27;427,27;427,27
20211020;10;414,89;414,89;414,89
20211020;11;401,60;401,60;401,60
20211020;12;393,52;393,52;393,52
20211020;13;298,61;298,61;298,61
20211020;14;120,00;120,00;120,00
20211020;15;296,95;296,95;296,95
20211020;16;427,27;427,27;427,27
20211020;17;427,27;427,27;427,27
20211020;18;432,87;432,87;432,87
20211020;19;434,49;434,49;434,49
20211020;20;414,89;414,89;414,89
20211020;21;432,87;432,87;432,87
20211020;22;420,68;420,68;420,68
20211020;23;395,72;395,72;395,72
20211020;24;372,04;372,04;372,04
20211021;1;354,43;354,43;354,43
20211021;2;354,41;354,41;354,41
20211021;3;350,94;350,94;350,94
20211021;4;296,43;296,43;296,43
20211021;5;294,95;294,95;294,95
20211021;6;190,00;190,00;190,00
20211021;7;391,11;391,11;391,11
20211021;8;400,68;400,68;400,68
20211021;9;420,91;420,91;420,91
20211021;10;511,21;511,21;511,21
20211021;11;440,21;440,21;440,21
20211021;12;376,17;376,17;376,17
20211021;13;375,52;375,52;375,52
20211021;14;379,80;379,80;379,80
20211021;15;382,91;382,91;382,91
20211021;16;400,32;400,32;400,32
20211021;17;400,44;400,44;400,44
20211021;18;424,57;424,57;424,57
20211021;19;402,38;402,38;402,38
20211021;20;413,86;413,86;413,86
20211021;21;400,56;400,56;400,56
20211021;22;381,92;381,92;381,92
20211021;23;378,94;378,94;378,94
20211021;24;370,08;370,08;370,08
20211022;1;352,30;352,30;352,30
20211022;2;352,31;352,31;352,31
20211022;3;350,36;350,36;350,36
20211022;4;360,28;360,28;360,28
20211022;5;347,66;347,66;347,66
20211022;6;120,00;120,00;120,00
20211022;7;383,05;383,05;383,05
20211022;8;385,19;385,19;385,19
20211022;9;393,21;393,21;393,21
20211022;10;382,75;382,75;382,75
20211022;11;325,90;325,90;325,90
20211022;12;120,00;120,00;120,00
20211022;13;82,36;82,36;82,36
20211022;14;82,48;82,48;82,48
20211022;15;120,00;120,00;120,00
20211022;16;375,18;375,18;375,18
20211022;17;362,70;362,70;362,70
20211022;18;381,47;381,47;381,47
20211022;19;383,11;383,11;383,11
20211022;20;371,50;371,50;371,50
20211022;21;381,81;381,81;381,81
20211022;22;358,70;358,70;358,70
20211022;23;375,20;375,20;375,20
20211022;24;347,66;347,66;347,66
20211023;1;362,07;362,07;362,07
20211023;2;364,05;364,05;364,05
20211023;3;359,17;359,17;359,17
20211023;4;332,20;332,20;332,20
20211023;5;360,32;360,32;360,32
20211023;6;332,20;332,20;332,20
20211023;7;371,14;371,14;371,14
20211023;8;364,60;364,60;364,60
20211023;9;380,04;380,04;380,04
20211023;10;393,30;393,30;393,30
20211023;11;371,77;371,77;371,77
20211023;12;407,01;407,01;407,01
20211023;13;438,03;438,03;438,03
20211023;14;438,03;438,03;438,03
20211023;15;438,03;438,03;438,03
20211023;16;380,06;380,06;380,06
20211023;17;438,03;438,03;438,03
20211023;18;540,89;540,89;540,89
