Data;Godzina;COR;CRO;CROs;CROz
20200101;1;-;207,53;207,53;207,53
20200101;2;-;160,00;160,00;160,00
20200101;3;-;150,43;150,43;150,43
20200101;4;-;141,85;141,85;141,85
20200101;5;-;133,74;133,74;133,74
20200101;6;-;72,24;72,24;72,24
20200101;7;-;72,24;72,24;72,24
20200101;8;-;160,00;160,00;160,00
20200101;9;-;72,24;72,24;72,24
20200101;10;-;160,00;160,00;160,00
20200101;11;-;72,24;72,24;72,24
20200101;12;-;72,24;72,24;72,24
20200101;13;-;72,24;72,24;72,24
20200101;14;-;72,24;72,24;72,24
20200101;15;-;160,00;160,00;160,00
20200101;16;-;160,00;160,00;160,00
20200101;17;-;207,53;207,53;207,53
20200101;18;-;207,53;207,53;207,53
20200101;19;-;207,53;207,53;207,53
20200101;20;-;207,53;207,53;207,53
20200101;21;-;207,53;207,53;207,53
20200101;22;-;207,53;207,53;207,53
20200101;23;-;224,67;224,67;224,67
20200101;24;-;225,26;225,26;225,26
20200102;1;-;71,24;71,24;71,24
20200102;2;-;71,24;71,24;71,24
20200102;3;-;71,24;71,24;71,24
20200102;4;-;71,24;71,24;71,24
20200102;5;-;71,12;71,12;71,12
20200102;6;-;71,12;71,12;71,12
20200102;7;-;71,24;71,24;71,24
20200102;8;15,49;189,69;189,69;189,69
20200102;9;17,87;189,93;189,93;189,93
20200102;10;17,57;191,59;191,59;191,59
20200102;11;16,26;224,10;224,10;224,10
20200102;12;16,70;205,82;205,82;205,82
20200102;13;16,98;205,60;205,60;205,60
20200102;14;16,94;205,60;205,60;205,60
20200102;15;17,25;205,49;205,49;205,49
20200102;16;17,38;205,60;205,60;205,60
20200102;17;19,96;224,10;224,10;224,10
20200102;18;20,15;205,60;205,60;205,60
20200102;19;18,93;205,60;205,60;205,60
20200102;20;19,11;224,10;224,10;224,10
20200102;21;17,56;210,47;210,47;210,47
20200102;22;15,00;201,60;201,60;201,60
20200102;23;-;187,54;187,54;187,54
20200102;24;-;164,20;164,20;164,20
20200103;1;-;197,60;197,60;197,60
20200103;2;-;197,60;197,60;197,60
20200103;3;-;71,24;71,24;71,24
20200103;4;-;71,00;71,00;71,00
20200103;5;-;197,60;197,60;197,60
20200103;6;-;197,60;197,60;197,60
20200103;7;-;205,60;205,60;205,60
20200103;8;14,81;193,67;193,67;193,67
20200103;9;14,93;193,67;193,67;193,67
