Data;Godzina;COR;CRO;CROs;CROz
20200701;1;-;147,15;147,15;147,15
20200701;2;-;147,15;147,15;147,15
20200701;3;-;176,85;176,85;176,85
20200701;4;-;190,52;190,52;190,52
20200701;5;-;190,56;190,56;190,56
20200701;6;-;190,50;190,50;190,50
20200701;7;-;201,66;201,66;201,66
20200701;8;24,97;147,15;147,15;147,15
20200701;9;28,09;247,21;247,21;247,21
20200701;10;28,99;272,89;272,89;272,89
20200701;11;28,01;184,37;184,37;184,37
20200701;12;28,96;147,15;147,15;147,15
20200701;13;28,87;247,21;247,21;247,21
20200701;14;28,89;276,98;276,98;276,98
20200701;15;27,64;276,05;276,05;276,05
20200701;16;30,08;275,91;275,91;275,91
20200701;17;30,32;274,32;274,32;274,32
20200701;18;30,84;310,85;310,85;310,85
20200701;19;31,54;313,44;313,44;313,44
20200701;20;30,23;327,36;327,36;327,36
20200701;21;26,33;310,85;310,85;310,85
20200701;22;24,52;280,91;280,91;280,91
20200701;23;-;262,66;262,66;262,66
20200701;24;-;232,06;232,06;232,06
20200702;1;-;150,24;150,24;150,24
20200702;2;-;192,76;192,76;192,76
20200702;3;-;150,25;150,25;150,25
20200702;4;-;202,63;202,63;202,63
20200702;5;-;201,35;201,35;201,35
20200702;6;-;195,43;195,43;195,43
20200702;7;-;239,56;239,56;239,56
20200702;8;22,22;269,46;269,46;269,46
20200702;9;26,53;299,37;299,37;299,37
20200702;10;26,01;293,89;293,89;293,89
20200702;11;25,71;246,06;246,06;246,06
20200702;12;27,02;246,06;246,06;246,06
20200702;13;26,00;280,89;280,89;280,89
20200702;14;25,58;285,17;285,17;285,17
20200702;15;25,35;284,89;284,89;284,89
20200702;16;25,74;285,89;285,89;285,89
20200702;17;25,27;279,29;279,29;279,29
20200702;18;26,62;280,89;280,89;280,89
20200702;19;24,19;278,27;278,27;278,27
20200702;20;24,76;285,87;285,87;285,87
20200702;21;24,92;279,29;279,29;279,29
20200702;22;25,29;272,13;272,13;272,13
20200702;23;-;267,53;267,53;267,53
20200702;24;-;246,06;246,06;246,06
20200703;1;-;236,97;236,97;236,97
20200703;2;-;224,24;224,24;224,24
20200703;3;-;205,10;205,10;205,10
20200703;4;-;201,49;201,49;201,49
20200703;5;-;200,67;200,67;200,67
20200703;6;-;206,62;206,62;206,62
20200703;7;-;150,85;150,85;150,85
20200703;8;25,45;150,84;150,84;150,84
20200703;9;26,49;150,85;150,85;150,85
20200703;10;28,06;282,49;282,49;282,49
20200703;11;28,18;289,89;289,89;289,89
20200703;12;30,10;306,43;306,43;306,43
20200703;13;31,48;300,57;300,57;300,57
20200703;14;31,11;295,14;295,14;295,14
20200703;15;29,01;150,85;150,85;150,85
20200703;16;27,91;281,52;281,52;281,52
20200703;17;27,15;273,91;273,91;273,91
20200703;18;26,31;150,84;150,84;150,84
20200703;19;24,60;248,96;248,96;248,96
