Data;Godzina;CRO;CROs;CROz
20220901;1;764,56;764,56;764,56
20220901;2;764,56;764,56;764,56
20220901;3;850,89;1152,89;1152,89
20220901;4;764,56;764,56;764,56
20220901;5;764,56;764,56;764,56
20220901;6;641,04;641,04;641,04
20220901;7;1385,20;1799,75;1799,75
20220901;8;1471,10;1998,16;1998,16
20220901;9;1256,00;1256,00;1256,00
20220901;10;678,72;678,72;678,72
20220901;11;549,55;549,55;549,55
20220901;12;505,74;505,74;505,74
20220901;13;699,14;699,14;699,14
20220901;14;775,21;775,21;775,21
20220901;15;781,10;781,10;781,10
20220901;16;850,89;850,89;850,89
20220901;17;850,89;850,89;850,89
20220901;18;781,10;781,10;781,10
20220901;19;1256,50;1256,50;1256,50
20220901;20;1779,84;2981,97;2981,97
20220901;21;1330,10;1330,10;1330,10
20220901;22;850,89;850,89;850,89
20220901;23;699,14;699,14;699,14
20220901;24;484,00;484,00;484,00
20220902;1;720,71;1156,08;1156,08
20220902;2;1000,02;1000,02;1000,02
20220902;3;1000,02;1000,02;1000,02
20220902;4;1000,06;1000,06;1000,06
20220902;5;1086,17;1086,17;1086,17
20220902;6;1156,20;1156,20;1156,20
20220902;7;1486,51;1486,51;1486,51
20220902;8;2073,00;2073,00;2073,00
20220902;9;1649,72;1649,72;1649,72
20220902;10;735,79;735,79;735,79
20220902;11;691,60;691,60;691,60
20220902;12;683,87;683,87;683,87
20220902;13;683,87;683,87;683,87
20220902;14;787,76;710,11;710,11
20220902;15;849,31;777,32;777,32
20220902;16;760,11;760,11;760,11
20220902;17;1170,00;1168,28;1168,28
20220902;18;1081,93;1081,93;1081,93
20220902;19;1392,47;1392,47;1392,47
20220902;20;1610,66;1610,66;1610,66
20220902;21;1392,47;1392,47;1392,47
20220902;22;700,91;700,91;700,91
20220902;23;700,91;700,91;700,91
20220902;24;455,95;455,95;455,95
20220903;1;495,95;495,95;495,95
20220903;2;458,73;458,73;458,73
20220903;3;462,18;462,18;462,18
20220903;4;475,41;475,41;475,41
20220903;5;490,94;490,94;490,94
20220903;6;495,95;495,95;495,95
20220903;7;467,53;467,53;467,53
20220903;8;554,37;554,37;554,37
20220903;9;620,21;620,21;620,21
20220903;10;467,53;467,53;467,53
20220903;11;447,80;447,80;447,80
20220903;12;414,08;414,08;414,08
20220903;13;413,37;413,37;413,37
20220903;14;419,32;419,32;419,32
20220903;15;419,32;419,32;419,32
20220903;16;429,02;429,02;429,02
20220903;17;462,18;462,18;462,18
20220903;18;667,31;667,31;667,31
20220903;19;733,50;733,50;733,50
20220903;20;1131,61;1131,61;1131,61
20220903;21;1077,55;1077,55;1077,55
20220903;22;540,46;540,46;540,46
20220903;23;462,17;462,17;462,17
20220903;24;446,55;446,55;446,55
20220904;1;395,97;395,97;395,97
20220904;2;403,14;403,14;403,14
20220904;3;397,54;397,54;397,54
20220904;4;406,95;406,95;406,95
20220904;5;393,55;393,55;393,55
20220904;6;395,00;395,00;395,00
20220904;7;406,30;406,30;406,30
20220904;8;408,47;408,47;408,47
20220904;9;406,30;406,30;406,30
20220904;10;434,23;434,23;434,23
20220904;11;422,25;422,25;422,25
20220904;12;403,52;403,52;403,52
20220904;13;387,83;387,83;387,83
20220904;14;387,83;387,83;387,83
20220904;15;406,30;406,30;406,30
20220904;16;434,22;434,22;434,22
20220904;17;418,05;418,05;418,05
20220904;18;575,48;575,48;575,48
20220904;19;656,68;656,68;656,68
20220904;20;846,06;846,06;846,06
20220904;21;750,91;750,91;750,91
20220904;22;583,97;583,97;583,97
20220904;23;429,73;429,73;429,73
20220904;24;403,52;403,52;403,52
20220905;1;433,47;433,47;433,47
20220905;2;493,75;493,75;493,75
20220905;3;493,75;493,75;493,75
20220905;4;434,23;434,23;434,23
20220905;5;450,86;450,86;450,86
20220905;6;450,87;450,87;450,87
20220905;7;1200,91;1297,81;1297,81
