Data;Godzina;COR;CRO;CROs;CROz
20200301;1;-;73,24;73,24;73,24
20200301;2;-;70,00;70,00;70,00
20200301;3;-;70,00;70,00;70,00
20200301;4;-;69,00;69,00;69,00
20200301;5;-;70,01;70,01;70,01
20200301;6;-;73,74;73,74;73,74
20200301;7;-;77,45;77,45;77,45
20200301;8;-;77,57;77,57;77,57
20200301;9;-;164,20;164,20;164,20
20200301;10;-;164,20;164,20;164,20
20200301;11;-;164,20;164,20;164,20
20200301;12;-;77,45;77,45;77,45
20200301;13;-;77,33;77,33;77,33
20200301;14;-;77,45;77,45;77,45
20200301;15;-;77,57;77,57;77,57
20200301;16;-;164,20;164,20;164,20
20200301;17;-;164,20;164,20;164,20
20200301;18;-;164,20;164,20;164,20
20200301;19;-;190,89;190,89;190,89
20200301;20;-;182,42;182,42;182,42
20200301;21;-;185,74;185,74;185,74
20200301;22;-;183,06;183,06;183,06
20200301;23;-;184,80;184,80;184,80
20200301;24;-;182,44;182,44;182,44
20200302;1;-;72,12;72,12;72,12
20200302;2;-;72,12;72,12;72,12
20200302;3;-;72,24;72,24;72,24
20200302;4;-;72,24;72,24;72,24
20200302;5;-;115,46;115,46;115,46
20200302;6;-;147,33;147,33;147,33
20200302;7;-;204,17;204,17;204,17
20200302;8;25,48;204,17;204,17;204,17
20200302;9;28,66;222,37;222,37;222,37
20200302;10;30,21;254,91;254,91;254,91
20200302;11;29,93;258,91;258,91;258,91
20200302;12;32,01;268,83;268,83;268,83
20200302;13;32,20;268,91;268,91;268,91
20200302;14;33,46;268,83;268,83;268,83
20200302;15;33,00;258,89;258,89;258,89
20200302;16;29,97;258,89;258,89;258,89
20200302;17;28,63;258,89;258,89;258,89
20200302;18;31,36;232,27;232,27;232,27
20200302;19;30,51;258,89;258,89;258,89
20200302;20;30,56;232,27;232,27;232,27
20200302;21;29,25;232,27;232,27;232,27
20200302;22;25,11;222,37;222,37;222,37
20200302;23;-;229,19;229,19;229,19
20200302;24;-;217,39;217,39;217,39
20200303;1;-;204,34;204,34;204,34
20200303;2;-;181,70;181,70;181,70
20200303;3;-;181,68;181,68;181,68
20200303;4;-;181,64;181,64;181,64
20200303;5;-;181,60;181,60;181,60
20200303;6;-;183,16;183,16;183,16
20200303;7;-;216,33;216,33;216,33
20200303;8;23,56;204,34;204,34;204,34
20200303;9;25,80;222,58;222,58;222,58
20200303;10;26,90;262,89;262,89;262,89
20200303;11;26,23;262,89;262,89;262,89
20200303;12;31,25;272,54;272,54;272,54
20200303;13;32,75;274,51;274,51;274,51
20200303;14;31,59;276,89;276,89;276,89
20200303;15;27,85;267,59;267,59;267,59
20200303;16;25,76;262,89;262,89;262,89
20200303;17;25,60;257,60;257,60;257,60
20200303;18;24,78;262,89;262,89;262,89
20200303;19;27,84;299,37;299,37;299,37
20200303;20;24,85;275,85;275,85;275,85
20200303;21;23,94;255,01;255,01;255,01
20200303;22;20,24;222,58;222,58;222,58
20200303;23;-;204,34;204,34;204,34
20200303;24;-;71,24;71,24;71,24
20200304;1;-;181,90;181,90;181,90
20200304;2;-;71,24;71,24;71,24
20200304;3;-;72,00;72,00;72,00
20200304;4;-;71,24;71,24;71,24
20200304;5;-;72,00;72,00;72,00
20200304;6;-;185,54;185,54;185,54
20200304;7;-;222,36;222,36;222,36
20200304;8;26,01;239,00;239,00;239,00
20200304;9;26,13;256,60;256,60;256,60
20200304;10;26,06;255,91;255,91;255,91
20200304;11;25,11;222,36;222,36;222,36
20200304;12;26,55;246,45;246,45;246,45
20200304;13;26,93;255,91;255,91;255,91
20200304;14;27,93;260,91;260,91;260,91
20200304;15;28,09;246,45;246,45;246,45
20200304;16;27,39;246,45;246,45;246,45
20200304;17;27,79;246,45;246,45;246,45
20200304;18;29,39;246,45;246,45;246,45
20200304;19;33,93;306,63;306,63;306,63
20200304;20;32,52;299,37;299,37;299,37
20200304;21;26,74;256,30;256,30;256,30
20200304;22;23,36;222,36;222,36;222,36
20200304;23;-;222,36;222,36;222,36
20200304;24;-;204,16;204,16;204,16
20200305;1;-;203,95;203,95;203,95
20200305;2;-;210,00;210,00;210,00
20200305;3;-;198,11;198,11;198,11
20200305;4;-;198,98;198,98;198,98
20200305;5;-;203,95;203,95;203,95
20200305;6;-;203,95;203,95;203,95
20200305;7;-;236,27;236,27;236,27
20200305;8;28,22;223,78;223,78;223,78
20200305;9;30,03;203,95;203,95;203,95
20200305;10;30,20;72,24;72,24;72,24
20200305;11;30,31;72,00;72,00;72,00
20200305;12;31,00;72,12;72,12;72,12
20200305;13;29,76;72,00;72,00;72,00
20200305;14;29,63;72,24;72,24;72,24
20200305;15;28,23;72,12;72,12;72,12
20200305;16;26,99;72,24;72,24;72,24
20200305;17;28,09;72,24;72,24;72,24
20200305;18;28,48;72,24;72,24;72,24
20200305;19;29,52;203,95;203,95;203,95
20200305;20;28,71;71,24;71,24;71,24
20200305;21;25,36;71,24;71,24;71,24
20200305;22;25,18;71,24;71,24;71,24
20200305;23;-;185,64;185,64;185,64
20200305;24;-;185,76;185,76;185,76
20200306;1;-;71,24;71,24;71,24
20200306;2;-;71,12;71,12;71,12
20200306;3;-;71,12;71,12;71,12
20200306;4;-;71,12;71,12;71,12
20200306;5;-;71,24;71,24;71,24
20200306;6;-;71,24;71,24;71,24
20200306;7;-;203,67;203,67;203,67
20200306;8;22,67;72,24;72,24;72,24
20200306;9;24,99;203,67;203,67;203,67
20200306;10;25,43;203,67;203,67;203,67
20200306;11;22,72;203,67;203,67;203,67
20200306;12;24,34;236,92;236,92;236,92
20200306;13;24,73;244,62;244,62;244,62
20200306;14;24,89;248,04;248,04;248,04
20200306;15;25,33;236,92;236,92;236,92
20200306;16;24,65;237,00;237,00;237,00
20200306;17;22,95;237,00;237,00;237,00
20200306;18;23,74;237,00;237,00;237,00
20200306;19;26,49;260,89;260,89;260,89
20200306;20;26,73;244,62;244,62;244,62
20200306;21;26,16;203,67;203,67;203,67
20200306;22;22,47;203,67;203,67;203,67
20200306;23;-;230,06;230,06;230,06
20200306;24;-;221,87;221,87;221,87
20200307;1;-;186,28;186,28;186,28
20200307;2;-;201,60;201,60;201,60
20200307;3;-;186,20;186,20;186,20
20200307;4;-;188,06;188,06;188,06
20200307;5;-;185,65;185,65;185,65
20200307;6;-;183,95;183,95;183,95
20200307;7;-;183,09;183,09;183,09
20200307;8;-;190,01;190,01;190,01
20200307;9;-;222,03;222,03;222,03
20200307;10;-;230,90;230,90;230,90
20200307;11;-;233,98;233,98;233,98
20200307;12;-;231,00;231,00;231,00
20200307;13;-;228,45;228,45;228,45
20200307;14;-;228,43;228,43;228,43
20200307;15;-;223,34;223,34;223,34
20200307;16;-;204,20;204,20;204,20
20200307;17;-;204,20;204,20;204,20
20200307;18;-;204,20;204,20;204,20
20200307;19;-;204,21;204,21;204,21
20200307;20;-;204,20;204,20;204,20
20200307;21;-;204,20;204,20;204,20
20200307;22;-;187,28;187,28;187,28
20200307;23;-;204,20;204,20;204,20
20200307;24;-;204,20;204,20;204,20
20200308;1;-;204,18;204,18;204,18
20200308;2;-;77,57;77,57;77,57
20200308;3;-;77,57;77,57;77,57
20200308;4;-;77,57;77,57;77,57
20200308;5;-;204,18;204,18;204,18
20200308;6;-;77,57;77,57;77,57
20200308;7;-;77,57;77,57;77,57
20200308;8;-;204,18;204,18;204,18
20200308;9;-;204,18;204,18;204,18
20200308;10;-;233,62;233,62;233,62
20200308;11;-;224,02;224,02;224,02
20200308;12;-;222,83;222,83;222,83
20200308;13;-;220,69;220,69;220,69
20200308;14;-;204,18;204,18;204,18
20200308;15;-;204,18;204,18;204,18
20200308;16;-;204,18;204,18;204,18
20200308;17;-;204,18;204,18;204,18
20200308;18;-;204,18;204,18;204,18
20200308;19;-;204,18;204,18;204,18
20200308;20;-;204,18;204,18;204,18
20200308;21;-;201,43;201,43;201,43
20200308;22;-;192,46;192,46;192,46
20200308;23;-;192,46;192,46;192,46
20200308;24;-;201,43;201,43;201,43
20200309;1;-;200,07;200,07;200,07
20200309;2;-;200,07;200,07;200,07
