,SEASONAL_NAIVE_MEAN_3_DAYS,SEASONAL_NAIVE_MEAN_7_DAYS,NAIVE_LAST,ACTUAL
2022-01-02 07:00:00,262.28666666666663,411.4371428571429,421.98,150.0
2022-01-02 08:00:00,253.51666666666668,421.8171428571428,421.98,150.0
2022-01-02 09:00:00,362.5466666666667,502.8357142857143,421.98,150.0
2022-01-02 10:00:00,356.3933333333334,570.6028571428571,421.98,69.64
2022-01-02 11:00:00,352.01666666666665,610.04,421.98,69.55
2022-01-02 12:00:00,389.8833333333334,638.4142857142857,421.98,60.01
2022-01-02 13:00:00,443.2633333333333,674.8014285714287,421.98,69.55
2022-01-02 14:00:00,457.04333333333335,677.88,421.98,70.0
2022-01-02 15:00:00,483.08,662.8999999999999,421.98,250.0
2022-01-02 16:00:00,484.3233333333333,676.5085714285715,421.98,421.99
2022-01-02 17:00:00,503.1466666666667,648.2757142857142,421.98,363.92
2022-01-02 18:00:00,449.6233333333334,662.8271428571428,421.98,363.92
2022-01-02 19:00:00,440.28000000000003,590.9628571428573,421.98,69.73
2022-01-02 20:00:00,385.40000000000003,620.9557142857142,421.98,395.5
2022-01-02 21:00:00,482.74333333333334,637.9157142857142,421.98,69.73
2022-01-02 22:00:00,424.0366666666667,527.8414285714285,421.98,69.64
2022-01-02 23:00:00,432.49666666666667,531.4642857142858,421.98,69.73
