Data;Godzina;RCE
20220601;1;881,45
20220601;2;778,84
20220601;3;764,78
20220601;4;766,86
20220601;5;762,71
20220601;6;827,46
20220601;7;962,62
20220601;8;1 032,04
20220601;9;1 081,83
20220601;10;1 040,14
20220601;11;837,29
20220601;12;778,29
20220601;13;735,63
20220601;14;599,89
20220601;15;552,78
20220601;16;561,75
20220601;17;600,62
20220601;18;768,56
20220601;19;888,91
20220601;20;1 073,85
20220601;21;1 195,39
20220601;22;1 136,66
20220601;23;1 040,88
20220601;24;859,34
20220602;1;914,03
20220602;2;820,16
20220602;3;786,99
20220602;4;765,74
20220602;5;759,10
20220602;6;776,36
20220602;7;887,82
20220602;8;853,46
20220602;9;819,28
20220602;10;653,98
20220602;11;530,91
20220602;12;492,74
20220602;13;519,57
20220602;14;463,07
20220602;15;457,57
20220602;16;473,83
20220602;17;561,80
20220602;18;613,37
20220602;19;833,73
20220602;20;1 043,45
20220602;21;1 113,40
20220602;22;1 050,16
20220602;23;1 049,86
20220602;24;905,04
20220603;1;855,25
20220603;2;768,74
20220603;3;751,42
20220603;4;750,25
20220603;5;753,62
20220603;6;787,25
20220603;7;946,29
20220603;8;914,30
20220603;9;864,14
20220603;10;611,77
20220603;11;583,82
20220603;12;576,76
20220603;13;572,00
20220603;14;564,97
20220603;15;572,28
20220603;16;583,04
20220603;17;633,60
20220603;18;801,53
20220603;19;1 000,73
20220603;20;1 099,28
20220603;21;1 116,41
20220603;22;1 022,38
20220603;23;1 027,71
20220603;24;884,21
20220604;1;824,57
20220604;2;766,77
20220604;3;750,24
20220604;4;737,99
20220604;5;729,94
20220604;6;692,20
20220604;7;742,14
20220604;8;826,41
20220604;9;874,52
20220604;10;887,08
20220604;11;854,65
20220604;12;816,88
20220604;13;763,62
20220604;14;703,42
20220604;15;655,91
20220604;16;656,08
20220604;17;703,09
20220604;18;798,96
20220604;19;921,44
20220604;20;987,10
20220604;21;1 017,74
20220604;22;1 000,26
20220604;23;971,80
20220604;24;859,07
20220605;1;715,49
20220605;2;630,09
20220605;3;632,25
20220605;4;613,51
20220605;5;610,84
20220605;6;595,22
20220605;7;587,77
20220605;8;600,28
20220605;9;569,13
20220605;10;512,10
20220605;11;439,65
20220605;12;425,32
20220605;13;417,91
20220605;14;419,33
20220605;15;415,34
20220605;16;417,70
20220605;17;426,30
20220605;18;553,89
20220605;19;740,87
20220605;20;828,11
20220605;21;906,57
20220605;22;895,81
