Data;Godzina;RCE
20180101;1;117,02
20180101;2;114,00
20180101;3;99,02
20180101;4;92,07
20180101;5;82,44
20180101;6;75,21
20180101;7;78,77
20180101;8;74,78
20180101;9;75,48
20180101;10;96,85
20180101;11;107,71
20180101;12;116,33
20180101;13;116,92
20180101;14;117,06
20180101;15;117,07
20180101;16;117,06
20180101;17;120,29
20180101;18;118,55
20180101;19;119,50
20180101;20;122,00
20180101;21;118,69
20180101;22;117,96
20180101;23;117,04
20180101;24;117,01
20180102;1;116,32
20180102;2;116,16
20180102;3;116,01
20180102;4;116,12
20180102;5;119,85
20180102;6;129,83
20180102;7;149,29
20180102;8;166,78
20180102;9;182,91
20180102;10;188,41
20180102;11;197,54
20180102;12;198,80
20180102;13;203,17
20180102;14;207,55
20180102;15;200,77
20180102;16;199,71
20180102;17;215,12
20180102;18;226,50
20180102;19;213,81
20180102;20;201,91
20180102;21;188,83
20180102;22;161,19
20180102;23;145,59
20180102;24;132,62
20180103;1;126,75
20180103;2;128,78
20180103;3;124,02
20180103;4;124,23
20180103;5;130,35
20180103;6;131,41
20180103;7;147,62
20180103;8;159,10
20180103;9;158,38
20180103;10;161,83
20180103;11;154,82
20180103;12;155,74
20180103;13;153,13
20180103;14;154,16
20180103;15;152,59
20180103;16;154,89
20180103;17;164,66
20180103;18;164,30
20180103;19;157,53
20180103;20;158,68
20180103;21;149,56
20180103;22;151,24
20180103;23;128,47
20180103;24;123,91
20180104;1;111,56
20180104;2;108,46
20180104;3;104,57
20180104;4;103,88
20180104;5;105,92
20180104;6;110,47
20180104;7;136,95
20180104;8;152,74
20180104;9;150,56
20180104;10;162,53
20180104;11;163,22
20180104;12;167,64
20180104;13;169,63
20180104;14;171,60
20180104;15;169,77
20180104;16;173,53
20180104;17;192,47
20180104;18;196,25
20180104;19;191,63
20180104;20;178,31
20180104;21;163,17
20180104;22;153,22
20180104;23;131,84
20180104;24;127,49
20180105;1;117,93
20180105;2;113,62
20180105;3;110,94
20180105;4;109,23
20180105;5;110,30
20180105;6;112,88
20180105;7;137,39
20180105;8;148,34
20180105;9;155,78
20180105;10;158,15
20180105;11;161,12
20180105;12;167,87
20180105;13;167,58
20180105;14;163,85
20180105;15;165,34
20180105;16;167,17
20180105;17;180,65
20180105;18;187,64
20180105;19;182,84
20180105;20;174,62
20180105;21;168,56
20180105;22;157,90
20180105;23;147,63
20180105;24;144,93
20180106;1;129,13
20180106;2;118,38
20180106;3;118,23
20180106;4;118,10
20180106;5;118,19
20180106;6;119,24
20180106;7;118,38
20180106;8;120,67
