Data;Godzina;RCE
20180601;1;176,41
20180601;2;172,45
20180601;3;172,34
20180601;4;172,29
20180601;5;169,97
20180601;6;172,55
20180601;7;197,79
20180601;8;235,92
20180601;9;280,59
20180601;10;313,65
20180601;11;310,09
20180601;12;314,98
20180601;13;326,22
20180601;14;318,02
20180601;15;295,83
20180601;16;252,39
20180601;17;246,36
20180601;18;262,74
20180601;19;267,51
20180601;20;260,15
20180601;21;257,35
20180601;22;240,91
20180601;23;223,08
20180601;24;193,12
20180602;1;178,47
20180602;2;176,00
20180602;3;170,52
20180602;4;169,12
20180602;5;168,85
20180602;6;169,19
20180602;7;174,85
20180602;8;190,22
20180602;9;221,83
20180602;10;262,54
20180602;11;284,34
20180602;12;284,36
20180602;13;283,95
20180602;14;266,44
20180602;15;225,52
20180602;16;218,22
20180602;17;205,93
20180602;18;200,59
20180602;19;201,85
20180602;20;211,86
20180602;21;212,13
20180602;22;214,99
20180602;23;192,71
20180602;24;179,23
20180603;1;178,18
20180603;2;167,97
20180603;3;167,62
20180603;4;167,24
20180603;5;166,93
20180603;6;166,91
20180603;7;167,58
20180603;8;176,15
20180603;9;180,28
20180603;10;188,46
20180603;11;196,55
20180603;12;198,83
20180603;13;198,81
20180603;14;198,14
20180603;15;189,46
20180603;16;184,92
20180603;17;180,51
20180603;18;181,67
20180603;19;189,49
20180603;20;199,16
20180603;21;203,69
20180603;22;205,68
20180603;23;198,05
20180603;24;177,13
20180604;1;168,44
20180604;2;166,18
20180604;3;166,06
20180604;4;166,18
20180604;5;163,00
20180604;6;164,58
20180604;7;204,09
20180604;8;248,45
20180604;9;293,49
20180604;10;294,16
20180604;11;287,05
20180604;12;306,45
20180604;13;306,57
20180604;14;305,83
20180604;15;276,92
20180604;16;263,60
20180604;17;241,49
20180604;18;235,35
20180604;19;237,03
20180604;20;242,95
20180604;21;243,35
20180604;22;232,00
20180604;23;218,50
20180604;24;189,23
20180605;1;178,63
20180605;2;176,38
20180605;3;176,20
