Data;Godzina;RCE
20221001;1;918,16
20221001;2;734,71
20221001;3;597,30
20221001;4;593,80
20221001;5;558,25
20221001;6;616,72
20221001;7;619,28
20221001;8;714,29
20221001;9;812,72
20221001;10;683,84
20221001;11;590,77
20221001;12;528,94
20221001;13;503,21
20221001;14;489,50
20221001;15;501,56
20221001;16;507,97
20221001;17;677,74
20221001;18;893,04
20221001;19;1 020,24
20221001;20;1 017,65
20221001;21;1 000,29
20221001;22;900,34
20221001;23;491,97
20221001;24;471,65
20221002;1;341,12
20221002;2;335,60
20221002;3;317,21
20221002;4;299,55
20221002;5;301,63
20221002;6;304,84
20221002;7;278,63
20221002;8;297,36
20221002;9;350,38
20221002;10;350,77
20221002;11;323,59
20221002;12;320,06
20221002;13;301,03
20221002;14;295,45
20221002;15;292,99
20221002;16;315,14
20221002;17;376,97
20221002;18;386,68
20221002;19;441,91
20221002;20;616,44
20221002;21;489,42
20221002;22;388,23
20221002;23;369,07
20221002;24;356,53
20221003;1;388,93
20221003;2;386,08
20221003;3;370,63
20221003;4;364,29
20221003;5;389,19
20221003;6;415,05
20221003;7;348,65
20221003;8;465,90
20221003;9;502,98
20221003;10;502,40
20221003;11;488,17
20221003;12;443,93
20221003;13;470,31
20221003;14;460,45
20221003;15;414,78
20221003;16;475,40
20221003;17;501,75
20221003;18;519,09
20221003;19;603,17
20221003;20;800,35
20221003;21;656,91
20221003;22;513,98
20221003;23;538,50
20221003;24;479,63
20221004;1;508,23
20221004;2;529,80
20221004;3;531,01
20221004;4;539,87
20221004;5;530,38
20221004;6;521,03
20221004;7;704,38
20221004;8;830,68
20221004;9;884,08
20221004;10;731,13
20221004;11;535,59
20221004;12;510,00
20221004;13;503,96
20221004;14;509,82
20221004;15;513,90
20221004;16;639,49
20221004;17;869,16
20221004;18;1 013,11
20221004;19;1 078,47
20221004;20;1 318,98
20221004;21;1 087,17
20221004;22;973,56
20221004;23;896,95
20221004;24;587,28
20221005;1;559,50
20221005;2;491,21
20221005;3;486,63
20221005;4;487,08
20221005;5;488,28
20221005;6;526,77
20221005;7;847,25
20221005;8;732,87
20221005;9;786,20
