Data;Godzina;RCE
20191101;1;166,04
20191101;2;154,00
20191101;3;152,21
20191101;4;149,28
20191101;5;150,39
20191101;6;154,02
20191101;7;153,71
20191101;8;170,02
20191101;9;185,01
20191101;10;190,82
20191101;11;190,91
20191101;12;180,19
20191101;13;171,63
20191101;14;170,01
20191101;15;164,75
20191101;16;147,36
20191101;17;164,97
20191101;18;176,87
20191101;19;173,99
20191101;20;168,57
20191101;21;167,61
20191101;22;154,96
20191101;23;129,42
20191101;24;110,08
20191102;1;105,80
20191102;2;94,86
20191102;3;83,65
20191102;4;78,82
20191102;5;82,06
20191102;6;91,63
20191102;7;102,97
20191102;8;154,12
20191102;9;192,55
20191102;10;203,75
20191102;11;204,72
20191102;12;204,93
20191102;13;207,15
20191102;14;208,68
20191102;15;206,94
20191102;16;207,24
20191102;17;214,41
20191102;18;218,31
20191102;19;217,61
20191102;20;217,15
20191102;21;205,41
20191102;22;203,36
20191102;23;190,17
20191102;24;176,04
20191103;1;160,22
20191103;2;148,07
20191103;3;145,25
20191103;4;140,32
20191103;5;142,34
20191103;6;152,55
20191103;7;151,24
20191103;8;181,06
20191103;9;196,04
20191103;10;196,32
20191103;11;196,92
20191103;12;195,09
20191103;13;200,75
20191103;14;209,43
20191103;15;206,46
20191103;16;205,39
20191103;17;213,29
20191103;18;217,25
20191103;19;218,68
20191103;20;217,37
20191103;21;213,07
20191103;22;208,48
20191103;23;198,67
20191103;24;199,20
20191104;1;199,19
20191104;2;199,16
20191104;3;199,15
20191104;4;199,15
20191104;5;187,65
20191104;6;209,71
20191104;7;239,27
20191104;8;242,49
20191104;9;255,51
20191104;10;255,74
20191104;11;253,12
20191104;12;255,35
20191104;13;254,89
20191104;14;256,48
20191104;15;250,59
20191104;16;252,75
20191104;17;258,28
20191104;18;262,14
20191104;19;258,14
20191104;20;257,02
20191104;21;251,62
20191104;22;223,18
20191104;23;212,35
20191104;24;207,25
20191105;1;212,21
20191105;2;212,68
20191105;3;210,49
20191105;4;210,45
20191105;5;209,52
20191105;6;212,32
20191105;7;239,44
20191105;8;244,88
20191105;9;256,32
20191105;10;253,82
20191105;11;251,63
20191105;12;253,85
20191105;13;253,83
20191105;14;256,35
20191105;15;254,57
20191105;16;254,96
20191105;17;282,56
20191105;18;286,63
20191105;19;269,81
20191105;20;254,69
20191105;21;253,00
20191105;22;236,26
20191105;23;231,13
20191105;24;210,92
20191106;1;199,81
20191106;2;200,41
20191106;3;196,09
20191106;4;196,01
20191106;5;194,75
20191106;6;206,08
20191106;7;248,37
20191106;8;260,24
20191106;9;321,32
20191106;10;308,55
