Data;Godzina;RCE
20211001;1;413,69
20211001;2;382,40
20211001;3;363,89
20211001;4;362,76
20211001;5;365,38
20211001;6;394,83
20211001;7;492,00
20211001;8;494,19
20211001;9;571,47
20211001;10;539,59
20211001;11;469,57
20211001;12;441,91
20211001;13;428,45
20211001;14;405,89
20211001;15;411,51
20211001;16;434,96
20211001;17;469,59
20211001;18;527,00
20211001;19;573,70
20211001;20;594,54
20211001;21;540,85
20211001;22;432,47
20211001;23;433,08
20211001;24;386,35
20211002;1;373,95
20211002;2;367,74
20211002;3;350,34
20211002;4;350,69
20211002;5;365,27
20211002;6;371,50
20211002;7;405,76
20211002;8;437,85
20211002;9;490,28
20211002;10;514,04
20211002;11;505,56
20211002;12;496,70
20211002;13;459,53
20211002;14;418,70
20211002;15;390,52
20211002;16;408,13
20211002;17;433,41
20211002;18;506,41
20211002;19;564,22
20211002;20;552,76
20211002;21;474,26
20211002;22;390,78
20211002;23;350,87
20211002;24;318,46
20211003;1;288,01
20211003;2;265,13
20211003;3;252,44
20211003;4;240,71
20211003;5;243,02
20211003;6;239,28
20211003;7;244,75
20211003;8;256,22
20211003;9;270,73
20211003;10;275,56
20211003;11;273,62
20211003;12;261,32
20211003;13;259,27
20211003;14;251,63
20211003;15;251,18
20211003;16;262,34
20211003;17;284,63
20211003;18;319,92
20211003;19;374,33
20211003;20;436,65
20211003;21;414,98
20211003;22;363,15
20211003;23;326,41
20211003;24;309,47
20211004;1;299,11
20211004;2;309,92
20211004;3;316,69
20211004;4;315,37
20211004;5;328,92
20211004;6;381,31
20211004;7;514,78
20211004;8;456,34
20211004;9;555,94
20211004;10;580,93
20211004;11;517,72
20211004;12;475,72
20211004;13;462,09
20211004;14;448,86
20211004;15;449,42
20211004;16;486,74
20211004;17;530,76
20211004;18;591,45
20211004;19;679,58
20211004;20;852,45
20211004;21;694,38
20211004;22;446,67
20211004;23;473,05
20211004;24;436,90
20211005;1;444,30
20211005;2;440,37
20211005;3;429,34
20211005;4;423,92
20211005;5;424,71
20211005;6;443,65
20211005;7;514,48
20211005;8;633,77
20211005;9;663,47
20211005;10;626,35
20211005;11;525,08
20211005;12;457,88
20211005;13;464,98
20211005;14;459,75
20211005;15;445,36
20211005;16;429,62
20211005;17;439,84
20211005;18;502,28
20211005;19;573,89
20211005;20;663,93
20211005;21;524,89
20211005;22;406,19
20211005;23;415,23
20211005;24;379,14
20211006;1;363,45
20211006;2;352,08
20211006;3;344,92
20211006;4;344,86
20211006;5;345,32
20211006;6;385,22
20211006;7;515,15
20211006;8;526,81
20211006;9;607,48
20211006;10;653,56
20211006;11;565,72
20211006;12;576,54
20211006;13;596,09
20211006;14;576,96
20211006;15;553,48
20211006;16;573,91
20211006;17;637,07
20211006;18;693,23
20211006;19;835,81
20211006;20;946,69
20211006;21;780,63
20211006;22;498,53
20211006;23;515,93
20211006;24;458,68
20211007;1;441,37
20211007;2;430,55
20211007;3;425,61
20211007;4;432,36
20211007;5;431,44
20211007;6;446,66
20211007;7;595,77
20211007;8;721,01
20211007;9;795,48
20211007;10;791,40
20211007;11;734,84
20211007;12;702,45
20211007;13;623,41
20211007;14;581,53
20211007;15;571,60
20211007;16;620,67
20211007;17;702,45
20211007;18;850,19
20211007;19;1 021,57
20211007;20;1 100,24
20211007;21;986,07
20211007;22;520,63
20211007;23;558,31
20211007;24;462,59
20211008;1;445,45
20211008;2;435,27
20211008;3;433,56
20211008;4;428,54
20211008;5;435,79
20211008;6;460,17
20211008;7;627,30
20211008;8;701,51
20211008;9;830,78
20211008;10;753,16
20211008;11;697,00
20211008;12;633,89
20211008;13;556,27
20211008;14;539,39
20211008;15;539,26
20211008;16;552,49
20211008;17;588,78
