Data;Godzina;RCE
20200601;1;166,27
20200601;2;165,93
20200601;3;166,11
20200601;4;165,98
20200601;5;166,08
20200601;6;164,92
20200601;7;199,41
20200601;8;200,83
20200601;9;205,63
20200601;10;206,23
20200601;11;202,32
20200601;12;203,58
20200601;13;202,00
20200601;14;201,04
20200601;15;198,80
20200601;16;197,19
20200601;17;195,35
20200601;18;194,72
20200601;19;198,43
20200601;20;202,69
20200601;21;204,65
20200601;22;204,57
20200601;23;208,05
20200601;24;181,78
20200602;1;185,73
20200602;2;184,24
20200602;3;188,12
20200602;4;191,65
20200602;5;192,10
20200602;6;185,74
20200602;7;224,74
20200602;8;220,54
20200602;9;237,39
20200602;10;221,39
20200602;11;209,72
20200602;12;210,92
20200602;13;208,85
20200602;14;209,90
20200602;15;206,87
20200602;16;204,94
20200602;17;203,67
20200602;18;202,98
20200602;19;203,06
20200602;20;211,27
20200602;21;208,00
20200602;22;208,16
20200602;23;220,69
20200602;24;183,57
20200603;1;179,82
20200603;2;179,85
20200603;3;179,88
20200603;4;179,84
20200603;5;179,89
20200603;6;179,88
20200603;7;217,10
20200603;8;211,12
20200603;9;215,15
20200603;10;210,17
20200603;11;209,00
20200603;12;212,77
20200603;13;216,05
20200603;14;210,43
20200603;15;211,84
20200603;16;202,82
20200603;17;199,36
20200603;18;196,89
20200603;19;198,68
20200603;20;203,62
20200603;21;202,20
20200603;22;202,05
20200603;23;217,29
20200603;24;179,80
20200604;1;175,62
20200604;2;175,60
20200604;3;175,07
20200604;4;173,66
20200604;5;173,83
20200604;6;173,62
20200604;7;221,94
20200604;8;209,53
20200604;9;239,98
20200604;10;236,63
20200604;11;237,25
20200604;12;236,67
20200604;13;239,96
20200604;14;229,64
20200604;15;212,44
20200604;16;206,04
20200604;17;202,92
20200604;18;202,05
20200604;19;192,75
20200604;20;194,55
20200604;21;195,98
20200604;22;201,25
20200604;23;223,48
20200604;24;200,13
20200605;1;179,29
20200605;2;174,75
20200605;3;171,57
20200605;4;171,74
20200605;5;172,25
20200605;6;174,71
20200605;7;213,14
20200605;8;206,57
20200605;9;206,57
20200605;10;205,19
20200605;11;202,84
20200605;12;204,99
20200605;13;204,90
20200605;14;204,62
20200605;15;200,70
20200605;16;196,64
20200605;17;193,03
20200605;18;189,85
20200605;19;191,70
20200605;20;195,25
20200605;21;194,43
20200605;22;196,78
20200605;23;207,74
20200605;24;173,45
20200606;1;180,91
20200606;2;178,28
20200606;3;171,63
20200606;4;167,14
20200606;5;154,67
20200606;6;144,91
20200606;7;167,81
20200606;8;168,04
20200606;9;174,27
20200606;10;176,61
20200606;11;186,64
20200606;12;186,76
20200606;13;181,68
20200606;14;176,63
20200606;15;174,65
20200606;16;173,82
20200606;17;169,61
20200606;18;172,50
20200606;19;172,69
20200606;20;173,55
20200606;21;181,44
20200606;22;189,17
20200606;23;179,25
20200606;24;176,31
20200607;1;172,92
20200607;2;167,29
20200607;3;167,96
20200607;4;167,93
20200607;5;164,73
20200607;6;160,58
20200607;7;165,83
20200607;8;169,26
20200607;9;178,75
20200607;10;183,99
20200607;11;182,46
20200607;12;181,25
20200607;13;185,38
20200607;14;182,71
20200607;15;182,30
20200607;16;180,00
20200607;17;180,64
20200607;18;182,04
20200607;19;182,12
20200607;20;181,49
20200607;21;185,10
20200607;22;185,54
20200607;23;184,95
20200607;24;169,61
20200608;1;183,80
20200608;2;184,54
20200608;3;182,14
20200608;4;181,39
20200608;5;181,19
20200608;6;183,55
20200608;7;228,21
20200608;8;227,89
20200608;9;251,13
20200608;10;244,85
20200608;11;238,35
20200608;12;248,98
20200608;13;254,36
20200608;14;253,55
20200608;15;239,27
20200608;16;232,79
20200608;17;217,53
20200608;18;208,53
20200608;19;212,55
20200608;20;244,14
20200608;21;254,19
20200608;22;217,63
20200608;23;233,23
20200608;24;220,38
20200609;1;188,29
20200609;2;188,21
20200609;3;187,70
20200609;4;187,77
20200609;5;187,24
20200609;6;187,78
20200609;7;218,99
20200609;8;219,76
20200609;9;246,77
20200609;10;243,91
20200609;11;240,50
20200609;12;244,49
20200609;13;245,26
20200609;14;234,59
20200609;15;220,80
20200609;16;218,16
20200609;17;214,14
20200609;18;212,26
20200609;19;213,15
20200609;20;216,93
20200609;21;216,76
20200609;22;213,11
20200609;23;227,54
20200609;24;202,03
20200610;1;189,29
20200610;2;188,51
20200610;3;188,45
20200610;4;188,40
20200610;5;188,44
20200610;6;188,35
20200610;7;225,04
20200610;8;217,96
20200610;9;246,22
20200610;10;249,20
20200610;11;248,94
20200610;12;250,79
20200610;13;256,30
20200610;14;247,35
20200610;15;237,03
20200610;16;213,13
20200610;17;212,34
20200610;18;210,33
20200610;19;210,56
20200610;20;216,37
20200610;21;210,65
20200610;22;208,96
20200610;23;224,68
20200610;24;205,68
20200611;1;186,80
20200611;2;186,16
20200611;3;185,65
20200611;4;185,63
20200611;5;184,79
20200611;6;184,51
20200611;7;185,18
20200611;8;188,44
20200611;9;214,10
20200611;10;215,79
20200611;11;215,54
20200611;12;216,01
20200611;13;214,55
20200611;14;214,07
20200611;15;214,05
20200611;16;194,30
20200611;17;195,45
20200611;18;185,19
20200611;19;187,32
20200611;20;189,30
20200611;21;187,56
20200611;22;191,89
20200611;23;187,17
20200611;24;177,40
20200612;1;186,86
20200612;2;186,30
20200612;3;185,87
20200612;4;186,67
20200612;5;187,19
20200612;6;186,84
20200612;7;209,61
20200612;8;206,01
20200612;9;208,89
20200612;10;215,33
20200612;11;220,16
20200612;12;222,54
20200612;13;232,96
20200612;14;228,43
20200612;15;220,14
20200612;16;210,05
20200612;17;210,57
20200612;18;206,67
20200612;19;206,12
20200612;20;206,71
20200612;21;204,91
20200612;22;205,60
20200612;23;203,43
20200612;24;180,58
20200613;1;184,76
20200613;2;184,53
20200613;3;185,68
20200613;4;185,70
20200613;5;185,76
20200613;6;183,16
20200613;7;189,68
20200613;8;200,09
20200613;9;202,28
20200613;10;219,79
20200613;11;222,95
20200613;12;222,41
20200613;13;219,77
20200613;14;212,55
20200613;15;201,69
20200613;16;203,16
20200613;17;200,07
20200613;18;186,28
20200613;19;187,79
20200613;20;189,73
20200613;21;198,92
20200613;22;214,05
20200613;23;210,22
20200613;24;193,24
20200614;1;180,81
20200614;2;169,45
20200614;3;162,81
20200614;4;156,95
20200614;5;128,24
20200614;6;121,80
20200614;7;140,10
20200614;8;167,38
20200614;9;176,35
