Data;Godzina;RCE
20190501;1;195,49
20190501;2;191,72
20190501;3;188,77
20190501;4;188,77
20190501;5;188,76
20190501;6;183,67
20190501;7;183,67
20190501;8;194,97
20190501;9;218,26
20190501;10;261,20
20190501;11;264,20
20190501;12;265,28
20190501;13;258,64
20190501;14;248,39
20190501;15;218,22
20190501;16;204,98
20190501;17;194,15
20190501;18;194,38
20190501;19;194,55
20190501;20;194,84
20190501;21;222,61
20190501;22;217,49
20190501;23;196,30
20190501;24;181,47
20190502;1;128,61
20190502;2;118,44
20190502;3;99,04
20190502;4;93,60
20190502;5;98,40
20190502;6;103,30
20190502;7;131,10
20190502;8;188,54
20190502;9;201,15
20190502;10;204,05
20190502;11;202,97
20190502;12;202,84
20190502;13;202,84
20190502;14;202,83
20190502;15;197,29
20190502;16;196,57
20190502;17;195,53
20190502;18;195,26
20190502;19;203,33
20190502;20;204,03
20190502;21;207,85
20190502;22;207,95
20190502;23;207,59
20190502;24;191,33
20190503;1;175,40
20190503;2;162,10
20190503;3;143,76
20190503;4;140,83
20190503;5;139,36
20190503;6;146,11
20190503;7;163,79
20190503;8;195,44
20190503;9;201,17
20190503;10;211,63
20190503;11;201,10
20190503;12;205,38
20190503;13;204,85
20190503;14;199,48
20190503;15;198,44
20190503;16;199,28
20190503;17;194,64
20190503;18;190,68
20190503;19;194,22
20190503;20;207,43
20190503;21;220,93
20190503;22;219,82
20190503;23;207,13
20190503;24;189,51
20190504;1;209,17
20190504;2;208,05
20190504;3;200,07
20190504;4;199,89
20190504;5;199,83
20190504;6;199,72
20190504;7;198,16
20190504;8;215,95
20190504;9;234,67
20190504;10;277,84
20190504;11;285,88
20190504;12;286,16
20190504;13;286,02
20190504;14;278,25
20190504;15;280,75
20190504;16;277,53
20190504;17;264,39
20190504;18;248,50
20190504;19;248,20
20190504;20;250,24
20190504;21;283,65
20190504;22;276,79
20190504;23;217,32
20190504;24;204,21
20190505;1;192,43
20190505;2;191,86
20190505;3;188,89
20190505;4;184,15
20190505;5;181,59
20190505;6;181,15
20190505;7;173,17
20190505;8;191,86
20190505;9;197,62
20190505;10;211,38
20190505;11;212,63
20190505;12;214,23
20190505;13;212,36
20190505;14;212,12
20190505;15;211,31
20190505;16;209,71
20190505;17;201,58
20190505;18;202,81
20190505;19;215,42
20190505;20;214,28
20190505;21;241,28
20190505;22;235,48
20190505;23;211,13
20190505;24;191,75
20190506;1;206,92
20190506;2;200,07
20190506;3;199,79
20190506;4;199,97
20190506;5;207,08
20190506;6;219,07
20190506;7;252,74
20190506;8;267,19
20190506;9;316,66
20190506;10;327,95
20190506;11;304,37
20190506;12;320,90
20190506;13;312,52
20190506;14;300,78
20190506;15;288,62
20190506;16;273,68
20190506;17;254,20
20190506;18;248,86
20190506;19;248,87
20190506;20;254,18
20190506;21;290,80
20190506;22;256,95
20190506;23;244,74
20190506;24;221,79
20190507;1;191,80
20190507;2;192,48
20190507;3;192,97
20190507;4;193,02
20190507;5;192,69
20190507;6;191,66
20190507;7;237,06
20190507;8;265,28
20190507;9;308,23
20190507;10;319,75
20190507;11;292,10
20190507;12;288,21
20190507;13;287,80
20190507;14;287,77
20190507;15;266,87
20190507;16;271,04
20190507;17;254,08
20190507;18;250,82
20190507;19;263,58
20190507;20;278,95
20190507;21;325,17
20190507;22;287,79
20190507;23;275,46
20190507;24;228,62
20190508;1;203,03
20190508;2;192,55
20190508;3;192,14
20190508;4;191,94
20190508;5;192,54
20190508;6;194,62
20190508;7;254,87
20190508;8;294,19
20190508;9;323,99
20190508;10;335,77
20190508;11;321,81
20190508;12;311,02
20190508;13;312,07
20190508;14;296,42
20190508;15;272,67
20190508;16;261,65
20190508;17;245,19
20190508;18;244,11
20190508;19;241,83
20190508;20;241,90
20190508;21;247,18
20190508;22;226,81
20190508;23;221,99
20190508;24;193,28
20190509;1;189,58
20190509;2;182,85
20190509;3;180,82
20190509;4;181,48
20190509;5;183,03
20190509;6;187,73
20190509;7;218,56
20190509;8;233,07
20190509;9;258,69
20190509;10;275,58
20190509;11;275,06
20190509;12;277,53
20190509;13;287,52
20190509;14;286,79
20190509;15;281,35
20190509;16;289,33
20190509;17;274,95
20190509;18;277,87
20190509;19;269,95
20190509;20;283,45
20190509;21;308,13
20190509;22;280,36
20190509;23;268,74
20190509;24;230,13
20190510;1;202,16
20190510;2;200,63
20190510;3;202,02
20190510;4;202,15
20190510;5;201,29
20190510;6;200,13
20190510;7;261,18
20190510;8;282,20
20190510;9;314,87
20190510;10;319,70
20190510;11;313,67
20190510;12;308,65
20190510;13;313,58
20190510;14;308,16
20190510;15;292,19
20190510;16;289,02
20190510;17;269,32
20190510;18;248,34
20190510;19;246,46
20190510;20;249,56
20190510;21;257,37
20190510;22;247,07
20190510;23;242,15
20190510;24;217,50
20190511;1;196,94
20190511;2;198,77
20190511;3;200,26
20190511;4;200,27
20190511;5;200,69
20190511;6;200,14
20190511;7;201,04
20190511;8;227,05
20190511;9;271,58
20190511;10;282,33
20190511;11;287,88
20190511;12;289,29
20190511;13;285,11
20190511;14;280,85
20190511;15;271,65
20190511;16;254,20
20190511;17;247,11
20190511;18;232,98
20190511;19;231,95
20190511;20;232,60
20190511;21;247,20
20190511;22;245,17
20190511;23;210,54
20190511;24;200,51
20190512;1;194,64
20190512;2;190,06
20190512;3;190,95
20190512;4;190,71
20190512;5;181,93
20190512;6;177,57
20190512;7;181,54
20190512;8;195,16
20190512;9;197,13
20190512;10;207,93
20190512;11;209,52
20190512;12;213,69
20190512;13;211,42
20190512;14;209,26
20190512;15;205,28
20190512;16;196,56
20190512;17;196,59
20190512;18;196,72
20190512;19;196,94
20190512;20;197,06
20190512;21;205,12
20190512;22;211,08
20190512;23;197,25
20190512;24;189,32
20190513;1;194,95
20190513;2;190,92
20190513;3;190,89
20190513;4;190,92
20190513;5;191,11
20190513;6;195,84
20190513;7;247,10
20190513;8;249,35
20190513;9;284,61
20190513;10;289,26
20190513;11;284,47
20190513;12;280,04
20190513;13;277,69
20190513;14;273,35
20190513;15;259,36
20190513;16;253,44
20190513;17;248,89
20190513;18;247,85
20190513;19;247,46
20190513;20;252,86
20190513;21;261,21
20190513;22;250,85
20190513;23;250,49
20190513;24;223,17
20190514;1;209,95
20190514;2;207,79
20190514;3;208,97
20190514;4;205,59
20190514;5;206,13
20190514;6;203,21
20190514;7;244,47
20190514;8;253,87
20190514;9;266,54
20190514;10;267,13
20190514;11;256,73
20190514;12;253,26
20190514;13;249,06
20190514;14;245,91
20190514;15;239,85
20190514;16;245,75
20190514;17;242,00
20190514;18;241,97
20190514;19;241,95
20190514;20;246,03
20190514;21;248,47
20190514;22;244,93
20190514;23;246,46
20190514;24;225,10
20190515;1;221,24
20190515;2;208,26
20190515;3;205,51
20190515;4;202,17
20190515;5;202,16
20190515;6;205,65
20190515;7;237,40
20190515;8;246,35
20190515;9;262,09
20190515;10;263,36
20190515;11;252,71
20190515;12;250,80
20190515;13;247,58
20190515;14;246,86
20190515;15;245,88
20190515;16;246,29
20190515;17;243,84
20190515;18;243,82
20190515;19;240,48
20190515;20;243,01
20190515;21;244,61
20190515;22;242,54
20190515;23;242,67
20190515;24;226,21
20190516;1;215,07
20190516;2;208,08
20190516;3;204,36
20190516;4;204,40
20190516;5;204,49
20190516;6;210,03
20190516;7;239,21
20190516;8;245,55
20190516;9;259,05
20190516;10;262,40
20190516;11;249,55
20190516;12;249,94
20190516;13;251,22
20190516;14;254,08
20190516;15;249,67
20190516;16;265,17
20190516;17;254,31
20190516;18;251,96
20190516;19;253,58
20190516;20;263,94
20190516;21;276,31
20190516;22;263,05
20190516;23;255,36
20190516;24;235,48
20190517;1;225,10
20190517;2;224,23
20190517;3;224,87
20190517;4;224,90
20190517;5;224,91
20190517;6;224,30
20190517;7;260,49
20190517;8;286,39
20190517;9;323,62
20190517;10;326,28
20190517;11;322,89
20190517;12;326,30
20190517;13;326,29
20190517;14;324,74
20190517;15;309,04
20190517;16;309,43
20190517;17;292,49
20190517;18;289,05
20190517;19;258,88
20190517;20;259,08
20190517;21;268,90
20190517;22;257,20
20190517;23;257,33
20190517;24;236,86
20190518;1;223,30
20190518;2;218,29
20190518;3;215,72
20190518;4;216,10
20190518;5;210,44
20190518;6;203,58
20190518;7;218,79
20190518;8;232,69
20190518;9;269,30
20190518;10;275,22
20190518;11;278,51
20190518;12;290,39
20190518;13;286,64
20190518;14;278,29
20190518;15;273,69
20190518;16;267,76
