Data;Godzina;RCE
20230101;1;75,01
20230101;2;29,43
20230101;3;29,05
20230101;4;29,26
20230101;5;28,94
20230101;6;29,74
20230101;7;29,22
20230101;8;32,97
20230101;9;43,36
20230101;10;43,40
20230101;11;29,27
20230101;12;48,50
20230101;13;54,03
20230101;14;70,28
20230101;15;240,02
20230101;16;412,80
20230101;17;451,08
20230101;18;461,26
20230101;19;481,66
20230101;20;496,26
20230101;21;494,88
20230101;22;492,84
20230101;23;497,48
20230101;24;455,16
20230102;1;473,80
20230102;2;463,25
20230102;3;461,20
20230102;4;465,92
20230102;5;479,44
20230102;6;508,16
20230102;7;673,76
20230102;8;663,59
20230102;9;677,84
20230102;10;686,49
20230102;11;677,05
20230102;12;674,68
20230102;13;671,46
20230102;14;675,11
20230102;15;677,40
20230102;16;677,34
20230102;17;680,76
20230102;18;682,37
20230102;19;668,42
20230102;20;668,96
20230102;21;671,31
20230102;22;588,05
20230102;23;660,72
20230102;24;521,60
20230103;1;512,38
20230103;2;499,01
20230103;3;469,08
20230103;4;477,41
20230103;5;477,57
20230103;6;526,89
20230103;7;663,87
20230103;8;662,12
20230103;9;656,67
20230103;10;663,07
20230103;11;659,22
20230103;12;658,97
20230103;13;659,19
20230103;14;663,10
20230103;15;657,65
20230103;16;710,21
20230103;17;755,40
20230103;18;781,04
20230103;19;757,06
20230103;20;767,29
20230103;21;723,38
20230103;22;687,18
20230103;23;663,71
20230103;24;643,88
20230104;1;594,07
20230104;2;561,30
20230104;3;599,98
20230104;4;560,63
20230104;5;568,36
20230104;6;600,07
20230104;7;672,19
20230104;8;663,32
20230104;9;662,47
20230104;10;661,14
20230104;11;634,54
20230104;12;625,84
20230104;13;613,60
20230104;14;615,16
20230104;15;575,20
20230104;16;558,63
20230104;17;587,03
20230104;18;546,07
20230104;19;546,58
20230104;20;550,07
20230104;21;554,78
20230104;22;534,22
20230104;23;483,28
20230104;24;410,98
20230105;1;369,66
20230105;2;313,90
20230105;3;319,48
20230105;4;308,48
20230105;5;295,93
20230105;6;331,51
20230105;7;444,70
20230105;8;509,32
20230105;9;514,64
20230105;10;542,26
20230105;11;505,58
20230105;12;539,16
20230105;13;515,42
20230105;14;588,57
