Data;Godzina;CRO;CROs;CROz
20220801;1;860,95;860,95;860,95
20220801;2;670,91;670,91;670,91
20220801;3;772,89;822,90;822,90
20220801;4;733,79;768,48;768,48
20220801;5;706,52;914,19;914,19
20220801;6;650,40;650,40;650,40
20220801;7;772,89;1238,37;1238,37
20220801;8;901,68;1234,36;1234,36
20220801;9;1201,62;1591,53;1591,53
20220801;10;772,89;772,89;772,89
20220801;11;883,82;1188,67;1188,67
20220801;12;772,89;772,89;772,89
20220801;13;670,91;670,91;670,91
20220801;14;772,89;772,89;772,89
20220801;15;670,91;670,91;670,91
20220801;16;772,89;772,89;772,89
20220801;17;1201,62;1201,62;1201,62
20220801;18;1186,50;1214,39;1214,39
20220801;19;1634,27;1634,27;1634,27
20220801;20;2197,36;2197,36;2197,36
20220801;21;2208,02;2208,02;2208,02
20220801;22;2206,00;2206,00;2206,00
20220801;23;1170,60;1763,43;1763,43
20220801;24;772,89;1227,71;1227,71
20220802;1;672,63;1148,81;1148,81
20220802;2;603,69;1049,83;1049,83
20220802;3;600,91;1049,96;1049,96
20220802;4;597,51;1039,94;1039,94
20220802;5;600,91;1039,22;1039,22
20220802;6;600,91;1049,78;1049,78
20220802;7;833,83;1282,44;1282,44
20220802;8;900,89;1204,94;1204,94
20220802;9;928,67;1230,09;1230,09
20220802;10;785,93;785,93;785,93
20220802;11;600,91;600,91;600,91
20220802;12;559,79;559,79;559,79
20220802;13;560,79;560,79;560,79
20220802;14;567,97;567,97;567,97
20220802;15;560,79;560,79;560,79
20220802;16;600,91;600,91;600,91
20220802;17;800,89;800,89;800,89
20220802;18;800,89;800,89;800,89
20220802;19;1188,26;1589,91;1589,91
20220802;20;1637,71;2141,38;2141,38
20220802;21;1429,31;2099,68;2099,68
20220802;22;1622,44;2099,67;2099,67
20220802;23;1161,03;1697,63;1697,63
20220802;24;650,91;1279,57;1279,57
20220803;1;853,74;987,93;987,93
20220803;2;713,22;932,32;932,32
20220803;3;600,91;900,83;900,83
20220803;4;634,33;877,45;877,45
20220803;5;713,24;895,97;895,97
20220803;6;782,89;910,87;910,87
20220803;7;800,91;1231,85;1231,85
20220803;8;907,32;968,60;968,60
20220803;9;930,29;947,94;947,94
20220803;10;782,89;769,03;769,03
20220803;11;558,32;558,32;558,32
20220803;12;561,40;561,40;561,40
20220803;13;580,91;572,79;572,79
20220803;14;650,13;564,67;564,67
20220803;15;634,92;561,64;561,64
20220803;16;696,49;634,19;634,19
20220803;17;1095,05;1095,05;1095,05
20220803;18;983,56;1025,63;1025,63
20220803;19;1390,66;1390,66;1390,66
20220803;20;1624,00;1682,74;1682,74
20220803;21;1634,00;1682,92;1682,92
20220803;22;1644,00;1644,00;1644,00
20220803;23;1217,34;1249,97;1249,97
20220803;24;723,43;723,43;723,43
20220804;1;600,91;600,91;600,91
20220804;2;598,00;589,54;589,54
20220804;3;598,00;598,00;598,00
20220804;4;598,00;598,00;598,00
20220804;5;600,91;600,91;600,91
20220804;6;598,00;644,93;644,93
20220804;7;659,23;1027,82;1027,82
20220804;8;932,31;932,31;932,31
20220804;9;931,72;931,72;931,72
20220804;10;825,61;825,61;825,61
20220804;11;677,54;677,54;677,54
20220804;12;598,00;517,32;517,32
20220804;13;561,78;512,19;512,19
20220804;14;558,65;512,32;512,32
20220804;15;558,65;527,65;527,65
20220804;16;649,16;574,22;574,22
20220804;17;801,27;731,93;731,93
20220804;18;984,97;984,97;984,97
20220804;19;900,89;1253,11;1253,11
20220804;20;1377,00;1405,03;1405,03
20220804;21;1053,35;1053,35;1053,35
20220804;22;773,51;773,51;773,51
20220804;23;597,20;597,20;597,20
20220804;24;444,52;444,52;444,52
20220805;1;510,64;510,64;510,64
20220805;2;499,19;499,19;499,19
20220805;3;517,40;517,40;517,40
20220805;4;517,98;517,98;517,98
20220805;5;524,55;524,55;524,55
20220805;6;515,16;515,16;515,16
20220805;7;669,19;985,72;985,72
20220805;8;945,08;945,08;945,08
20220805;9;933,91;933,91;933,91
20220805;10;917,92;917,92;917,92
20220805;11;560,91;521,10;521,10
20220805;12;493,26;493,26;493,26
20220805;13;521,87;521,87;521,87
20220805;14;520,84;520,84;520,84
20220805;15;493,26;493,26;493,26
20220805;16;563,65;563,65;563,65
20220805;17;650,91;650,91;650,91
20220805;18;1005,15;1210,51;1210,51
20220805;19;1173,17;1308,22;1308,22
20220805;20;1403,79;1456,77;1456,77
20220805;21;1188,94;1409,27;1409,27
20220805;22;975,22;1303,60;1303,60
20220805;23;1042,67;1301,91;1301,91
20220805;24;660,17;945,33;945,33
20220806;1;1000,02;1000,02;1000,02
20220806;2;856,33;856,33;856,33
20220806;3;856,33;856,33;856,33
20220806;4;680,70;680,70;680,70
20220806;5;856,33;856,33;856,33
20220806;6;867,05;867,05;867,05
20220806;7;518,16;519,42;519,42
20220806;8;518,23;594,17;594,17
20220806;9;580,91;604,32;604,32
20220806;10;680,70;680,70;680,70
20220806;11;710,41;710,41;710,41
20220806;12;591,88;607,14;607,14
20220806;13;512,03;539,90;539,90
20220806;14;506,48;505,48;505,48
20220806;15;514,51;514,51;514,51
20220806;16;517,34;517,34;517,34
20220806;17;506,45;506,45;506,45
20220806;18;591,88;674,25;674,25
20220806;19;1076,50;1086,47;1086,47
20220806;20;1100,00;1298,85;1298,85
20220806;21;1215,55;1296,48;1296,48
20220806;22;1200,02;1203,13;1203,13
20220806;23;1100,02;1100,22;1100,22
20220806;24;729,68;729,68;729,68
20220807;1;801,00;801,00;801,00
20220807;2;684,13;684,13;684,13
20220807;3;796,00;796,00;796,00
20220807;4;884,03;884,03;884,03
20220807;5;884,11;884,11;884,11
20220807;6;932,03;932,03;932,03
20220807;7;715,26;715,26;715,26
20220807;8;600,33;600,33;600,33
20220807;9;523,40;523,40;523,40
20220807;10;523,36;523,36;523,36
20220807;11;511,30;511,30;511,30
20220807;12;488,02;488,02;488,02
20220807;13;486,46;486,46;486,46
20220807;14;470,87;470,87;470,87
20220807;15;468,24;400,12;400,12
20220807;16;472,19;414,95;414,95
20220807;17;507,96;458,92;458,92
20220807;18;741,90;741,90;741,90
20220807;19;776,70;954,01;954,01
20220807;20;1300,01;1302,81;1302,81
20220807;21;1468,00;1468,00;1468,00
20220807;22;1456,93;1462,74;1462,74
20220807;23;1300,00;1308,20;1308,20
20220807;24;835,81;977,11;977,11
20220808;1;781,63;821,85;821,85
20220808;2;615,45;714,55;714,55
20220808;3;781,63;781,63;781,63
20220808;4;734,96;764,25;764,25
20220808;5;667,52;715,10;715,10
20220808;6;734,96;829,31;829,31
20220808;7;853,24;1296,75;1296,75
20220808;8;928,37;1295,26;1295,26
20220808;9;962,59;1295,65;1295,65
20220808;10;808,70;808,70;808,70
20220808;11;720,50;720,50;720,50
20220808;12;1056,33;1056,33;1056,33
20220808;13;1104,00;1104,00;1104,00
20220808;14;900,79;1080,97;1080,97
20220808;15;848,88;1041,36;1041,36
20220808;16;960,31;960,31;960,31
20220808;17;1103,34;1270,35;1270,35
20220808;18;1002,77;1002,77;1002,77
20220808;19;1470,49;1470,49;1470,49
20220808;20;1545,76;1603,62;1603,62
20220808;21;1560,92;1633,01;1633,01
20220808;22;1545,76;1607,93;1607,93
20220808;23;1182,11;1672,46;1672,46
20220808;24;759,39;1149,83;1149,83
20220809;1;878,53;1145,11;1145,11
20220809;2;1096,83;1098,96;1098,96
20220809;3;1190,42;1190,42;1190,42
20220809;4;1104,00;1104,00;1104,00
20220809;5;1190,42;1190,42;1190,42
20220809;6;1190,42;1190,42;1190,42
20220809;7;1190,42;1355,90;1355,90
20220809;8;1609,77;1609,77;1609,77
20220809;9;1657,46;1657,46;1657,46
20220809;10;1190,42;1236,59;1236,59
20220809;11;939,84;1018,26;1018,26
20220809;12;1059,76;1059,76;1059,76
20220809;13;1073,72;1073,72;1073,72
20220809;14;1350,89;1350,89;1350,89
20220809;15;1544,72;1544,72;1544,72
20220809;16;1100,00;1100,00;1100,00
20220809;17;1050,05;1058,59;1058,59
20220809;18;1177,17;1308,93;1308,93
20220809;19;1561,78;1561,78;1561,78
20220809;20;1561,78;1562,50;1562,50
20220809;21;1677,00;1677,00;1677,00
20220809;22;1629,59;1629,59;1629,59
20220809;23;1185,61;1519,84;1519,84
20220809;24;800,91;1231,88;1231,88
20220810;1;800,91;1169,30;1169,30
20220810;2;762,56;1118,55;1118,55
20220810;3;800,91;1105,45;1105,45
20220810;4;826,74;1105,31;1105,31
20220810;5;834,99;1104,72;1104,72
20220810;6;834,99;1105,94;1105,94
20220810;7;892,63;1377,26;1377,26
20220810;8;933,67;1299,77;1299,77
20220810;9;967,84;1266,94;1266,94
20220810;10;833,93;1057,40;1057,40
20220810;11;761,14;761,14;761,14
20220810;12;734,51;734,51;734,51
20220810;13;918,52;918,52;918,52
20220810;14;954,32;954,98;954,98
20220810;15;750,89;750,89;750,89
20220810;16;918,92;918,92;918,92
20220810;17;721,89;721,89;721,89
20220810;18;750,89;750,89;750,89
20220810;19;920,86;920,86;920,86
20220810;20;1424,91;1605,51;1605,51
20220810;21;1234,38;1618,80;1618,80
20220810;22;1156,46;1156,46;1156,46
20220810;23;1018,09;1399,28;1399,28
20220810;24;750,91;1139,32;1139,32
20220811;1;834,75;1076,16;1076,16
20220811;2;733,07;946,91;946,91
20220811;3;826,51;962,01;962,01
20220811;4;849,25;971,54;971,54
20220811;5;948,89;983,16;983,16
20220811;6;997,01;1014,18;1014,18
20220811;7;579,28;1274,89;1274,89
20220811;8;826,51;1238,80;1238,80
20220811;9;826,53;1147,91;1147,91
20220811;10;630,91;1009,49;1009,49
20220811;11;657,56;739,76;739,76
20220811;12;700,89;700,89;700,89
20220811;13;715,18;715,18;715,18
20220811;14;724,27;724,27;724,27
20220811;15;733,07;770,42;770,42
20220811;16;826,54;967,91;967,91
20220811;17;826,51;1019,09;1019,09
20220811;18;1007,76;1206,15;1206,15
20220811;19;920,63;1449,18;1449,18
20220811;20;1363,75;1566,69;1566,69
20220811;21;1358,55;1600,96;1600,96
20220811;22;1045,40;1450,14;1450,14
20220811;23;850,91;1340,88;1340,88
20220811;24;586,73;1100,13;1100,13
20220812;1;730,89;975,06;975,06
20220812;2;790,85;905,91;905,91
20220812;3;856,33;873,13;873,13
20220812;4;827,63;855,23;855,23
20220812;5;832,19;832,19;832,19
20220812;6;960,00;965,97;965,97
20220812;7;663,55;1166,51;1166,51
20220812;8;1001,47;1157,51;1157,51
20220812;9;1017,17;1150,97;1150,97
20220812;10;939,42;939,42;939,42
20220812;11;755,89;755,89;755,89
20220812;12;755,89;742,18;742,18
20220812;13;755,89;735,31;735,31
20220812;14;755,89;735,09;735,09
20220812;15;734,61;734,61;734,61
20220812;16;640,91;640,91;640,91
20220812;17;980,00;980,00;980,00
20220812;18;1008,01;1008,01;1008,01
20220812;19;1127,10;1127,10;1127,10
20220812;20;1424,91;1425,93;1425,93
20220812;21;1279,55;1482,83;1482,83
20220812;22;1059,21;1386,44;1386,44
20220812;23;988,00;988,00;988,00
20220812;24;755,89;755,89;755,89
20220813;1;1379,49;1385,08;1385,08
20220813;2;1012,81;1246,54;1246,54
20220813;3;1153,21;1153,21;1153,21
20220813;4;1100,03;1100,03;1100,03
20220813;5;1146,34;1146,34;1146,34
20220813;6;1022,93;1022,93;1022,93
20220813;7;962,25;1070,15;1070,15
20220813;8;759,35;1303,32;1303,32
20220813;9;1362,67;1364,47;1364,47
20220813;10;1365,86;1371,38;1371,38
20220813;11;1183,00;1304,46;1304,46
