Data;Godzina;COR;CRO;CROs;CROz
20190901;1;-;277,80;277,80;277,80
20190901;2;-;275,91;275,91;275,91
20190901;3;-;277,80;277,80;277,80
20190901;4;-;270,91;270,91;270,91
20190901;5;-;265,91;265,91;265,91
20190901;6;-;270,91;270,91;270,91
20190901;7;-;243,00;243,00;243,00
20190901;8;-;243,00;243,00;243,00
20190901;9;-;283,20;283,20;283,20
20190901;10;-;283,50;283,50;283,50
20190901;11;-;280,91;280,91;280,91
20190901;12;-;283,20;283,20;283,20
20190901;13;-;283,50;283,50;283,50
20190901;14;-;283,20;283,20;283,20
20190901;15;-;283,17;283,17;283,17
20190901;16;-;274,15;274,15;274,15
20190901;17;-;283,50;283,50;283,50
20190901;18;-;283,50;283,50;283,50
20190901;19;-;283,50;283,50;283,50
20190901;20;-;283,50;283,50;283,50
20190901;21;-;265,91;265,91;265,91
20190901;22;-;77,24;77,24;77,24
20190901;23;-;243,00;243,00;243,00
20190901;24;-;160,00;160,00;160,00
20190902;1;-;205,06;205,06;205,06
20190902;2;-;211,28;211,28;211,28
20190902;3;-;226,91;226,91;226,91
20190902;4;-;211,40;211,40;211,40
20190902;5;-;211,28;211,28;211,28
20190902;6;-;226,00;226,00;226,00
20190902;7;-;283,80;283,80;283,80
20190902;8;30,76;319,18;319,18;319,18
20190902;9;36,81;320,37;320,37;320,37
20190902;10;34,91;320,37;320,37;320,37
20190902;11;36,46;320,36;320,36;320,36
20190902;12;38,19;299,37;299,37;299,37
20190902;13;35,54;299,37;299,37;299,37
20190902;14;34,52;288,72;288,72;288,72
20190902;15;32,39;288,72;288,72;288,72
20190902;16;32,52;288,72;288,72;288,72
20190902;17;30,30;299,37;299,37;299,37
20190902;18;30,81;299,37;299,37;299,37
20190902;19;28,75;288,72;288,72;288,72
20190902;20;29,98;299,37;299,37;299,37
20190902;21;32,18;299,37;299,37;299,37
20190902;22;26,05;288,71;288,71;288,71
20190902;23;-;211,52;211,52;211,52
20190902;24;-;211,28;211,28;211,28
20190903;1;-;211,24;211,24;211,24
20190903;2;-;230,91;230,91;230,91
20190903;3;-;234,18;234,18;234,18
20190903;4;-;234,30;234,30;234,30
20190903;5;-;230,91;230,91;230,91
20190903;6;-;217,80;217,80;217,80
20190903;7;-;280,99;280,99;280,99
20190903;8;30,55;288,72;288,72;288,72
20190903;9;37,50;288,72;288,72;288,72
20190903;10;37,41;288,72;288,72;288,72
20190903;11;37,30;288,71;288,71;288,71
20190903;12;37,30;244,31;244,31;244,31
20190903;13;36,20;288,72;288,72;288,72
20190903;14;35,04;288,72;288,72;288,72
20190903;15;30,68;288,71;288,71;288,71
20190903;16;30,63;244,43;244,43;244,43
20190903;17;30,04;288,71;288,71;288,71
20190903;18;27,95;244,31;244,31;244,31
20190903;19;27,11;288,72;288,72;288,72
20190903;20;30,17;299,37;299,37;299,37
20190903;21;30,84;288,72;288,72;288,72
20190903;22;25,08;211,12;211,12;211,12
20190903;23;-;230,91;230,91;230,91
20190903;24;-;211,00;211,00;211,00
20190904;1;-;211,61;211,61;211,61
20190904;2;-;218,10;218,10;218,10
20190904;3;-;218,10;218,10;218,10
20190904;4;-;234,59;234,59;234,59
20190904;5;-;218,10;218,10;218,10
20190904;6;-;211,61;211,61;211,61
20190904;7;-;244,28;244,28;244,28
20190904;8;31,05;244,64;244,64;244,64
20190904;9;36,13;288,76;288,76;288,76
20190904;10;39,90;288,76;288,76;288,76
20190904;11;39,58;288,76;288,76;288,76
20190904;12;40,02;288,76;288,76;288,76
20190904;13;41,01;299,37;299,37;299,37
20190904;14;39,94;288,76;288,76;288,76
20190904;15;34,11;288,76;288,76;288,76
20190904;16;34,78;288,76;288,76;288,76
20190904;17;34,44;288,76;288,76;288,76
20190904;18;32,13;288,76;288,76;288,76
20190904;19;30,60;288,76;288,76;288,76
20190904;20;36,18;288,76;288,76;288,76
20190904;21;35,17;264,38;264,38;264,38
20190904;22;24,05;211,13;211,13;211,13
20190904;23;-;205,52;205,52;205,52
20190904;24;-;211,37;211,37;211,37
20190905;1;-;205,78;205,78;205,78
20190905;2;-;205,90;205,90;205,90
20190905;3;-;205,78;205,78;205,78
20190905;4;-;205,90;205,90;205,90
20190905;5;-;206,02;206,02;206,02
20190905;6;-;212,70;212,70;212,70
20190905;7;-;239,56;239,56;239,56
20190905;8;31,22;244,25;244,25;244,25
20190905;9;36,82;286,91;286,91;286,91
20190905;10;36,46;286,91;286,91;286,91
20190905;11;36,25;286,90;286,90;286,90
20190905;12;35,81;286,90;286,90;286,90
20190905;13;35,13;286,91;286,91;286,91
20190905;14;35,97;286,91;286,91;286,91
20190905;15;31,20;286,91;286,91;286,91
20190905;16;30,90;286,90;286,90;286,90
20190905;17;29,63;244,25;244,25;244,25
20190905;18;28,26;228,45;228,45;228,45
20190905;19;28,14;205,90;205,90;205,90
20190905;20;34,56;244,25;244,25;244,25
20190905;21;33,10;244,25;244,25;244,25
20190905;22;24,90;233,41;233,41;233,41
20190905;23;-;228,57;228,57;228,57
20190905;24;-;227,91;227,91;227,91
20190906;1;-;205,98;205,98;205,98
20190906;2;-;205,86;205,86;205,86
20190906;3;-;205,86;205,86;205,86
20190906;4;-;205,86;205,86;205,86
20190906;5;-;205,86;205,86;205,86
20190906;6;-;206,10;206,10;206,10
