Data;Godzina;CRO;CROs;CROz
20220301;1;524,04;698,69;698,69
20220301;2;544,82;665,53;665,53
20220301;3;527,32;637,31;637,31
20220301;4;518,01;637,68;637,68
20220301;5;528,71;678,66;678,66
20220301;6;567,29;707,10;707,10
20220301;7;700,89;797,24;797,24
20220301;8;751,00;751,00;751,00
20220301;9;751,00;751,00;751,00
20220301;10;676,96;643,47;643,47
20220301;11;638,39;619,47;619,47
20220301;12;552,48;552,48;552,48
20220301;13;526,18;526,18;526,18
20220301;14;528,29;528,29;528,29
20220301;15;551,12;551,12;551,12
20220301;16;665,41;651,35;651,35
20220301;17;751,00;761,56;761,56
20220301;18;1034,00;1034,00;1034,00
20220301;19;1064,00;1064,00;1064,00
20220301;20;1084,00;1084,00;1084,00
20220301;21;974,32;974,32;974,32
20220301;22;710,89;710,89;710,89
20220301;23;653,07;720,01;720,01
20220301;24;539,02;625,16;625,16
20220302;1;560,94;665,47;665,47
20220302;2;545,90;629,46;629,46
20220302;3;527,75;615,55;615,55
20220302;4;513,71;624,78;624,78
20220302;5;523,28;654,41;654,41
20220302;6;579,73;693,95;693,95
20220302;7;824,00;824,00;824,00
20220302;8;869,95;869,95;869,95
20220302;9;825,45;825,45;825,45
20220302;10;685,39;685,39;685,39
20220302;11;670,89;670,89;670,89
20220302;12;670,89;670,89;670,89
20220302;13;597,99;597,99;597,99
20220302;14;673,01;673,01;673,01
20220302;15;670,89;670,89;670,89
20220302;16;685,39;685,39;685,39
20220302;17;820,00;820,00;820,00
20220302;18;1064,00;1064,00;1064,00
20220302;19;1104,00;1104,00;1104,00
20220302;20;1104,00;1104,00;1104,00
20220302;21;1062,38;1062,38;1062,38
20220302;22;685,39;708,73;708,73
20220302;23;673,01;737,10;737,10
20220302;24;546,07;681,76;681,76
20220303;1;529,65;686,61;686,61
20220303;2;555,73;656,11;656,11
20220303;3;548,98;643,37;643,37
20220303;4;514,88;649,41;649,41
20220303;5;511,49;665,46;665,46
20220303;6;514,91;745,79;745,79
20220303;7;709,94;848,11;848,11
20220303;8;965,00;965,00;965,00
20220303;9;965,00;965,00;965,00
20220303;10;965,00;965,00;965,00
20220303;11;736,07;736,07;736,07
20220303;12;729,31;729,31;729,31
20220303;13;709,94;709,94;709,94
20220303;14;703,84;703,84;703,84
20220303;15;691,09;691,09;691,09
20220303;16;716,40;716,40;716,40
20220303;17;965,00;965,00;965,00
20220303;18;956,67;956,67;956,67
20220303;19;965,00;965,00;965,00
20220303;20;1014,93;1014,93;1014,93
20220303;21;995,00;995,00;995,00
20220303;22;823,00;823,00;823,00
20220303;23;857,46;857,46;857,46
20220303;24;540,42;649,20;649,20
20220304;1;500,96;500,96;500,96
20220304;2;502,58;502,58;502,58
20220304;3;504,34;610,67;610,67
20220304;4;509,32;618,09;618,09
20220304;5;504,35;637,76;637,76
20220304;6;503,05;503,05;503,05
20220304;7;525,46;805,20;805,20
20220304;8;994,81;994,81;994,81
20220304;9;1069,00;1069,00;1069,00
20220304;10;1069,00;1069,00;1069,00
20220304;11;1059,00;1059,00;1059,00
20220304;12;1069,00;1069,00;1069,00
20220304;13;1059,00;1059,00;1059,00
20220304;14;1059,00;1059,00;1059,00
20220304;15;994,81;994,81;994,81
20220304;16;994,81;994,81;994,81
20220304;17;511,31;511,31;511,31
20220304;18;734,54;999,51;999,51
20220304;19;994,81;1013,44;1013,44
20220304;20;994,81;973,47;973,47
20220304;21;577,89;577,89;577,89
20220304;22;511,31;511,31;511,31
20220304;23;512,61;747,02;747,02
20220304;24;499,89;499,89;499,89
20220305;1;504,20;699,95;699,95
20220305;2;509,38;650,60;650,60
20220305;3;503,21;686,43;686,43
20220305;4;509,38;714,49;714,49
20220305;5;509,38;741,73;741,73
20220305;6;509,38;729,59;729,59
20220305;7;494,54;766,83;766,83
20220305;8;506,73;759,00;759,00
20220305;9;500,89;776,76;776,76
20220305;10;594,01;782,79;782,79
20220305;11;630,91;761,98;761,98
20220305;12;861,25;861,25;861,25
20220305;13;663,97;763,02;763,02
20220305;14;648,66;762,94;762,94
20220305;15;578,00;779,67;779,67
20220305;16;617,67;783,74;783,74
20220305;17;601,78;855,54;855,54
20220305;18;777,29;942,51;942,51
20220305;19;838,82;1034,21;1034,21
20220305;20;838,00;1004,67;1004,67
20220305;21;628,63;914,30;914,30
20220305;22;566,94;796,10;796,10
20220305;23;505,89;789,77;789,77
20220305;24;490,38;702,89;702,89
20220306;1;465,04;668,75;668,75
20220306;2;465,04;596,60;596,60
20220306;3;454,15;597,26;597,26
20220306;4;454,12;599,03;599,03
20220306;5;443,91;586,90;586,90
20220306;6;421,03;421,03;421,03
20220306;7;396,60;396,60;396,60
20220306;8;458,85;586,25;586,25
20220306;9;471,77;590,87;590,87
20220306;10;479,73;587,50;587,50
20220306;11;471,82;595,93;595,93
20220306;12;494,53;596,41;596,41
20220306;13;561,30;595,80;595,80
20220306;14;666,05;666,05;666,05
20220306;15;597,75;606,18;606,18
20220306;16;625,91;625,91;625,91
20220306;17;467,01;656,18;656,18
20220306;18;467,01;815,61;815,61
20220306;19;720,00;916,31;916,31
20220306;20;720,00;977,90;977,90
20220306;21;471,66;829,63;829,63
20220306;22;457,21;749,32;749,32
20220306;23;475,45;681,82;681,82
20220306;24;443,79;443,79;443,79
20220307;1;446,86;568,61;568,61
20220307;2;428,45;544,26;544,26
20220307;3;428,45;531,24;531,24
20220307;4;428,45;516,50;516,50
20220307;5;439,24;559,19;559,19
20220307;6;446,87;630,18;630,18
20220307;7;513,46;744,76;744,76
20220307;8;614,86;614,86;614,86
20220307;9;978,00;978,00;978,00
20220307;10;771,42;771,42;771,42
20220307;11;510,89;510,89;510,89
20220307;12;430,65;430,65;430,65
20220307;13;396,59;396,59;396,59
20220307;14;396,59;396,59;396,59
20220307;15;421,48;421,48;421,48
20220307;16;460,05;460,05;460,05
20220307;17;746,10;746,10;746,10
20220307;18;988,00;988,00;988,00
20220307;19;1028,00;1028,00;1028,00
20220307;20;1008,00;1008,00;1008,00
20220307;21;821,00;821,00;821,00
20220307;22;510,89;510,89;510,89
20220307;23;500,89;745,36;745,36
20220307;24;456,27;650,63;650,63
20220308;1;480,71;746,72;746,72
20220308;2;496,03;724,22;724,22
20220308;3;462,13;721,38;721,38
20220308;4;479,76;734,65;734,65
20220308;5;500,17;790,40;790,40
20220308;6;484,16;762,35;762,35
20220308;7;512,94;930,64;930,64
20220308;8;820,00;940,28;940,28
20220308;9;1040,37;1040,37;1040,37
20220308;10;489,31;918,26;918,26
20220308;11;489,30;731,84;731,84
20220308;12;483,12;483,12;483,12
20220308;13;464,00;464,00;464,00
20220308;14;440,89;440,89;440,89
20220308;15;421,12;421,12;421,12
20220308;16;476,86;476,86;476,86
20220308;17;786,54;786,54;786,54
20220308;18;915,00;1366,93;1366,93
20220308;19;1155,38;1486,76;1486,76
20220308;20;947,00;1446,65;1446,65
20220308;21;820,00;820,00;820,00
20220308;22;476,87;476,87;476,87
20220308;23;485,33;828,53;828,53
20220308;24;461,31;762,74;762,74
20220309;1;810,20;810,20;810,20
20220309;2;518,49;696,08;696,08
20220309;3;514,89;677,69;677,69
20220309;4;733,92;733,92;733,92
20220309;5;818,34;818,34;818,34
20220309;6;550,91;741,64;741,64
20220309;7;580,91;898,21;898,21
20220309;8;981,39;981,39;981,39
20220309;9;1078,21;1078,21;1078,21
20220309;10;957,58;957,58;957,58
20220309;11;739,50;739,50;739,50
20220309;12;505,89;505,89;505,89
20220309;13;660,23;660,23;660,23
20220309;14;677,75;677,75;677,75
20220309;15;602,80;602,80;602,80
20220309;16;677,88;675,95;675,95
20220309;17;820,00;820,00;820,00
20220309;18;815,00;815,00;815,00
20220309;19;821,00;821,00;821,00
20220309;20;1491,00;1492,22;1492,22
20220309;21;690,40;690,40;690,40
20220309;22;482,53;482,53;482,53
20220309;23;442,76;442,76;442,76
20220309;24;429,91;429,91;429,91
20220310;1;418,71;418,71;418,71
20220310;2;421,22;421,22;421,22
20220310;3;438,41;438,41;438,41
20220310;4;450,96;670,50;670,50
20220310;5;453,99;665,05;665,05
20220310;6;437,04;437,04;437,04
20220310;7;482,01;482,01;482,01
20220310;8;421,21;421,21;421,21
20220310;9;421,21;421,21;421,21
20220310;10;418,70;418,70;418,70
20220310;11;383,34;383,34;383,34
20220310;12;395,83;395,83;395,83
20220310;13;418,70;418,70;418,70
20220310;14;372,32;372,32;372,32
20220310;15;421,21;421,21;421,21
20220310;16;516,26;516,26;516,26
20220310;17;781,69;781,69;781,69
20220310;18;1059,00;1059,00;1059,00
20220310;19;1049,00;1097,22;1097,22
20220310;20;989,72;989,72;989,72
20220310;21;700,89;700,89;700,89
20220310;22;456,79;456,79;456,79
20220310;23;474,63;695,97;695,97
20220310;24;421,22;601,27;601,27
20220311;1;426,72;426,72;426,72
20220311;2;430,56;430,56;430,56
20220311;3;430,65;430,65;430,65
20220311;4;430,56;430,56;430,56
20220311;5;417,10;417,10;417,10
20220311;6;441,77;441,77;441,77
20220311;7;501,91;501,91;501,91
20220311;8;475,02;475,02;475,02
20220311;9;520,41;520,41;520,41
20220311;10;450,91;450,91;450,91
20220311;11;440,48;399,73;399,73
20220311;12;414,63;387,27;387,27
20220311;13;414,63;387,80;387,80
20220311;14;414,63;400,07;400,07
20220311;15;432,28;415,37;415,37
20220311;16;483,82;483,82;483,82
20220311;17;607,39;583,49;583,49
20220311;18;872,56;872,56;872,56
20220311;19;933,00;937,00;937,00
20220311;20;933,00;933,00;933,00
20220311;21;796,56;693,32;693,32
20220311;22;483,82;483,82;483,82
20220311;23;447,94;447,94;447,94
20220311;24;417,15;417,15;417,15
20220312;1;442,02;442,02;442,02
20220312;2;438,72;438,72;438,72
20220312;3;438,72;432,23;432,23
20220312;4;434,04;434,04;434,04
20220312;5;443,88;443,88;443,88
20220312;6;442,16;442,16;442,16
20220312;7;443,98;443,98;443,98
20220312;8;449,49;449,49;449,49
20220312;9;658,82;579,16;579,16
20220312;10;544,34;544,34;544,34
20220312;11;468,16;468,16;468,16
20220312;12;440,24;440,24;440,24
20220312;13;345,11;345,11;345,11
20220312;14;403,35;403,35;403,35
20220312;15;400,29;400,29;400,29
20220312;16;510,89;510,89;510,89
20220312;17;798,96;773,89;773,89
20220312;18;1014,00;1014,00;1014,00
20220312;19;1054,00;1068,93;1068,93
20220312;20;1044,93;1044,93;1044,93
20220312;21;954,93;954,93;954,93
20220312;22;760,89;760,89;760,89
20220312;23;527,27;527,27;527,27
20220312;24;418,71;548,00;548,00
20220313;1;404,28;404,28;404,28
20220313;2;362,39;362,39;362,39
20220313;3;354,60;354,60;354,60
20220313;4;353,60;353,60;353,60
20220313;5;359,57;359,57;359,57
20220313;6;363,22;363,22;363,22
20220313;7;392,97;392,97;392,97
20220313;8;393,00;393,00;393,00
20220313;9;392,97;391,45;391,45
20220313;10;413,93;413,93;413,93
20220313;11;352,48;352,48;352,48
20220313;12;334,12;334,12;334,12
20220313;13;257,29;257,29;257,29
20220313;14;266,82;266,82;266,82
20220313;15;266,70;266,70;266,70
20220313;16;334,66;334,66;334,66
20220313;17;357,60;357,60;357,60
20220313;18;434,00;434,00;434,00
20220313;19;428,52;428,52;428,52
20220313;20;360,85;360,85;360,85
20220313;21;349,54;349,54;349,54
20220313;22;350,49;350,49;350,49
20220313;23;349,19;349,19;349,19
20220313;24;343,21;343,21;343,21
20220314;1;358,07;358,07;358,07
20220314;2;358,21;358,21;358,21
20220314;3;361,43;361,43;361,43
20220314;4;356,07;356,07;356,07
20220314;5;358,07;358,07;358,07
20220314;6;411,49;411,49;411,49
20220314;7;459,59;459,59;459,59
20220314;8;424,21;424,21;424,21
20220314;9;537,46;537,46;537,46
20220314;10;505,22;505,22;505,22
20220314;11;492,47;594,97;594,97
20220314;12;486,43;486,43;486,43
20220314;13;420,36;420,36;420,36
20220314;14;413,46;413,46;413,46
20220314;15;450,28;450,28;450,28
20220314;16;480,09;480,09;480,09
20220314;17;515,09;515,09;515,09
20220314;18;717,99;1360,51;1360,51
20220314;19;1160,89;1598,84;1598,84
20220314;20;931,81;1546,46;1546,46
20220314;21;625,58;625,58;625,58
20220314;22;420,36;420,36;420,36
20220314;23;476,49;476,49;476,49
20220314;24;438,08;654,29;654,29
20220315;1;472,23;625,57;625,57
20220315;2;443,37;443,37;443,37
20220315;3;475,86;475,86;475,86
20220315;4;475,38;475,38;475,38
20220315;5;500,91;720,31;720,31
20220315;6;498,01;498,01;498,01
20220315;7;538,90;538,90;538,90
20220315;8;477,29;477,29;477,29
20220315;9;477,28;477,28;477,28
20220315;10;528,00;528,00;528,00
20220315;11;505,35;505,35;505,35
20220315;12;461,50;461,50;461,50
20220315;13;461,74;461,74;461,74
20220315;14;515,77;515,77;515,77
20220315;15;515,77;515,77;515,77
20220315;16;575,89;818,03;818,03
20220315;17;941,00;941,00;941,00
20220315;18;776,00;776,00;776,00
20220315;19;743,00;743,00;743,00
20220315;20;790,00;790,00;790,00
20220315;21;731,50;731,50;731,50
20220315;22;580,89;580,89;580,89
20220315;23;519,39;519,39;519,39
20220315;24;549,38;701,82;701,82
20220316;1;538,86;686,61;686,61
20220316;2;537,39;537,39;537,39
20220316;3;534,12;534,12;534,12
20220316;4;522,11;522,11;522,11
20220316;5;541,89;541,89;541,89
20220316;6;541,90;715,60;715,60
20220316;7;565,89;797,12;797,12
20220316;8;699,36;699,36;699,36
20220316;9;780,13;876,85;876,85
20220316;10;780,13;780,13;780,13
20220316;11;713,21;713,21;713,21
20220316;12;550,89;550,89;550,89
20220316;13;550,89;550,89;550,89
20220316;14;550,89;550,89;550,89
20220316;15;541,90;541,90;541,90
20220316;16;550,89;550,89;550,89
20220316;17;685,20;685,20;685,20
20220316;18;768,21;768,21;768,21
20220316;19;780,13;780,13;780,13
20220316;20;780,13;1258,83;1258,83
20220316;21;749,43;749,43;749,43
20220316;22;564,88;670,73;670,73
20220316;23;550,89;691,84;691,84
20220316;24;541,89;616,90;616,90
20220317;1;474,41;618,81;618,81
20220317;2;460,84;594,21;594,21
20220317;3;460,87;586,32;586,32
20220317;4;460,84;589,12;589,12
20220317;5;460,80;591,45;591,45
20220317;6;462,02;629,05;629,05
20220317;7;522,13;694,96;694,96
20220317;8;545,35;689,09;689,09
20220317;9;574,29;700,10;700,10
20220317;10;670,89;670,89;670,89
20220317;11;534,66;543,25;543,25
20220317;12;493,02;493,02;493,02
20220317;13;493,54;493,54;493,54
20220317;14;534,68;534,68;534,68
20220317;15;534,68;534,68;534,68
20220317;16;655,20;655,20;655,20
20220317;17;635,35;635,35;635,35
