Data;Godzina;COR;CRO;CROs;CROz
20191201;1;-;207,25;207,25;207,25
20191201;2;-;207,25;207,25;207,25
20191201;3;-;207,25;207,25;207,25
20191201;4;-;207,25;207,25;207,25
20191201;5;-;207,25;207,25;207,25
20191201;6;-;207,25;207,25;207,25
20191201;7;-;207,25;207,25;207,25
20191201;8;-;160,00;160,00;160,00
20191201;9;-;205,91;205,91;205,91
20191201;10;-;207,25;207,25;207,25
20191201;11;-;207,25;207,25;207,25
20191201;12;-;207,25;207,25;207,25
20191201;13;-;218,52;218,52;218,52
20191201;14;-;222,90;222,90;222,90
20191201;15;-;222,90;222,90;222,90
20191201;16;-;212,49;212,49;212,49
20191201;17;-;225,93;225,93;225,93
20191201;18;-;220,85;220,85;220,85
20191201;19;-;212,49;212,49;212,49
20191201;20;-;212,49;212,49;212,49
20191201;21;-;207,25;207,25;207,25
20191201;22;-;207,25;207,25;207,25
20191201;23;-;207,25;207,25;207,25
20191201;24;-;207,25;207,25;207,25
20191202;1;-;180,00;180,00;180,00
20191202;2;-;180,00;180,00;180,00
20191202;3;-;180,00;180,00;180,00
20191202;4;-;180,00;180,00;180,00
20191202;5;-;180,00;180,00;180,00
20191202;6;-;207,58;207,58;207,58
20191202;7;-;226,33;226,33;226,33
20191202;8;29,16;226,33;226,33;226,33
20191202;9;31,75;238,51;238,51;238,51
20191202;10;30,26;246,93;246,93;246,93
20191202;11;27,98;246,93;246,93;246,93
20191202;12;28,97;299,37;299,37;299,37
20191202;13;29,67;299,37;299,37;299,37
20191202;14;29,41;269,84;269,84;269,84
20191202;15;26,83;246,93;246,93;246,93
20191202;16;27,96;246,93;246,93;246,93
20191202;17;32,91;299,37;299,37;299,37
20191202;18;31,00;246,93;246,93;246,93
20191202;19;28,70;246,93;246,93;246,93
20191202;20;27,20;269,00;269,00;269,00
20191202;21;24,48;246,93;246,93;246,93
20191202;22;20,11;226,33;226,33;226,33
20191202;23;-;223,97;223,97;223,97
20191202;24;-;223,90;223,90;223,90
20191203;1;-;191,39;191,39;191,39
20191203;2;-;191,39;191,39;191,39
20191203;3;-;191,15;191,15;191,15
20191203;4;-;191,15;191,15;191,15
20191203;5;-;191,10;191,10;191,10
20191203;6;-;204,25;204,25;204,25
20191203;7;-;240,52;240,52;240,52
20191203;8;39,99;291,09;291,09;291,09
20191203;9;43,73;313,30;313,30;313,30
20191203;10;43,73;313,30;313,30;313,30
20191203;11;36,78;249,39;249,39;249,39
20191203;12;36,54;245,00;245,00;245,00
20191203;13;37,12;247,22;247,22;247,22
20191203;14;36,70;247,22;247,22;247,22
20191203;15;34,05;240,00;240,00;240,00
20191203;16;36,01;241,65;241,65;241,65
20191203;17;39,68;247,09;247,09;247,09
20191203;18;35,21;288,96;288,96;288,96
20191203;19;30,68;237,96;237,96;237,96
20191203;20;28,03;238,08;238,08;238,08
20191203;21;23,94;226,09;226,09;226,09
20191203;22;23,13;236,85;236,85;236,85
20191203;23;-;209,58;209,58;209,58
20191203;24;-;196,08;196,08;196,08
20191204;1;-;199,71;199,71;199,71
20191204;2;-;199,36;199,36;199,36
20191204;3;-;197,22;197,22;197,22
20191204;4;-;197,22;197,22;197,22
20191204;5;-;202,14;202,14;202,14
20191204;6;-;205,41;205,41;205,41
20191204;7;-;232,82;232,82;232,82
20191204;8;37,14;239,57;239,57;239,57
20191204;9;40,55;241,65;241,65;241,65
20191204;10;38,98;250,15;250,15;250,15
20191204;11;32,81;239,57;239,57;239,57
20191204;12;34,14;239,57;239,57;239,57
20191204;13;36,56;240,00;240,00;240,00
20191204;14;40,87;250,95;250,95;250,95
20191204;15;40,94;241,65;241,65;241,65
20191204;16;41,63;250,95;250,95;250,95
20191204;17;42,48;288,99;288,99;288,99
20191204;18;43,12;276,55;276,55;276,55
20191204;19;37,17;243,35;243,35;243,35
20191204;20;32,24;248,91;248,91;248,91
20191204;21;26,18;226,11;226,11;226,11
20191204;22;21,44;218,85;218,85;218,85
20191204;23;-;218,15;218,15;218,15
20191204;24;-;207,41;207,41;207,41
20191205;1;-;180,00;180,00;180,00
20191205;2;-;180,00;180,00;180,00
20191205;3;-;180,00;180,00;180,00
20191205;4;-;180,00;180,00;180,00
20191205;5;-;180,00;180,00;180,00
20191205;6;-;194,49;194,49;194,49
20191205;7;-;237,09;237,09;237,09
20191205;8;29,82;271,90;271,90;271,90
20191205;9;34,56;287,00;287,00;287,00
20191205;10;35,73;295,10;295,10;295,10
20191205;11;33,65;287,38;287,38;287,38
20191205;12;35,00;295,35;295,35;295,35
20191205;13;35,72;289,80;289,80;289,80
20191205;14;37,15;295,60;295,60;295,60
20191205;15;35,79;283,87;283,87;283,87
20191205;16;32,72;283,87;283,87;283,87
20191205;17;40,32;283,87;283,87;283,87
20191205;18;36,43;243,35;243,35;243,35
20191205;19;29,90;224,50;224,50;224,50
20191205;20;27,06;234,36;234,36;234,36
20191205;21;24,27;224,50;224,50;224,50
20191205;22;20,37;206,07;206,07;206,07
20191205;23;-;222,21;222,21;222,21
20191205;24;-;222,22;222,22;222,22
20191206;1;-;205,49;205,49;205,49
20191206;2;-;180,00;180,00;180,00
