Data;Godzina;COR;CRO;CROs;CROz
20200901;1;-;248,07;248,07;248,07
20200901;2;-;237,37;237,37;237,37
20200901;3;-;248,03;248,03;248,03
20200901;4;-;248,05;248,05;248,05
20200901;5;-;248,02;248,02;248,02
20200901;6;-;249,66;249,66;249,66
20200901;7;-;274,54;274,54;274,54
20200901;8;44,24;369,71;369,71;369,71
20200901;9;44,24;512,25;512,25;512,25
20200901;10;44,24;335,66;335,66;335,66
20200901;11;42,19;274,54;274,54;274,54
20200901;12;42,30;332,82;332,82;332,82
20200901;13;44,24;359,71;359,71;359,71
20200901;14;35,92;257,80;257,80;257,80
20200901;15;31,63;234,17;234,17;234,17
20200901;16;30,57;137,88;137,88;137,88
20200901;17;29,47;231,83;231,83;231,83
20200901;18;32,45;137,89;137,89;137,89
20200901;19;36,60;247,95;247,95;247,95
20200901;20;44,24;289,24;289,24;289,24
20200901;21;42,52;295,28;295,28;295,28
20200901;22;31,89;268,43;268,43;268,43
20200901;23;-;252,37;252,37;252,37
20200901;24;-;248,01;248,01;248,01
20200902;1;-;201,86;201,86;201,86
20200902;2;-;138,01;138,01;138,01
20200902;3;-;177,48;177,48;177,48
20200902;4;-;173,71;173,71;173,71
20200902;5;-;192,21;192,21;192,21
20200902;6;-;201,86;201,86;201,86
20200902;7;-;254,04;254,04;254,04
20200902;8;44,17;328,67;328,67;328,67
20200902;9;44,24;331,47;331,47;331,47
20200902;10;44,24;331,44;331,44;331,44
20200902;11;37,78;277,02;277,02;277,02
20200902;12;37,64;260,48;260,48;260,48
20200902;13;39,23;249,14;249,14;249,14
20200902;14;37,21;197,84;197,84;197,84
20200902;15;33,27;138,01;138,01;138,01
20200902;16;31,87;138,00;138,00;138,00
20200902;17;31,00;260,48;260,48;260,48
20200902;18;34,36;328,67;328,67;328,67
20200902;19;37,17;197,84;197,84;197,84
20200902;20;44,11;328,67;328,67;328,67
20200902;21;44,24;328,67;328,67;328,67
20200902;22;32,76;277,30;277,30;277,30
20200902;23;-;138,01;138,01;138,01
20200902;24;-;138,00;138,00;138,00
20200903;1;-;111,00;111,00;111,00
20200903;2;-;137,53;137,53;137,53
20200903;3;-;137,53;137,53;137,53
20200903;4;-;137,53;137,53;137,53
20200903;5;-;137,53;137,53;137,53
20200903;6;-;137,53;137,53;137,53
20200903;7;-;244,22;244,22;244,22
20200903;8;31,99;137,53;137,53;137,53
20200903;9;32,92;262,93;262,93;262,93
20200903;10;30,61;137,54;137,54;137,54
20200903;11;24,84;98,93;98,93;98,93
20200903;12;26,61;98,71;98,71;98,71
20200903;13;27,68;111,00;111,00;111,00
20200903;14;24,76;98,78;98,78;98,78
20200903;15;21,12;137,53;137,53;137,53
20200903;16;24,89;230,00;230,00;230,00
20200903;17;25,86;329,22;329,22;329,22
20200903;18;27,63;329,25;329,25;329,25
20200903;19;30,82;334,00;334,00;334,00
20200903;20;35,06;366,20;366,20;366,20
20200903;21;37,09;366,20;366,20;366,20
20200903;22;25,24;291,67;291,67;291,67
20200903;23;-;250,65;250,65;250,65
20200903;24;-;137,53;137,53;137,53
20200904;1;-;136,11;136,11;136,11
20200904;2;-;180,84;180,84;180,84
20200904;3;-;199,48;199,48;199,48
20200904;4;-;199,48;199,48;199,48
20200904;5;-;201,18;201,18;201,18
20200904;6;-;210,32;210,32;210,32
20200904;7;-;250,23;250,23;250,23
20200904;8;25,42;285,05;285,05;285,05
20200904;9;27,65;319,68;319,68;319,68
20200904;10;27,15;319,68;319,68;319,68
20200904;11;27,14;285,01;285,01;285,01
20200904;12;27,93;289,31;289,31;289,31
20200904;13;27,04;286,46;286,46;286,46
20200904;14;28,25;290,39;290,39;290,39
20200904;15;29,13;292,91;292,91;292,91
20200904;16;29,61;325,98;325,98;325,98
20200904;17;30,98;329,25;329,25;329,25
20200904;18;31,50;329,25;329,25;329,25
20200904;19;32,21;329,22;329,22;329,22
20200904;20;40,55;333,00;333,00;333,00
20200904;21;44,24;333,00;333,00;333,00
20200904;22;31,50;329,25;329,25;329,25
20200904;23;-;264,06;264,06;264,06
20200904;24;-;247,63;247,63;247,63
20200905;1;-;251,34;251,34;251,34
20200905;2;-;251,29;251,29;251,29
20200905;3;-;243,21;243,21;243,21
20200905;4;-;243,21;243,21;243,21
20200905;5;-;243,04;243,04;243,04
20200905;6;-;243,00;243,00;243,00
20200905;7;-;243,21;243,21;243,21
20200905;8;-;243,02;243,02;243,02
20200905;9;-;251,35;251,35;251,35
20200905;10;-;286,36;286,36;286,36
20200905;11;-;286,39;286,39;286,39
20200905;12;-;286,39;286,39;286,39
20200905;13;-;286,36;286,36;286,36
20200905;14;-;251,35;251,35;251,35
20200905;15;-;251,33;251,33;251,33
20200905;16;-;251,36;251,36;251,36
20200905;17;-;251,29;251,29;251,29
20200905;18;-;251,35;251,35;251,35
20200905;19;-;243,21;243,21;243,21
20200905;20;-;251,36;251,36;251,36
20200905;21;-;251,36;251,36;251,36
20200905;22;-;242,97;242,97;242,97
20200905;23;-;200,73;200,73;200,73
20200905;24;-;167,30;167,30;167,30
20200906;1;-;185,70;185,70;185,70
20200906;2;-;175,35;175,35;175,35
20200906;3;-;176,05;176,05;176,05
20200906;4;-;172,50;172,50;172,50
20200906;5;-;173,10;173,10;173,10
20200906;6;-;151,00;151,00;151,00
20200906;7;-;137,84;137,84;137,84
20200906;8;-;137,85;137,85;137,85
20200906;9;-;194,72;194,72;194,72
20200906;10;-;137,85;137,85;137,85
20200906;11;-;137,84;137,84;137,84
20200906;12;-;137,84;137,84;137,84
20200906;13;-;194,72;194,72;194,72
20200906;14;-;137,84;137,84;137,84
20200906;15;-;137,85;137,85;137,85
20200906;16;-;194,72;194,72;194,72
20200906;17;-;137,84;137,84;137,84
20200906;18;-;137,84;137,84;137,84
20200906;19;-;137,84;137,84;137,84
20200906;20;-;194,72;194,72;194,72
20200906;21;-;194,72;194,72;194,72
20200906;22;-;137,84;137,84;137,84
20200906;23;-;137,84;137,84;137,84
20200906;24;-;181,00;181,00;181,00
20200907;1;-;136,08;136,08;136,08
20200907;2;-;136,07;136,07;136,07
20200907;3;-;136,07;136,07;136,07
20200907;4;-;136,07;136,07;136,07
20200907;5;-;136,07;136,07;136,07
20200907;6;-;142,71;142,71;142,71
