Data;Godzina;COR;CRO;CROs;CROz
20200501;1;-;179,00;179,00;179,00
20200501;2;-;180,00;180,00;180,00
20200501;3;-;172,95;172,95;172,95
20200501;4;-;145,69;145,69;145,69
20200501;5;-;145,69;145,69;145,69
20200501;6;-;145,69;145,69;145,69
20200501;7;-;145,69;145,69;145,69
20200501;8;-;160,06;160,06;160,06
20200501;9;-;160,06;160,06;160,06
20200501;10;-;172,95;172,95;172,95
20200501;11;-;179,00;179,00;179,00
20200501;12;-;180,24;180,24;180,24
20200501;13;-;215,45;215,45;215,45
20200501;14;-;218,23;218,23;218,23
20200501;15;-;215,46;215,46;215,46
20200501;16;-;180,24;180,24;180,24
20200501;17;-;180,00;180,00;180,00
20200501;18;-;180,00;180,00;180,00
20200501;19;-;180,24;180,24;180,24
20200501;20;-;180,24;180,24;180,24
20200501;21;-;180,12;180,12;180,12
20200501;22;-;160,06;160,06;160,06
20200501;23;-;160,06;160,06;160,06
20200501;24;-;179,00;179,00;179,00
20200502;1;-;145,69;145,69;145,69
20200502;2;-;145,69;145,69;145,69
20200502;3;-;160,06;160,06;160,06
20200502;4;-;145,70;145,70;145,70
20200502;5;-;160,06;160,06;160,06
20200502;6;-;145,69;145,69;145,69
20200502;7;-;145,69;145,69;145,69
20200502;8;-;145,69;145,69;145,69
20200502;9;-;145,69;145,69;145,69
20200502;10;-;77,24;77,24;77,24
20200502;11;-;145,69;145,69;145,69
20200502;12;-;145,69;145,69;145,69
20200502;13;-;145,70;145,70;145,70
20200502;14;-;160,06;160,06;160,06
20200502;15;-;160,06;160,06;160,06
20200502;16;-;145,69;145,69;145,69
20200502;17;-;145,69;145,69;145,69
20200502;18;-;145,69;145,69;145,69
20200502;19;-;160,07;160,07;160,07
20200502;20;-;177,25;177,25;177,25
20200502;21;-;178,00;178,00;178,00
20200502;22;-;160,06;160,06;160,06
20200502;23;-;145,70;145,70;145,70
20200502;24;-;160,06;160,06;160,06
20200503;1;-;144,70;144,70;144,70
20200503;2;-;144,70;144,70;144,70
20200503;3;-;144,70;144,70;144,70
20200503;4;-;75,00;75,00;75,00
20200503;5;-;73,32;73,32;73,32
20200503;6;-;72,84;72,84;72,84
20200503;7;-;72,96;72,96;72,96
20200503;8;-;144,70;144,70;144,70
20200503;9;-;144,70;144,70;144,70
20200503;10;-;158,86;158,86;158,86
20200503;11;-;158,86;158,86;158,86
20200503;12;-;144,71;144,71;144,71
20200503;13;-;158,86;158,86;158,86
20200503;14;-;144,70;144,70;144,70
20200503;15;-;158,86;158,86;158,86
20200503;16;-;144,70;144,70;144,70
20200503;17;-;144,71;144,71;144,71
20200503;18;-;158,86;158,86;158,86
20200503;19;-;158,86;158,86;158,86
20200503;20;-;158,86;158,86;158,86
20200503;21;-;158,86;158,86;158,86
20200503;22;-;158,86;158,86;158,86
20200503;23;-;158,86;158,86;158,86
20200503;24;-;158,86;158,86;158,86
20200504;1;-;143,79;143,79;143,79
20200504;2;-;143,79;143,79;143,79
20200504;3;-;143,79;143,79;143,79
20200504;4;-;143,80;143,80;143,80
20200504;5;-;143,79;143,79;143,79
20200504;6;-;143,79;143,79;143,79
20200504;7;-;143,80;143,80;143,80
20200504;8;27,14;157,77;157,77;157,77
20200504;9;33,85;172,78;172,78;172,78
20200504;10;38,98;157,78;157,78;157,78
20200504;11;39,17;172,66;172,66;172,66
20200504;12;40,48;157,78;157,78;157,78
20200504;13;36,74;172,66;172,66;172,66
