Data;Godzina;COR;CRO;CROs;CROz
20180301;1;-;168,78;168,78;168,78
20180301;2;-;168,78;168,78;168,78
20180301;3;-;172,58;172,58;172,58
20180301;4;-;175,74;175,74;175,74
20180301;5;-;176,38;176,38;176,38
20180301;6;-;175,74;175,74;175,74
20180301;7;-;210,10;210,10;210,10
20180301;8;42,58;252,71;252,71;252,71
20180301;9;42,58;1043,78;1043,78;1043,78
20180301;10;42,58;1044,65;1044,65;1044,65
20180301;11;42,58;952,89;952,89;952,89
20180301;12;42,58;304,38;304,38;304,38
20180301;13;42,58;259,48;259,48;259,48
20180301;14;42,58;304,38;304,38;304,38
20180301;15;42,58;259,48;259,48;259,48
20180301;16;42,58;259,48;259,48;259,48
20180301;17;42,58;304,38;304,38;304,38
20180301;18;42,58;546,07;546,07;546,07
20180301;19;42,58;780,91;780,91;780,91
20180301;20;42,58;234,35;234,35;234,35
20180301;21;42,58;299,68;299,68;299,68
20180301;22;42,58;259,48;259,48;259,48
20180301;23;-;216,93;216,93;216,93
20180301;24;-;212,79;212,79;212,79
20180302;1;-;200,36;200,36;200,36
20180302;2;-;190,99;190,99;190,99
20180302;3;-;190,36;190,36;190,36
20180302;4;-;184,99;184,99;184,99
20180302;5;-;176,40;176,40;176,40
20180302;6;-;178,38;178,38;178,38
20180302;7;-;169,89;169,89;169,89
20180302;8;42,58;234,35;234,35;234,35
20180302;9;42,58;400,00;400,00;400,00
20180302;10;42,58;400,00;400,00;400,00
20180302;11;42,58;400,00;400,00;400,00
20180302;12;42,58;400,00;400,00;400,00
20180302;13;42,58;293,52;293,52;293,52
20180302;14;42,58;240,91;240,91;240,91
20180302;15;42,58;291,02;291,02;291,02
20180302;16;42,58;234,35;234,35;234,35
20180302;17;42,58;234,35;234,35;234,35
20180302;18;42,58;234,35;234,35;234,35
20180302;19;42,58;400,00;400,00;400,00
20180302;20;42,58;386,30;386,30;386,30
20180302;21;42,58;234,35;234,35;234,35
20180302;22;34,47;234,35;234,35;234,35
20180302;23;-;196,93;196,93;196,93
20180302;24;-;182,20;182,20;182,20
20180303;1;-;144,89;144,89;144,89
20180303;2;-;143,89;143,89;143,89
