Data;Godzina;COR;CRO;CROs;CROz
20191001;1;-;199,43;199,43;199,43
20191001;2;-;199,31;199,31;199,31
20191001;3;-;199,31;199,31;199,31
20191001;4;-;200,03;200,03;200,03
20191001;5;-;200,27;200,27;200,27
20191001;6;-;200,39;200,39;200,39
20191001;7;-;215,31;215,31;215,31
20191001;8;23,45;215,31;215,31;215,31
20191001;9;24,23;222,43;222,43;222,43
20191001;10;24,25;222,43;222,43;222,43
20191001;11;24,01;215,31;215,31;215,31
20191001;12;24,20;215,31;215,31;215,31
20191001;13;24,00;222,43;222,43;222,43
20191001;14;24,40;222,43;222,43;222,43
20191001;15;23,06;215,31;215,31;215,31
20191001;16;23,33;215,31;215,31;215,31
20191001;17;22,63;207,18;207,18;207,18
20191001;18;22,13;215,31;215,31;215,31
20191001;19;22,26;222,43;222,43;222,43
20191001;20;24,17;224,76;224,76;224,76
20191001;21;22,53;215,31;215,31;215,31
20191001;22;18,21;200,75;200,75;200,75
20191001;23;-;206,82;206,82;206,82
20191001;24;-;200,15;200,15;200,15
20191002;1;-;184,30;184,30;184,30
20191002;2;-;193,02;193,02;193,02
20191002;3;-;191,69;191,69;191,69
20191002;4;-;190,78;190,78;190,78
20191002;5;-;195,00;195,00;195,00
20191002;6;-;195,00;195,00;195,00
20191002;7;-;231,65;231,65;231,65
20191002;8;23,83;249,35;249,35;249,35
20191002;9;27,01;240,00;240,00;240,00
20191002;10;27,27;240,00;240,00;240,00
20191002;11;27,78;239,71;239,71;239,71
20191002;12;28,97;251,47;251,47;251,47
20191002;13;28,19;235,03;235,03;235,03
20191002;14;26,50;239,71;239,71;239,71
20191002;15;26,91;243,39;243,39;243,39
20191002;16;25,58;246,73;246,73;246,73
20191002;17;24,17;251,47;251,47;251,47
20191002;18;23,25;269,09;269,09;269,09
20191002;19;28,32;284,08;284,08;284,08
20191002;20;30,13;299,37;299,37;299,37
20191002;21;27,84;268,63;268,63;268,63
20191002;22;21,94;248,48;248,48;248,48
20191002;23;-;228,91;228,91;228,91
20191002;24;-;195,00;195,00;195,00
20191003;1;-;221,47;221,47;221,47
20191003;2;-;210,74;210,74;210,74
20191003;3;-;205,66;205,66;205,66
20191003;4;-;195,00;195,00;195,00
20191003;5;-;195,00;195,00;195,00
20191003;6;-;195,00;195,00;195,00
