Data;Godzina;COR;CRO;CROs;CROz
20191101;1;-;207,48;207,48;207,48
20191101;2;-;207,48;207,48;207,48
20191101;3;-;207,48;207,48;207,48
20191101;4;-;207,48;207,48;207,48
20191101;5;-;207,48;207,48;207,48
20191101;6;-;207,48;207,48;207,48
20191101;7;-;207,48;207,48;207,48
20191101;8;-;207,48;207,48;207,48
20191101;9;-;200,91;200,91;200,91
20191101;10;-;186,20;186,20;186,20
20191101;11;-;186,18;186,18;186,18
20191101;12;-;186,10;186,10;186,10
20191101;13;-;186,15;186,15;186,15
20191101;14;-;186,13;186,13;186,13
20191101;15;-;186,14;186,14;186,14
20191101;16;-;186,13;186,13;186,13
20191101;17;-;160,00;160,00;160,00
20191101;18;-;160,00;160,00;160,00
20191101;19;-;160,00;160,00;160,00
20191101;20;-;160,00;160,00;160,00
20191101;21;-;160,00;160,00;160,00
20191101;22;-;160,00;160,00;160,00
20191101;23;-;186,14;186,14;186,14
20191101;24;-;186,18;186,18;186,18
20191102;1;-;72,24;72,24;72,24
20191102;2;-;160,00;160,00;160,00
20191102;3;-;160,00;160,00;160,00
20191102;4;-;72,24;72,24;72,24
20191102;5;-;72,24;72,24;72,24
20191102;6;-;160,00;160,00;160,00
20191102;7;-;160,00;160,00;160,00
20191102;8;-;188,03;188,03;188,03
20191102;9;-;208,20;208,20;208,20
20191102;10;-;211,20;211,20;211,20
20191102;11;-;219,91;219,91;219,91
20191102;12;-;219,91;219,91;219,91
20191102;13;-;219,91;219,91;219,91
20191102;14;-;219,91;219,91;219,91
20191102;15;-;219,91;219,91;219,91
20191102;16;-;208,21;208,21;208,21
20191102;17;-;208,21;208,21;208,21
20191102;18;-;208,20;208,20;208,20
20191102;19;-;208,20;208,20;208,20
20191102;20;-;208,20;208,20;208,20
20191102;21;-;208,20;208,20;208,20
20191102;22;-;208,20;208,20;208,20
20191102;23;-;208,20;208,20;208,20
20191102;24;-;208,20;208,20;208,20
20191103;1;-;193,21;193,21;193,21
20191103;2;-;191,85;191,85;191,85
20191103;3;-;189,37;189,37;189,37
20191103;4;-;160,00;160,00;160,00
20191103;5;-;189,34;189,34;189,34
20191103;6;-;189,42;189,42;189,42
20191103;7;-;189,41;189,41;189,41
20191103;8;-;207,60;207,60;207,60
20191103;9;-;208,59;208,59;208,59
20191103;10;-;224,58;224,58;224,58
20191103;11;-;224,63;224,63;224,63
20191103;12;-;224,59;224,59;224,59
20191103;13;-;221,14;221,14;221,14
20191103;14;-;224,59;224,59;224,59
20191103;15;-;221,14;221,14;221,14
20191103;16;-;208,59;208,59;208,59
20191103;17;-;226,35;226,35;226,35
20191103;18;-;226,35;226,35;226,35
20191103;19;-;226,35;226,35;226,35
20191103;20;-;226,35;226,35;226,35
20191103;21;-;226,35;226,35;226,35
20191103;22;-;224,57;224,57;224,57
20191103;23;-;224,60;224,60;224,60
20191103;24;-;224,58;224,58;224,58
20191104;1;-;224,23;224,23;224,23
20191104;2;-;207,13;207,13;207,13
20191104;3;-;196,07;196,07;196,07
20191104;4;-;193,16;193,16;193,16
20191104;5;-;194,65;194,65;194,65
20191104;6;-;224,26;224,26;224,26
20191104;7;-;237,05;237,05;237,05
20191104;8;30,32;265,09;265,09;265,09
20191104;9;35,19;292,20;292,20;292,20
20191104;10;35,93;299,37;299,37;299,37
20191104;11;35,86;286,63;286,63;286,63
20191104;12;38,51;299,37;299,37;299,37
20191104;13;38,96;320,15;320,15;320,15
20191104;14;43,21;320,17;320,17;320,17
20191104;15;42,40;325,47;325,47;325,47
20191104;16;39,87;320,15;320,15;320,15
20191104;17;43,73;320,15;320,15;320,15
20191104;18;43,73;299,37;299,37;299,37
20191104;19;43,73;291,81;291,81;291,81
20191104;20;39,71;294,54;294,54;294,54
20191104;21;38,35;320,17;320,17;320,17
20191104;22;27,84;299,37;299,37;299,37
20191104;23;-;225,79;225,79;225,79
20191104;24;-;225,79;225,79;225,79
20191105;1;-;195,80;195,80;195,80
20191105;2;-;192,04;192,04;192,04
20191105;3;-;180,00;180,00;180,00
20191105;4;-;180,00;180,00;180,00
20191105;5;-;180,00;180,00;180,00
20191105;6;-;191,92;191,92;191,92
20191105;7;-;222,37;222,37;222,37
20191105;8;43,73;226,40;226,40;226,40
20191105;9;43,73;226,40;226,40;226,40
20191105;10;43,73;226,41;226,41;226,41
20191105;11;43,73;238,69;238,69;238,69
20191105;12;43,73;246,97;246,97;246,97
20191105;13;43,73;299,37;299,37;299,37
20191105;14;43,73;318,16;318,16;318,16
20191105;15;43,73;299,37;299,37;299,37
20191105;16;43,73;299,37;299,37;299,37
20191105;17;43,73;318,16;318,16;318,16
20191105;18;43,73;320,89;320,89;320,89
20191105;19;43,73;299,37;299,37;299,37
20191105;20;43,73;242,29;242,29;242,29
20191105;21;43,73;238,57;238,57;238,57
20191105;22;31,50;226,40;226,40;226,40
20191105;23;-;207,65;207,65;207,65
20191105;24;-;207,64;207,64;207,64
20191106;1;-;180,00;180,00;180,00
20191106;2;-;174,90;174,90;174,90
20191106;3;-;174,90;174,90;174,90
20191106;4;-;174,90;174,90;174,90
20191106;5;-;174,90;174,90;174,90
20191106;6;-;191,46;191,46;191,46
20191106;7;-;226,18;226,18;226,18
20191106;8;43,73;226,18;226,18;226,18
20191106;9;43,73;226,18;226,18;226,18
20191106;10;43,73;220,22;220,22;220,22
20191106;11;43,73;220,22;220,22;220,22
20191106;12;43,73;220,22;220,22;220,22
20191106;13;43,73;226,19;226,19;226,19
20191106;14;43,73;227,91;227,91;227,91
20191106;15;43,73;226,18;226,18;226,18
20191106;16;43,73;226,19;226,19;226,19
20191106;17;43,73;238,30;238,30;238,30
20191106;18;43,73;260,70;260,70;260,70
20191106;19;43,73;261,80;261,80;261,80
20191106;20;43,73;238,30;238,30;238,30
20191106;21;43,73;227,91;227,91;227,91
20191106;22;37,48;226,18;226,18;226,18
20191106;23;-;207,47;207,47;207,47
20191106;24;-;191,58;191,58;191,58
20191107;1;-;180,00;180,00;180,00
20191107;2;-;180,00;180,00;180,00
20191107;3;-;180,00;180,00;180,00
20191107;4;-;180,00;180,00;180,00
20191107;5;-;180,00;180,00;180,00
20191107;6;-;207,56;207,56;207,56
20191107;7;-;226,30;226,30;226,30
20191107;8;41,69;222,60;222,60;222,60
20191107;9;43,73;226,30;226,30;226,30
20191107;10;43,73;226,30;226,30;226,30
20191107;11;43,73;222,60;222,60;222,60
20191107;12;43,73;226,30;226,30;226,30
20191107;13;43,73;226,30;226,30;226,30
20191107;14;43,73;226,31;226,31;226,31
20191107;15;43,73;238,33;238,33;238,33
20191107;16;43,73;226,30;226,30;226,30
20191107;17;43,73;259,77;259,77;259,77
20191107;18;43,73;258,69;258,69;258,69
20191107;19;43,73;238,45;238,45;238,45
20191107;20;43,73;222,60;222,60;222,60
20191107;21;41,45;212,52;212,52;212,52
20191107;22;29,22;207,56;207,56;207,56
20191107;23;-;191,82;191,82;191,82
20191107;24;-;177,22;177,22;177,22
20191108;1;-;180,00;180,00;180,00
20191108;2;-;180,00;180,00;180,00
20191108;3;-;180,00;180,00;180,00
20191108;4;-;180,00;180,00;180,00
20191108;5;-;180,00;180,00;180,00
20191108;6;-;207,47;207,47;207,47
20191108;7;-;226,19;226,19;226,19
20191108;8;38,01;239,62;239,62;239,62
20191108;9;43,73;239,62;239,62;239,62
20191108;10;41,28;239,62;239,62;239,62
20191108;11;37,65;238,33;238,33;238,33
20191108;12;39,72;239,62;239,62;239,62
20191108;13;40,05;239,62;239,62;239,62
20191108;14;43,52;238,09;238,09;238,09
20191108;15;34,06;226,19;226,19;226,19
20191108;16;35,14;226,19;226,19;226,19
20191108;17;43,73;226,19;226,19;226,19
20191108;18;43,73;238,33;238,33;238,33
20191108;19;43,73;238,33;238,33;238,33
20191108;20;36,44;226,19;226,19;226,19
20191108;21;31,65;226,19;226,19;226,19
20191108;22;24,72;226,19;226,19;226,19
20191108;23;-;232,18;232,18;232,18
20191108;24;-;226,19;226,19;226,19
20191109;1;-;206,47;206,47;206,47
20191109;2;-;206,47;206,47;206,47
20191109;3;-;206,47;206,47;206,47
20191109;4;-;223,00;223,00;223,00
20191109;5;-;206,47;206,47;206,47
20191109;6;-;206,47;206,47;206,47
20191109;7;-;223,10;223,10;223,10
20191109;8;-;224,44;224,44;224,44
20191109;9;-;224,99;224,99;224,99
20191109;10;-;258,80;258,80;258,80
20191109;11;-;262,89;262,89;262,89
20191109;12;-;272,89;272,89;272,89
20191109;13;-;266,63;266,63;266,63
20191109;14;-;244,13;244,13;244,13
20191109;15;-;236,65;236,65;236,65
20191109;16;-;236,63;236,63;236,63
20191109;17;-;239,74;239,74;239,74
20191109;18;-;247,10;247,10;247,10
20191109;19;-;241,24;241,24;241,24
20191109;20;-;231,80;231,80;231,80
20191109;21;-;232,70;232,70;232,70
20191109;22;-;224,45;224,45;224,45
20191109;23;-;223,40;223,40;223,40
20191109;24;-;206,47;206,47;206,47
20191110;1;-;187,34;187,34;187,34
20191110;2;-;187,32;187,32;187,32
20191110;3;-;187,30;187,30;187,30
20191110;4;-;187,31;187,31;187,31
20191110;5;-;187,45;187,45;187,45
20191110;6;-;187,33;187,33;187,33
20191110;7;-;192,37;192,37;192,37
20191110;8;-;202,55;202,55;202,55
20191110;9;-;203,44;203,44;203,44
20191110;10;-;206,65;206,65;206,65
20191110;11;-;221,94;221,94;221,94
20191110;12;-;224,20;224,20;224,20
20191110;13;-;222,92;222,92;222,92
20191110;14;-;225,21;225,21;225,21
20191110;15;-;212,94;212,94;212,94
20191110;16;-;208,49;208,49;208,49
20191110;17;-;225,21;225,21;225,21
20191110;18;-;235,84;235,84;235,84
20191110;19;-;225,21;225,21;225,21
20191110;20;-;218,77;218,77;218,77
20191110;21;-;210,92;210,92;210,92
20191110;22;-;199,63;199,63;199,63
20191110;23;-;206,33;206,33;206,33
20191110;24;-;200,72;200,72;200,72
20191111;1;-;160,00;160,00;160,00
20191111;2;-;160,00;160,00;160,00
20191111;3;-;160,00;160,00;160,00
20191111;4;-;160,00;160,00;160,00
20191111;5;-;194,98;194,98;194,98
20191111;6;-;206,07;206,07;206,07
20191111;7;-;206,50;206,50;206,50
20191111;8;-;221,08;221,08;221,08
20191111;9;-;233,20;233,20;233,20
20191111;10;-;225,02;225,02;225,02
20191111;11;-;221,04;221,04;221,04
20191111;12;-;206,50;206,50;206,50
20191111;13;-;206,50;206,50;206,50
20191111;14;-;221,03;221,03;221,03
20191111;15;-;206,50;206,50;206,50
20191111;16;-;221,04;221,04;221,04
20191111;17;-;221,00;221,00;221,00
20191111;18;-;206,50;206,50;206,50
20191111;19;-;169,42;169,42;169,42
20191111;20;-;173,11;173,11;173,11
20191111;21;-;206,07;206,07;206,07
20191111;22;-;206,07;206,07;206,07
20191111;23;-;184,64;184,64;184,64
20191111;24;-;184,63;184,63;184,63
20191112;1;-;180,00;180,00;180,00
20191112;2;-;71,24;71,24;71,24
20191112;3;-;180,00;180,00;180,00
20191112;4;-;180,00;180,00;180,00
20191112;5;-;186,61;186,61;186,61
20191112;6;-;190,91;190,91;190,91
20191112;7;-;225,07;225,07;225,07
20191112;8;26,98;225,07;225,07;225,07
