Data;Godzina;COR;CRO;CROs;CROz
20190701;1;-;201,17;201,17;201,17
20190701;2;-;201,05;201,05;201,05
20190701;3;-;201,05;201,05;201,05
20190701;4;-;207,20;207,20;207,20
20190701;5;-;207,44;207,44;207,44
20190701;6;-;225,10;225,10;225,10
20190701;7;-;287,46;287,46;287,46
20190701;8;43,73;241,07;241,07;241,07
20190701;9;43,73;287,46;287,46;287,46
20190701;10;43,73;292,22;292,22;292,22
20190701;11;43,73;292,22;292,22;292,22
20190701;12;43,73;318,83;318,83;318,83
20190701;13;43,73;318,84;318,84;318,84
20190701;14;43,73;318,84;318,84;318,84
20190701;15;43,73;287,46;287,46;287,46
20190701;16;43,73;287,46;287,46;287,46
20190701;17;39,25;318,84;318,84;318,84
20190701;18;37,89;318,83;318,83;318,83
20190701;19;38,52;287,46;287,46;287,46
20190701;20;38,43;287,46;287,46;287,46
20190701;21;35,31;287,46;287,46;287,46
20190701;22;34,03;287,46;287,46;287,46
20190701;23;-;250,00;250,00;250,00
20190701;24;-;222,00;222,00;222,00
20190702;1;-;280,86;280,86;280,86
20190702;2;-;271,64;271,64;271,64
20190702;3;-;280,86;280,86;280,86
20190702;4;-;280,86;280,86;280,86
20190702;5;-;245,81;245,81;245,81
20190702;6;-;210,06;210,06;210,06
20190702;7;-;272,89;272,89;272,89
20190702;8;30,61;243,33;243,33;243,33
20190702;9;34,94;266,04;266,04;266,04
20190702;10;35,51;254,58;254,58;254,58
20190702;11;35,37;243,45;243,45;243,45
20190702;12;35,36;250,00;250,00;250,00
20190702;13;36,28;254,82;254,82;254,82
20190702;14;35,85;250,00;250,00;250,00
20190702;15;32,36;243,33;243,33;243,33
20190702;16;32,33;243,09;243,09;243,09
20190702;17;31,23;233,50;233,50;233,50
20190702;18;31,72;233,16;233,16;233,16
20190702;19;29,37;210,30;210,30;210,30
20190702;20;26,05;233,50;233,50;233,50
20190702;21;26,25;243,21;243,21;243,21
20190702;22;25,55;243,21;243,21;243,21
20190702;23;-;244,00;244,00;244,00
20190702;24;-;240,00;240,00;240,00
20190703;1;-;209,22;209,22;209,22
20190703;2;-;223,00;223,00;223,00
20190703;3;-;209,22;209,22;209,22
20190703;4;-;208,98;208,98;208,98
20190703;5;-;202,96;202,96;202,96
20190703;6;-;208,98;208,98;208,98
20190703;7;-;242,45;242,45;242,45
20190703;8;31,19;209,34;209,34;209,34
20190703;9;29,45;208,98;208,98;208,98
20190703;10;30,19;209,10;209,10;209,10
20190703;11;30,74;209,22;209,22;209,22
20190703;12;30,68;216,50;216,50;216,50
20190703;13;33,89;209,46;209,46;209,46
20190703;14;34,27;209,34;209,34;209,34
20190703;15;32,00;209,22;209,22;209,22
20190703;16;31,67;209,22;209,22;209,22
20190703;17;28,19;202,96;202,96;202,96
20190703;18;27,74;202,72;202,72;202,72
20190703;19;27,98;202,72;202,72;202,72
20190703;20;29,14;203,20;203,20;203,20
20190703;21;30,15;216,50;216,50;216,50
20190703;22;30,12;216,50;216,50;216,50
20190703;23;-;242,57;242,57;242,57
20190703;24;-;221,00;221,00;221,00
20190704;1;-;203,85;203,85;203,85
20190704;2;-;209,90;209,90;209,90
20190704;3;-;210,02;210,02;210,02
20190704;4;-;209,90;209,90;209,90
20190704;5;-;203,97;203,97;203,97
20190704;6;-;203,85;203,85;203,85
20190704;7;-;209,90;209,90;209,90
20190704;8;28,32;243,07;243,07;243,07
20190704;9;29,20;243,19;243,19;243,19
20190704;10;29,06;243,19;243,19;243,19
20190704;11;29,51;243,19;243,19;243,19
20190704;12;28,83;250,00;250,00;250,00
20190704;13;29,92;243,19;243,19;243,19
20190704;14;27,62;237,66;237,66;237,66
20190704;15;26,45;233,50;233,50;233,50
20190704;16;26,40;216,50;216,50;216,50
20190704;17;25,47;242,95;242,95;242,95
20190704;18;24,57;233,50;233,50;233,50
20190704;19;24,52;242,95;242,95;242,95
20190704;20;25,11;254,55;254,55;254,55
20190704;21;24,22;243,31;243,31;243,31
20190704;22;23,76;242,95;242,95;242,95
20190704;23;-;210,14;210,14;210,14
20190704;24;-;203,97;203,97;203,97
20190705;1;-;209,20;209,20;209,20
20190705;2;-;209,20;209,20;209,20
20190705;3;-;202,93;202,93;202,93
20190705;4;-;202,81;202,81;202,81
20190705;5;-;202,45;202,45;202,45
20190705;6;-;202,81;202,81;202,81
20190705;7;-;276,58;276,58;276,58
20190705;8;25,19;232,33;232,33;232,33
20190705;9;26,74;242,43;242,43;242,43
20190705;10;28,18;242,43;242,43;242,43
20190705;11;26,79;233,50;233,50;233,50
20190705;12;27,68;250,00;250,00;250,00
20190705;13;29,01;258,54;258,54;258,54
20190705;14;28,96;242,79;242,79;242,79
20190705;15;27,03;242,31;242,31;242,31
20190705;16;26,04;233,50;233,50;233,50
20190705;17;25,45;232,21;232,21;232,21
20190705;18;25,83;209,32;209,32;209,32
20190705;19;25,94;209,20;209,20;209,20
20190705;20;26,03;232,21;232,21;232,21
20190705;21;28,77;250,00;250,00;250,00
20190705;22;27,67;245,25;245,25;245,25
20190705;23;-;276,58;276,58;276,58
20190705;24;-;231,00;231,00;231,00
20190706;1;-;77,12;77,12;77,12
20190706;2;-;74,00;74,00;74,00
20190706;3;-;259,46;259,46;259,46
20190706;4;-;269,91;269,91;269,91
20190706;5;-;276,59;276,59;276,59
20190706;6;-;259,46;259,46;259,46
20190706;7;-;276,59;276,59;276,59
20190706;8;-;287,46;287,46;287,46
20190706;9;-;287,46;287,46;287,46
20190706;10;-;288,63;288,63;288,63
20190706;11;-;290,00;290,00;290,00
20190706;12;-;290,00;290,00;290,00
20190706;13;-;297,77;297,77;297,77
20190706;14;-;295,63;295,63;295,63
20190706;15;-;290,00;290,00;290,00
20190706;16;-;290,00;290,00;290,00
20190706;17;-;288,63;288,63;288,63
20190706;18;-;287,46;287,46;287,46
20190706;19;-;287,46;287,46;287,46
20190706;20;-;287,46;287,46;287,46
20190706;21;-;276,59;276,59;276,59
20190706;22;-;276,59;276,59;276,59
20190706;23;-;74,62;74,62;74,62
20190706;24;-;73,74;73,74;73,74
20190707;1;-;258,98;258,98;258,98
20190707;2;-;269,91;269,91;269,91
20190707;3;-;271,64;271,64;271,64
20190707;4;-;267,22;267,22;267,22
20190707;5;-;258,98;258,98;258,98
20190707;6;-;256,89;256,89;256,89
20190707;7;-;252,13;252,13;252,13
20190707;8;-;252,13;252,13;252,13
20190707;9;-;72,24;72,24;72,24
20190707;10;-;72,24;72,24;72,24
20190707;11;-;72,12;72,12;72,12
20190707;12;-;72,12;72,12;72,12
20190707;13;-;72,12;72,12;72,12
20190707;14;-;72,24;72,24;72,24
20190707;15;-;72,24;72,24;72,24
20190707;16;-;72,12;72,12;72,12
20190707;17;-;72,12;72,12;72,12
20190707;18;-;72,00;72,00;72,00
20190707;19;-;72,12;72,12;72,12
20190707;20;-;72,12;72,12;72,12
20190707;21;-;72,24;72,24;72,24
20190707;22;-;72,24;72,24;72,24
20190707;23;-;73,50;73,50;73,50
20190707;24;-;73,74;73,74;73,74
20190708;1;-;201,08;201,08;201,08
20190708;2;-;201,08;201,08;201,08
20190708;3;-;201,20;201,20;201,20
20190708;4;-;201,08;201,08;201,08
20190708;5;-;200,96;200,96;200,96
20190708;6;-;201,20;201,20;201,20
20190708;7;-;230,53;230,53;230,53
20190708;8;27,52;207,91;207,91;207,91
20190708;9;26,98;233,50;233,50;233,50
20190708;10;30,51;241,04;241,04;241,04
20190708;11;28,76;224,69;224,69;224,69
20190708;12;28,35;240,92;240,92;240,92
20190708;13;29,63;233,50;233,50;233,50
20190708;14;29,45;227,03;227,03;227,03
20190708;15;27,04;207,91;207,91;207,91
20190708;16;26,45;207,67;207,67;207,67
20190708;17;24,21;207,67;207,67;207,67
20190708;18;24,26;207,43;207,43;207,43
20190708;19;24,30;207,67;207,67;207,67
20190708;20;25,67;216,50;216,50;216,50
20190708;21;25,97;216,50;216,50;216,50
20190708;22;25,12;230,53;230,53;230,53
20190708;23;-;207,67;207,67;207,67
20190708;24;-;201,32;201,32;201,32
20190709;1;-;200,88;200,88;200,88
20190709;2;-;200,76;200,76;200,76
20190709;3;-;200,88;200,88;200,88
20190709;4;-;200,88;200,88;200,88
20190709;5;-;200,76;200,76;200,76
20190709;6;-;200,88;200,88;200,88
20190709;7;-;230,22;230,22;230,22
20190709;8;22,98;240,93;240,93;240,93
20190709;9;25,73;240,93;240,93;240,93
20190709;10;25,85;240,81;240,81;240,81
20190709;11;25,73;240,81;240,81;240,81
20190709;12;25,93;240,81;240,81;240,81
20190709;13;25,93;240,93;240,93;240,93
