Data;Godzina;COR;CRO;CROs;CROz
20190801;1;-;217,68;217,68;217,68
20190801;2;-;217,68;217,68;217,68
20190801;3;-;217,68;217,68;217,68
20190801;4;-;225,30;225,30;225,30
20190801;5;-;234,90;234,90;234,90
20190801;6;-;217,68;217,68;217,68
20190801;7;-;250,39;250,39;250,39
20190801;8;28,73;288,20;288,20;288,20
20190801;9;34,47;261,72;261,72;261,72
20190801;10;37,99;288,20;288,20;288,20
20190801;11;39,12;290,80;290,80;290,80
20190801;12;38,67;291,03;291,03;291,03
20190801;13;39,80;291,03;291,03;291,03
20190801;14;38,52;291,03;291,03;291,03
20190801;15;36,59;291,03;291,03;291,03
20190801;16;37,31;261,72;261,72;261,72
20190801;17;32,86;290,80;290,80;290,80
20190801;18;32,05;250,39;250,39;250,39
20190801;19;31,09;250,27;250,27;250,27
20190801;20;31,45;250,27;250,27;250,27
20190801;21;31,60;291,03;291,03;291,03
20190801;22;30,31;291,02;291,02;291,02
20190801;23;-;261,84;261,84;261,84
20190801;24;-;250,15;250,15;250,15
20190802;1;-;248,27;248,27;248,27
20190802;2;-;239,38;239,38;239,38
20190802;3;-;239,26;239,26;239,26
20190802;4;-;239,38;239,38;239,38
20190802;5;-;248,40;248,40;248,40
20190802;6;-;215,50;215,50;215,50
20190802;7;-;248,27;248,27;248,27
20190802;8;26,79;248,15;248,15;248,15
20190802;9;30,73;274,34;274,34;274,34
20190802;10;32,85;273,74;273,74;273,74
20190802;11;33,91;273,36;273,36;273,36
20190802;12;37,39;273,36;273,36;273,36
20190802;13;41,97;273,36;273,36;273,36
20190802;14;41,60;272,97;272,97;272,97
20190802;15;38,56;272,97;272,97;272,97
20190802;16;38,79;270,34;270,34;270,34
20190802;17;35,34;272,97;272,97;272,97
20190802;18;33,89;258,42;258,42;258,42
20190802;19;31,73;258,42;258,42;258,42
20190802;20;33,45;258,42;258,42;258,42
20190802;21;34,14;258,42;258,42;258,42
20190802;22;31,76;272,77;272,77;272,77
20190802;23;-;239,38;239,38;239,38
20190802;24;-;235,60;235,60;235,60
20190803;1;-;286,72;286,72;286,72
20190803;2;-;224,46;224,46;224,46
20190803;3;-;171,20;171,20;171,20
20190803;4;-;185,00;185,00;185,00
20190803;5;-;197,66;197,66;197,66
20190803;6;-;171,20;171,20;171,20
20190803;7;-;77,33;77,33;77,33
20190803;8;-;77,90;77,90;77,90
20190803;9;-;194,00;194,00;194,00
