Data;Godzina;CRO;CROs;CROz
20210901;1;398,11;398,11;398,11
20210901;2;373,46;373,46;373,46
20210901;3;382,74;382,74;382,74
20210901;4;398,11;398,11;398,11
20210901;5;373,46;373,46;373,46
20210901;6;383,42;383,42;383,42
20210901;7;438,18;438,18;438,18
20210901;8;412,87;412,87;412,87
20210901;9;509,52;509,52;509,52
20210901;10;600,00;600,00;600,00
20210901;11;428,77;428,77;428,77
20210901;12;412,87;412,87;412,87
20210901;13;394,81;394,81;394,81
20210901;14;412,87;412,87;412,87
20210901;15;394,81;394,81;394,81
20210901;16;394,82;394,82;394,82
20210901;17;394,82;394,82;394,82
20210901;18;410,91;410,91;410,91
20210901;19;395,81;395,81;395,81
20210901;20;412,87;412,87;412,87
20210901;21;424,72;424,72;424,72
20210901;22;394,64;394,64;394,64
20210901;23;394,65;394,65;394,65
20210901;24;375,93;375,93;375,93
20210902;1;374,69;374,69;374,69
20210902;2;372,01;372,01;372,01
20210902;3;364,46;364,46;364,46
20210902;4;353,04;353,04;353,04
20210902;5;364,46;364,46;364,46
20210902;6;370,83;370,83;370,83
20210902;7;397,98;397,98;397,98
20210902;8;413,57;413,57;413,57
20210902;9;421,45;421,45;421,45
20210902;10;415,69;415,69;415,69
20210902;11;394,71;394,71;394,71
20210902;12;375,43;375,43;375,43
20210902;13;385,65;385,65;385,65
20210902;14;394,71;394,71;394,71
20210902;15;397,98;397,98;397,98
20210902;16;409,85;409,85;409,85
20210902;17;410,91;410,91;410,91
20210902;18;411,25;411,25;411,25
20210902;19;422,59;422,59;422,59
20210902;20;438,26;438,26;438,26
20210902;21;746,00;746,00;746,00
20210902;22;420,56;420,56;420,56
20210902;23;407,59;407,59;407,59
20210902;24;394,71;394,71;394,71
20210903;1;382,22;382,22;382,22
20210903;2;371,88;371,88;371,88
20210903;3;371,88;371,88;371,88
20210903;4;374,47;374,47;374,47
20210903;5;373,71;373,71;373,71
20210903;6;377,63;377,63;377,63
20210903;7;388,40;388,40;388,40
20210903;8;391,14;391,14;391,14
20210903;9;383,95;383,95;383,95
20210903;10;364,23;364,23;364,23
20210903;11;366,01;366,01;366,01
20210903;12;366,01;366,01;366,01
20210903;13;371,33;371,33;371,33
20210903;14;374,71;374,71;374,71
20210903;15;373,54;373,54;373,54
20210903;16;385,85;385,85;385,85
20210903;17;398,51;398,51;398,51
20210903;18;394,52;394,52;394,52
20210903;19;404,88;404,88;404,88
20210903;20;434,28;434,28;434,28
20210903;21;434,28;434,28;434,28
20210903;22;426,77;426,77;426,77
20210903;23;397,02;397,02;397,02
20210903;24;427,15;427,15;427,15
20210904;1;427,21;427,21;427,21
20210904;2;427,21;427,21;427,21
20210904;3;394,12;394,12;394,12
20210904;4;390,43;390,43;390,43
20210904;5;386,06;386,06;386,06
20210904;6;390,43;390,43;390,43
20210904;7;390,52;390,52;390,52
20210904;8;411,77;411,77;411,77
20210904;9;402,62;402,62;402,62
20210904;10;415,95;415,95;415,95
20210904;11;364,74;364,74;364,74
20210904;12;396,17;396,17;396,17
20210904;13;405,83;405,83;405,83
20210904;14;379,76;379,76;379,76
20210904;15;351,78;351,78;351,78
20210904;16;357,08;357,08;357,08
20210904;17;364,74;364,74;364,74
20210904;18;406,98;406,98;406,98
20210904;19;426,69;426,69;426,69
20210904;20;426,70;426,70;426,70
20210904;21;418,98;418,98;418,98
20210904;22;426,67;426,67;426,67
20210904;23;405,09;405,09;405,09
20210904;24;374,82;374,82;374,82
20210905;1;382,28;382,28;382,28
20210905;2;375,05;375,05;375,05
20210905;3;375,03;375,03;375,03
20210905;4;372,88;372,88;372,88
20210905;5;377,21;377,21;377,21
20210905;6;426,89;426,89;426,89
20210905;7;375,04;375,04;375,04
20210905;8;375,23;375,23;375,23
20210905;9;375,02;375,02;375,02
20210905;10;382,03;382,03;382,03
20210905;11;376,44;376,44;376,44
20210905;12;364,74;364,74;364,74
20210905;13;155,00;155,00;155,00
20210905;14;190,00;190,00;190,00
20210905;15;190,00;190,00;190,00
20210905;16;150,00;150,00;150,00
20210905;17;336,56;336,56;336,56
20210905;18;343,29;343,29;343,29
20210905;19;421,48;421,48;421,48
20210905;20;446,56;446,56;446,56
20210905;21;421,48;421,48;421,48
20210905;22;419,33;419,33;419,33
20210905;23;410,39;410,39;410,39
20210905;24;364,74;364,74;364,74
20210906;1;344,43;344,43;344,43
20210906;2;343,69;343,69;343,69
20210906;3;347,22;347,22;347,22
20210906;4;364,74;364,74;364,74
20210906;5;364,74;364,74;364,74
20210906;6;383,09;383,09;383,09
20210906;7;446,34;446,34;446,34
20210906;8;401,21;401,21;401,21
20210906;9;396,93;396,93;396,93
20210906;10;364,74;364,74;364,74
20210906;11;364,74;364,74;364,74
20210906;12;364,74;364,74;364,74
20210906;13;364,74;364,74;364,74
20210906;14;350,09;350,09;350,09
20210906;15;364,74;364,74;364,74
20210906;16;364,74;364,74;364,74
20210906;17;396,92;396,92;396,92
20210906;18;400,35;400,35;400,35
20210906;19;422,87;422,87;422,87
20210906;20;552,00;552,00;552,00
20210906;21;675,29;675,29;675,29
20210906;22;422,87;422,87;422,87
20210906;23;422,87;422,87;422,87
20210906;24;384,09;384,09;384,09
20210907;1;389,37;389,37;389,37
20210907;2;382,99;382,99;382,99
20210907;3;383,51;383,51;383,51
20210907;4;383,57;383,57;383,57
20210907;5;389,39;389,39;389,39
20210907;6;430,63;430,63;430,63
20210907;7;430,63;430,63;430,63
20210907;8;430,63;430,63;430,63
20210907;9;430,63;430,63;430,63
20210907;10;430,63;430,63;430,63
20210907;11;430,63;430,63;430,63
20210907;12;430,63;430,63;430,63
20210907;13;427,63;427,63;427,63
20210907;14;410,72;410,72;410,72
20210907;15;421,82;421,82;421,82
20210907;16;430,63;430,63;430,63
20210907;17;439,73;439,73;439,73
20210907;18;509,33;509,33;509,33
20210907;19;780,02;780,02;780,02
20210907;20;814,00;814,00;814,00
20210907;21;834,00;834,00;834,00
20210907;22;566,44;566,44;566,44
20210907;23;461,85;461,85;461,85
20210907;24;461,88;461,88;461,88
20210908;1;448,59;448,59;448,59
20210908;2;448,78;448,78;448,78
20210908;3;448,79;448,79;448,79
20210908;4;448,78;448,78;448,78
20210908;5;448,60;448,60;448,60
20210908;6;448,60;448,60;448,60
20210908;7;448,79;448,79;448,79
20210908;8;489,77;489,77;489,77
20210908;9;500,74;500,74;500,74
20210908;10;440,80;440,80;440,80
20210908;11;440,80;440,80;440,80
20210908;12;500,04;500,04;500,04
20210908;13;501,08;501,08;501,08
20210908;14;483,95;483,95;483,95
20210908;15;474,62;474,62;474,62
20210908;16;496,89;496,89;496,89
20210908;17;492,27;492,27;492,27
20210908;18;502,23;502,23;502,23
20210908;19;536,89;536,89;536,89
20210908;20;781,00;781,00;781,00
20210908;21;781,00;781,00;781,00
20210908;22;500,89;500,89;500,89
20210908;23;448,78;448,78;448,78
20210908;24;414,73;414,73;414,73
20210909;1;389,37;389,37;389,37
20210909;2;386,46;386,46;386,46
20210909;3;385,75;385,75;385,75
20210909;4;381,49;381,49;381,49
20210909;5;386,34;386,34;386,34
20210909;6;386,22;386,22;386,22
20210909;7;396,28;396,28;396,28
20210909;8;400,54;400,54;400,54
20210909;9;400,53;400,53;400,53
20210909;10;404,00;404,00;404,00
20210909;11;440,09;440,09;440,09
20210909;12;410,07;410,07;410,07
20210909;13;428,07;428,07;428,07
20210909;14;395,19;395,19;395,19
20210909;15;440,09;440,09;440,09
20210909;16;466,95;466,95;466,95
20210909;17;539,68;539,68;539,68
20210909;18;564,81;564,81;564,81
20210909;19;677,96;677,96;677,96
20210909;20;729,96;729,96;729,96
20210909;21;728,96;728,96;728,96
20210909;22;514,98;514,98;514,98
20210909;23;459,10;459,10;459,10
20210909;24;450,22;450,22;450,22
20210910;1;454,56;454,56;454,56
20210910;2;454,55;454,55;454,55
20210910;3;450,98;450,98;450,98
20210910;4;448,59;448,59;448,59
20210910;5;410,57;410,57;410,57
20210910;6;409,17;409,17;409,17
20210910;7;409,17;409,17;409,17
20210910;8;409,17;409,17;409,17
20210910;9;402,47;402,47;402,47
20210910;10;409,17;409,17;409,17
20210910;11;407,19;407,19;407,19
20210910;12;407,19;407,19;407,19
20210910;13;407,19;407,19;407,19
20210910;14;407,19;407,19;407,19
20210910;15;407,19;407,19;407,19
20210910;16;407,19;407,19;407,19
20210910;17;448,81;448,81;448,81
20210910;18;527,33;527,33;527,33
20210910;19;549,81;549,81;549,81
20210910;20;719,38;719,38;719,38
20210910;21;448,81;448,81;448,81
20210910;22;407,19;407,19;407,19
20210910;23;406,77;406,77;406,77
20210910;24;407,19;407,19;407,19
20210911;1;414,80;414,80;414,80
20210911;2;414,80;414,80;414,80
20210911;3;404,40;404,40;404,40
20210911;4;417,85;417,85;417,85
20210911;5;393,25;393,25;393,25
20210911;6;414,80;414,80;414,80
20210911;7;416,38;416,38;416,38
20210911;8;450,56;450,56;450,56
20210911;9;457,17;457,17;457,17
20210911;10;465,18;465,18;465,18
20210911;11;453,42;453,42;453,42
20210911;12;450,63;450,63;450,63
20210911;13;434,08;434,08;434,08
20210911;14;399,16;399,16;399,16
20210911;15;411,40;411,40;411,40
20210911;16;450,45;450,45;450,45
20210911;17;453,42;453,42;453,42
20210911;18;450,62;450,62;450,62
20210911;19;450,62;450,62;450,62
20210911;20;466,44;466,44;466,44
20210911;21;471,08;471,08;471,08
20210911;22;427,26;427,26;427,26
20210911;23;411,40;411,40;411,40
20210911;24;387,21;387,21;387,21
20210912;1;450,46;450,46;450,46
20210912;2;450,46;450,46;450,46
20210912;3;450,46;450,46;450,46
20210912;4;416,28;416,28;416,28
20210912;5;416,28;416,28;416,28
20210912;6;416,28;416,28;416,28
20210912;7;416,28;416,28;416,28
20210912;8;416,28;416,28;416,28
20210912;9;384,96;384,96;384,96
20210912;10;416,28;416,28;416,28
20210912;11;385,04;385,04;385,04
20210912;12;389,03;389,03;389,03
20210912;13;387,52;387,52;387,52
20210912;14;385,00;385,00;385,00
20210912;15;388,72;388,72;388,72
20210912;16;388,73;388,73;388,73
20210912;17;388,72;388,72;388,72
20210912;18;415,06;415,06;415,06
20210912;19;415,06;415,06;415,06
20210912;20;457,46;457,46;457,46
20210912;21;438,06;438,06;438,06
20210912;22;427,42;427,42;427,42
20210912;23;426,04;426,04;426,04
20210912;24;388,74;388,74;388,74
20210913;1;394,09;394,09;394,09
20210913;2;394,09;394,09;394,09
20210913;3;395,35;395,35;395,35
20210913;4;395,35;395,35;395,35
20210913;5;395,35;395,35;395,35
20210913;6;394,10;394,10;394,10
20210913;7;416,00;416,00;416,00
20210913;8;433,95;433,95;433,95
20210913;9;448,18;448,18;448,18
20210913;10;451,81;451,81;451,81
20210913;11;444,39;444,39;444,39
20210913;12;444,85;444,85;444,85
20210913;13;433,07;433,07;433,07
20210913;14;439,84;439,84;439,84
20210913;15;444,13;444,13;444,13
20210913;16;448,17;448,17;448,17
20210913;17;448,46;448,46;448,46
20210913;18;455,62;455,62;455,62
20210913;19;458,19;458,19;458,19
20210913;20;956,66;956,66;956,66
20210913;21;492,98;492,98;492,98
20210913;22;436,65;436,65;436,65
20210913;23;411,33;411,33;411,33
20210913;24;395,27;395,27;395,27
20210914;1;399,73;399,73;399,73
20210914;2;402,25;402,25;402,25
20210914;3;444,61;444,61;444,61
20210914;4;444,61;444,61;444,61
20210914;5;444,61;444,61;444,61
20210914;6;402,79;402,79;402,79
20210914;7;444,64;444,64;444,64
20210914;8;558,00;558,00;558,00
20210914;9;609,00;609,00;609,00
20210914;10;519,89;519,89;519,89
20210914;11;452,77;452,77;452,77
20210914;12;473,21;473,21;473,21
20210914;13;468,27;468,27;468,27
20210914;14;468,27;468,27;468,27
20210914;15;456,21;456,21;456,21
20210914;16;483,24;483,24;483,24
20210914;17;492,24;492,24;492,24
20210914;18;539,89;539,89;539,89
20210914;19;592,40;592,40;592,40
20210914;20;550,00;550,00;550,00
20210914;21;468,27;468,27;468,27
20210914;22;444,61;444,61;444,61
20210914;23;416,05;416,05;416,05
20210914;24;421,52;421,52;421,52
20210915;1;396,07;396,07;396,07
20210915;2;396,55;396,55;396,55
20210915;3;394,92;394,92;394,92
20210915;4;394,92;394,92;394,92
20210915;5;396,31;396,31;396,31
20210915;6;401,97;401,97;401,97
20210915;7;394,94;394,94;394,94
20210915;8;438,30;438,30;438,30
20210915;9;397,61;397,61;397,61
20210915;10;411,56;411,56;411,56
20210915;11;482,91;482,91;482,91
20210915;12;441,97;441,97;441,97
20210915;13;495,46;495,46;495,46
20210915;14;441,96;441,96;441,96
20210915;15;495,46;495,46;495,46
20210915;16;509,85;509,85;509,85
20210915;17;524,26;524,26;524,26
20210915;18;517,61;517,61;517,61
20210915;19;424,59;424,59;424,59
20210915;20;411,56;411,56;411,56
20210915;21;392,56;392,56;392,56
20210915;22;411,55;411,55;411,55
20210915;23;393,22;393,22;393,22
20210915;24;386,45;386,45;386,45
20210916;1;388,80;388,80;388,80
20210916;2;389,13;389,13;389,13
20210916;3;388,44;388,44;388,44
20210916;4;388,68;388,68;388,68
20210916;5;389,94;389,94;389,94
20210916;6;393,95;393,95;393,95
20210916;7;400,35;400,35;400,35
20210916;8;484,46;484,46;484,46
20210916;9;574,04;574,04;574,04
20210916;10;679,11;679,11;679,11
20210916;11;944,00;944,00;944,00
20210916;12;980,00;980,00;980,00
20210916;13;975,00;975,00;975,00
20210916;14;980,00;980,00;980,00
20210916;15;567,91;567,91;567,91
20210916;16;582,51;582,51;582,51
20210916;17;964,00;964,00;964,00
20210916;18;629,12;629,12;629,12
20210916;19;681,89;681,89;681,89
20210916;20;994,07;994,07;994,07
20210916;21;526,91;526,91;526,91
20210916;22;428,07;428,07;428,07
20210916;23;407,59;407,59;407,59
20210916;24;398,57;398,57;398,57
20210917;1;397,28;397,28;397,28
20210917;2;397,28;397,28;397,28
20210917;3;392,79;392,79;392,79
20210917;4;388,82;388,82;388,82
20210917;5;388,86;388,86;388,86
20210917;6;393,27;393,27;393,27
20210917;7;412,33;412,33;412,33
20210917;8;504,53;504,53;504,53
20210917;9;649,97;649,97;649,97
20210917;10;604,00;604,00;604,00
20210917;11;557,19;557,19;557,19
20210917;12;550,00;550,00;550,00
20210917;13;511,89;511,89;511,89
20210917;14;499,97;499,97;499,97
20210917;15;430,36;430,36;430,36
20210917;16;430,35;430,35;430,35
20210917;17;526,39;526,39;526,39
20210917;18;447,48;447,48;447,48
20210917;19;441,87;441,87;441,87
20210917;20;447,48;447,48;447,48
20210917;21;412,57;412,57;412,57
20210917;22;394,30;394,30;394,30
20210917;23;404,77;404,77;404,77
20210917;24;393,58;393,58;393,58
20210918;1;402,57;402,57;402,57
20210918;2;387,07;387,07;387,07
20210918;3;381,88;381,88;381,88
20210918;4;381,83;381,83;381,83
20210918;5;378,12;378,12;378,12
20210918;6;363,47;363,47;363,47
20210918;7;363,47;363,47;363,47
20210918;8;391,34;391,34;391,34
20210918;9;363,55;363,55;363,55
20210918;10;440,40;440,40;440,40
20210918;11;436,28;436,28;436,28
20210918;12;424,27;424,27;424,27
20210918;13;424,27;424,27;424,27
20210918;14;396,94;396,94;396,94
20210918;15;375,02;375,02;375,02
20210918;16;392,95;392,95;392,95
20210918;17;408,95;408,95;408,95
20210918;18;424,27;424,27;424,27
20210918;19;399,62;399,62;399,62
20210918;20;444,68;444,68;444,68
20210918;21;412,28;412,28;412,28
20210918;22;424,27;424,27;424,27
20210918;23;405,45;405,45;405,45
20210918;24;351,99;351,99;351,99
20210919;1;354,32;354,32;354,32
20210919;2;335,27;335,27;335,27
20210919;3;322,99;322,99;322,99
20210919;4;310,00;310,00;310,00
20210919;5;301,13;301,13;301,13
20210919;6;296,86;296,86;296,86
20210919;7;150,00;150,00;150,00
20210919;8;150,00;150,00;150,00
20210919;9;363,72;363,72;363,72
20210919;10;381,46;381,46;381,46
20210919;11;384,46;384,46;384,46
20210919;12;384,46;384,46;384,46
20210919;13;384,47;384,47;384,47
20210919;14;388,91;388,91;388,91
20210919;15;392,87;392,87;392,87
20210919;16;392,87;392,87;392,87
20210919;17;392,83;392,83;392,83
20210919;18;390,76;390,76;390,76
20210919;19;418,06;418,06;418,06
20210919;20;475,91;475,91;475,91
20210919;21;418,06;418,06;418,06
20210919;22;420,85;420,85;420,85
20210919;23;418,06;418,06;418,06
20210919;24;381,25;381,25;381,25
20210920;1;381,98;381,98;381,98
20210920;2;385,49;385,49;385,49
20210920;3;382,85;382,85;382,85
20210920;4;382,77;382,77;382,77
20210920;5;382,84;382,84;382,84
20210920;6;382,79;382,79;382,79
20210920;7;425,76;425,76;425,76
20210920;8;434,26;434,26;434,26
20210920;9;452,54;452,54;452,54
20210920;10;436,26;436,26;436,26
20210920;11;434,26;434,26;434,26
20210920;12;434,27;434,27;434,27
20210920;13;434,27;434,27;434,27
20210920;14;434,26;434,26;434,26
20210920;15;425,91;425,91;425,91
20210920;16;425,07;425,07;425,07
20210920;17;426,11;426,11;426,11
20210920;18;436,26;436,26;436,26
20210920;19;522,43;522,43;522,43
20210920;20;600,00;600,00;600,00
20210920;21;522,43;522,43;522,43
20210920;22;542,11;542,11;542,11
20210920;23;500,89;500,89;500,89
20210920;24;434,26;434,26;434,26
20210921;1;399,70;399,70;399,70
20210921;2;384,75;384,75;384,75
20210921;3;380,64;380,64;380,64
20210921;4;377,30;377,30;377,30
20210921;5;380,21;380,21;380,21
20210921;6;410,94;410,94;410,94
20210921;7;430,95;430,95;430,95
20210921;8;488,99;488,99;488,99
20210921;9;430,94;430,94;430,94
20210921;10;528,77;528,77;528,77
20210921;11;528,77;528,77;528,77
20210921;12;533,80;533,80;533,80
20210921;13;504,58;504,58;504,58
20210921;14;430,94;430,94;430,94
