Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20190201;1;18700;18765,913
20190201;2;18000;18248,625
20190201;3;17600;17886,125
20190201;4;17700;17820,938
20190201;5;18200;18178,363
20190201;6;19700;18976,275
20190201;7;22800;21379,475
20190201;8;23900;23022,025
20190201;9;24700;24030,425
20190201;10;24900;24432,175
20190201;11;24900;24388,425
20190201;12;24800;24607,488
20190201;13;24900;24544,025
20190201;14;25200;24495,738
20190201;15;24700;24095,050
20190201;16;24200;23693,113
20190201;17;25300;24162,563
20190201;18;25400;24894,975
20190201;19;25000;24592,250
20190201;20;24800;24416,563
20190201;21;24100;23715,363
20190201;22;22600;22157,875
20190201;23;21200;20676,838
20190201;24;19900;19493,238
20190202;1;18600;18484,313
20190202;2;18000;17808,088
20190202;3;17600;17369,038
20190202;4;17500;17180,900
20190202;5;17600;17239,663
20190202;6;17900;17410,613
20190202;7;19100;18313,013
20190202;8;19900;19051,763
20190202;9;21200;20125,325
20190202;10;21800;20907,588
20190202;11;22200;21287,950
20190202;12;22300;21505,400
20190202;13;22000;21253,338
20190202;14;21900;21206,150
20190202;15;21100;20518,625
20190202;16;21000;20295,038
20190202;17;22100;20641,688
20190202;18;22300;21492,900
20190202;19;22100;21368,038
20190202;20;21800;20955,500
20190202;21;21200;20320,988
20190202;22;20000;19204,350
20190202;23;19000;18352,438
20190202;24;17900;17152,100
20190203;1;16650;16251,425
20190203;2;16050;15617,500
20190203;3;15600;15174,575
20190203;4;15400;14985,675
20190203;5;15500;15011,488
20190203;6;15650;15233,063
20190203;7;16100;15640,475
20190203;8;16500;15883,100
20190203;9;17550;16692,125
20190203;10;18300;17765,450
20190203;11;18900;18368,363
20190203;12;19100;18632,025
20190203;13;19200;18798,188
20190203;14;19350;18904,413
20190203;15;19050;18707,975
20190203;16;18700;18305,650
20190203;17;19900;18752,650
20190203;18;20400;19584,575
20190203;19;20450;19878,775
20190203;20;20500;19987,813
20190203;21;19950;19618,600
20190203;22;19200;18822,963
20190203;23;18450;18166,350
20190203;24;17350;17129,800
20190204;1;16550;16357,988
20190204;2;16200;15996,125
20190204;3;15850;15813,375
20190204;4;16100;15855,850
20190204;5;16750;16366,875
20190204;6;18900;17493,238
20190204;7;22200;20449,263
20190204;8;23500;22484,150
20190204;9;24500;23678,375
20190204;10;24600;24175,250
20190204;11;24700;24254,750
20190204;12;24800;24626,963
20190204;13;24900;24632,888
20190204;14;25150;24708,350
20190204;15;24600;24175,888
20190204;16;24150;23872,488
20190204;17;25000;24046,663
20190204;18;25400;24860,738
20190204;19;25000;24594,013
20190204;20;24800;24403,813
20190204;21;24200;23676,550
20190204;22;22600;22234,300
20190204;23;21100;20753,613
20190204;24;19700;19422,638
20190205;1;18700;18396,250
20190205;2;18000;17923,475
20190205;3;17700;17527,363
20190205;4;17900;17622,925
20190205;5;18500;17875,088
20190205;6;19800;18742,300
20190205;7;22700;21315,425
20190205;8;23900;23109,138
20190205;9;24700;24104,888
20190205;10;24900;24491,163
20190205;11;24800;24330,463
20190205;12;24900;24596,375
20190205;13;25000;24633,975
20190205;14;25200;24619,925
20190205;15;24800;24204,738
20190205;16;24400;23882,550
20190205;17;25100;23980,700
20190205;18;25500;24931,563
20190205;19;25100;24818,763
20190205;20;24900;24664,350
20190205;21;24200;23927,613
20190205;22;22600;22389,075
20190205;23;21100;20860,150
20190205;24;19900;19576,600
20190206;1;18700;18524,275
20190206;2;18000;17966,788
20190206;3;17700;17777,088
20190206;4;17900;17712,650
20190206;5;18500;18091,938
20190206;6;19800;19001,888
20190206;7;22700;21337,413
20190206;8;23900;23076,638
20190206;9;24600;24141,088
20190206;10;24800;24506,638
20190206;11;24800;24365,963
20190206;12;24800;24584,288
20190206;13;25000;24494,375
20190206;14;25200;24422,925
20190206;15;24700;23919,538
20190206;16;24200;23503,650
20190206;17;24900;23678,175
20190206;18;25300;24828,863
20190206;19;24900;24723,150
20190206;20;24700;24626,488
20190206;21;24000;23967,838
20190206;22;22500;22477,600
20190206;23;21100;20949,700
20190206;24;19700;19776,875
20190207;1;18500;18705,638
20190207;2;18000;18080,113
20190207;3;17700;17734,050
20190207;4;17800;17806,163
20190207;5;18400;18131,613
20190207;6;19700;18908,088
20190207;7;22600;21491,063
20190207;8;23800;23012,725
20190207;9;24600;23977,375
20190207;10;24700;24324,075
20190207;11;24800;24001,688
20190207;12;24800;24015,888
20190207;13;24900;23875,100
20190207;14;24900;23901,550
20190207;15;24400;23600,050
20190207;16;23900;23310,650
20190207;17;24700;23628,100
20190207;18;25200;24679,775
20190207;19;25100;24559,213
20190207;20;24900;24494,900
20190207;21;24200;23840,238
20190207;22;22600;22381,063
20190207;23;21100;20741,863
20190207;24;19700;19625,425
20190208;1;18600;18541,450
20190208;2;18100;17907,063
20190208;3;17800;17644,788
20190208;4;17900;17668,300
20190208;5;18500;17971,025
20190208;6;19900;18842,850
20190208;7;22600;21275,088
20190208;8;23700;22896,188
20190208;9;24600;23812,350
20190208;10;24700;24053,063
20190208;11;24700;23862,988
20190208;12;24700;24026,288
20190208;13;24700;23888,725
20190208;14;24700;23840,163
20190208;15;24200;23356,963
20190208;16;23800;23085,575
20190208;17;24600;23162,413
20190208;18;24900;24293,513
20190208;19;24900;24192,788
20190208;20;24700;24019,400
20190208;21;24000;23512,363
20190208;22;22400;21948,938
20190208;23;21000;20525,575
20190208;24;19800;19357,963
20190209;1;18600;18320,938
20190209;2;17900;17634,088
20190209;3;17500;17235,925
20190209;4;17300;17096,725
20190209;5;17500;17240,488
20190209;6;17600;17340,363
20190209;7;18900;18194,788
20190209;8;19800;18976,650
20190209;9;20800;20269,438
20190209;10;21300;21208,213
20190209;11;21700;21457,838
20190209;12;21700;21576,763
20190209;13;21400;21396,925
20190209;14;21500;21042,163
20190209;15;20700;20470,475
20190209;16;20500;20197,150
20190209;17;21500;20361,575
20190209;18;21700;21325,313
20190209;19;21600;21277,825
20190209;20;21200;21082,838
20190209;21;20500;20530,938
20190209;22;19400;19324,450
20190209;23;18600;18325,275
20190209;24;17400;17201,650
20190210;1;16400;16302,263
20190210;2;15900;15642,675
20190210;3;15400;15290,788
20190210;4;15200;15156,838
20190210;5;15300;15152,400
20190210;6;15500;15278,138
20190210;7;15900;15593,238
20190210;8;16200;15822,388
20190210;9;17400;16679,750
20190210;10;18300;17385,100
20190210;11;18600;17817,725
20190210;12;18700;18019,438
20190210;13;18800;18010,313
20190210;14;18900;18190,050
20190210;15;18600;17835,738
20190210;16;18200;17668,463
20190210;17;19300;17977,663
20190210;18;19700;19148,113
20190210;19;19900;19491,975
20190210;20;19900;19572,600
20190210;21;19500;19176,138
20190210;22;18600;18286,838
20190210;23;18000;17554,650
20190210;24;17100;16610,713
20190211;1;16600;15944,438
20190211;2;16200;15573,800
20190211;3;16100;15427,100
20190211;4;16300;15562,300
20190211;5;16900;15948,325
20190211;6;18800;17138,275
20190211;7;21900;20142,525
20190211;8;23300;22086,538
20190211;9;24300;23317,300
20190211;10;24500;23777,325
20190211;11;24700;23768,350
20190211;12;24700;23908,063
20190211;13;24900;23941,150
20190211;14;25000;24301,325
20190211;15;24500;23723,988
20190211;16;23900;23439,700
20190211;17;24600;23426,538
20190211;18;25200;24229,763
20190211;19;24900;24088,375
20190211;20;24700;24023,700
20190211;21;23900;23377,113
20190211;22;22400;21917,238
20190211;23;20900;20381,238
20190211;24;19600;19045,750
20190212;1;18500;18088,863
20190212;2;17800;17487,675
20190212;3;17500;17295,088
20190212;4;17700;17445,038
20190212;5;18200;17741,438
20190212;6;19600;18550,238
20190212;7;22400;20930,825
20190212;8;23600;22720,413
20190212;9;24500;23683,275
20190212;10;24600;24073,900
20190212;11;24700;23934,613
20190212;12;24700;24136,975
20190212;13;24800;24119,138
20190212;14;24900;24165,125
20190212;15;24300;23688,438
20190212;16;23800;23389,200
20190212;17;24500;23468,250
20190212;18;25100;24485,513
20190212;19;25000;24699,600
20190212;20;24900;24597,688
20190212;21;24100;23866,400
20190212;22;22600;22236,350
20190212;23;21100;20858,488
20190212;24;19800;19596,263
20190213;1;18500;18479,313
20190213;2;18000;17946,250
20190213;3;17800;17587,000
20190213;4;17900;17582,175
20190213;5;18400;17895,013
20190213;6;19800;18760,938
20190213;7;22500;21254,075
20190213;8;23700;22913,600
20190213;9;24700;23907,250
20190213;10;24800;24325,250
20190213;11;24900;24158,525
20190213;12;24900;24526,125
20190213;13;25000;24552,925
20190213;14;25100;24635,475
20190213;15;24600;24125,688
20190213;16;24100;23630,650
20190213;17;24700;23588,900
20190213;18;25300;24461,100
20190213;19;25200;24397,163
20190213;20;25000;24170,750
20190213;21;24200;23341,588
20190213;22;22700;21905,963
20190213;23;21200;20350,063
20190213;24;19900;19196,588
20190214;1;18500;18121,713
20190214;2;17900;17526,313
20190214;3;17600;17267,650
20190214;4;17800;17279,563
20190214;5;18300;17505,575
20190214;6;19700;18340,363
20190214;7;22400;20764,663
20190214;8;23600;22503,825
20190214;9;24500;23710,550
20190214;10;24600;24066,225
20190214;11;24800;23922,400
20190214;12;24800;24050,113
20190214;13;24900;23935,725
20190214;14;25000;24080,163
20190214;15;24400;23717,238
20190214;16;23900;23382,875
20190214;17;24400;23075,413
20190214;18;25000;24036,863
20190214;19;25000;24090,975
20190214;20;24900;23885,050
20190214;21;24200;23251,425
20190214;22;22800;21808,213
20190214;23;21300;20324,325
20190214;24;19800;18977,325
20190215;1;18200;17999,263
20190215;2;17600;17476,713
20190215;3;17400;17159,688
20190215;4;17400;17234,763
20190215;5;17900;17480,288
20190215;6;19200;18239,013
20190215;7;21900;20581,350
20190215;8;23300;22202,950
20190215;9;24100;23253,150
20190215;10;24200;23783,150
20190215;11;24200;23619,263
20190215;12;24100;23799,575
20190215;13;24200;23740,113
20190215;14;24200;23762,963
20190215;15;23800;23349,800
20190215;16;23400;22905,763
20190215;17;23900;22980,363
20190215;18;24700;23923,475
20190215;19;24700;24019,488
20190215;20;24400;23730,550
20190215;21;23600;23045,775
20190215;22;22200;21608,125
20190215;23;20500;20083,388
20190215;24;19300;18798,825
20190216;1;18200;17833,313
20190216;2;17500;17109,338
20190216;3;17000;16788,700
20190216;4;16900;16680,538
20190216;5;17100;16823,475
20190216;6;17300;17020,263
20190216;7;18600;17831,463
20190216;8;19700;18687,438
20190216;9;21000;20084,888
20190216;10;21500;20859,838
20190216;11;21700;21029,525
20190216;12;21700;20905,525
20190216;13;21500;20643,913
20190216;14;21300;20284,750
20190216;15;20700;19544,063
20190216;16;20400;19301,275
20190216;17;20800;19353,225
20190216;18;21600;20434,700
20190216;19;21500;20946,488
20190216;20;21200;20587,200
20190216;21;20600;19922,225
20190216;22;19600;18929,563
20190216;23;18600;17788,900
20190216;24;17300;16848,900
20190217;1;16300;15833,563
20190217;2;15700;15243,875
20190217;3;15300;14834,225
20190217;4;15100;14766,138
20190217;5;15100;14805,313
20190217;6;15200;14977,025
20190217;7;15500;15250,725
20190217;8;16100;15552,975
20190217;9;17000;16550,575
20190217;10;17600;17121,400
20190217;11;18000;17568,838
20190217;12;18000;17709,438
20190217;13;18000;17575,863
20190217;14;18200;17619,913
20190217;15;18000;17152,275
20190217;16;17800;16935,988
20190217;17;18600;17148,463
20190217;18;19400;18475,063
20190217;19;19700;19269,488
20190217;20;19800;19339,425
20190217;21;19400;19019,938
20190217;22;18400;18209,375
20190217;23;17700;17498,800
20190217;24;16600;16506,100
20190218;1;15900;15806,400
20190218;2;15500;15428,338
20190218;3;15400;15221,475
20190218;4;15400;15279,400
20190218;5;16200;15699,488
20190218;6;17800;16840,163
20190218;7;21100;19600,450
20190218;8;22700;21712,313
20190218;9;23600;22894,288
20190218;10;23700;23161,638
20190218;11;24000;22854,188
20190218;12;24000;22891,688
20190218;13;24100;22938,950
20190218;14;24300;22877,825
20190218;15;23800;22384,600
20190218;16;23200;22184,388
20190218;17;23600;22102,775
20190218;18;24500;23221,388
20190218;19;24500;23728,813
20190218;20;24200;23632,163
20190218;21;23500;22856,425
20190218;22;22000;21395,600
20190218;23;20600;19938,638
20190218;24;19100;18557,850
20190219;1;18000;17635,513
20190219;2;17500;17226,250
20190219;3;17300;16898,375
20190219;4;17400;16903,100
20190219;5;18000;17228,763
20190219;6;19200;18126,263
20190219;7;21700;20558,900
20190219;8;23100;22181,225
20190219;9;23900;23126,175
20190219;10;24000;23233,788
20190219;11;24000;22781,813
20190219;12;24000;22746,000
20190219;13;24200;22652,750
20190219;14;24200;22671,125
20190219;15;23800;22434,538
20190219;16;23400;22189,888
20190219;17;23700;22248,800
20190219;18;24600;23379,713
20190219;19;24600;23633,788
20190219;20;24400;23567,013
20190219;21;23700;22929,363
20190219;22;22100;21485,275
20190219;23;20700;19984,575
20190219;24;19300;18678,713
20190220;1;17900;17738,000
20190220;2;17300;17214,563
20190220;3;17000;16940,025
20190220;4;17150;16982,613
20190220;5;17700;17314,050
20190220;6;19200;18111,500
20190220;7;21800;20370,938
20190220;8;22900;22056,925
20190220;9;23700;23026,075
20190220;10;23900;23224,775
20190220;11;23900;23075,550
20190220;12;23950;23425,688
20190220;13;24000;23552,613
20190220;14;24000;23613,700
20190220;15;23500;23182,925
20190220;16;23000;22974,425
20190220;17;23400;22896,325
20190220;18;24350;23742,600
20190220;19;24350;23945,338
20190220;20;24150;23790,538
20190220;21;23500;23139,488
20190220;22;21900;21571,663
20190220;23;20400;20085,238
20190220;24;19000;18880,850
20190221;1;18000;17922,700
20190221;2;17500;17272,075
20190221;3;17300;16976,488
20190221;4;17500;16831,963
20190221;5;18000;17192,813
20190221;6;19500;18028,263
20190221;7;22100;20356,538
20190221;8;23300;22160,213
20190221;9;24100;23253,400
20190221;10;24200;23586,688
20190221;11;24200;23547,250
20190221;12;24250;23782,938
20190221;13;24250;23887,538
20190221;14;24350;23998,013
20190221;15;23850;23707,938
20190221;16;23350;23482,700
20190221;17;23850;23406,738
20190221;18;24750;24024,875
20190221;19;24750;24105,488
20190221;20;24550;24041,500
20190221;21;23900;23229,513
20190221;22;22350;21778,213
20190221;23;20850;20309,700
20190221;24;19350;19123,888
20190222;1;18500;18195,075
20190222;2;18000;17551,688
20190222;3;17800;17136,750
20190222;4;18000;17275,713
20190222;5;18600;17539,000
20190222;6;19800;18357,975
20190222;7;22400;20625,025
20190222;8;23700;22483,175
20190222;9;24600;23497,100
20190222;10;24600;23748,138
20190222;11;24600;23604,500
20190222;12;24500;23720,300
20190222;13;24600;23633,263
20190222;14;24800;23760,875
20190222;15;24200;23326,750
20190222;16;23700;22988,313
20190222;17;24000;22926,688
20190222;18;25100;23930,750
20190222;19;25200;24560,563
20190222;20;25000;24284,813
20190222;21;24200;23567,888
20190222;22;22800;22217,488
20190222;23;21300;20630,675
20190222;24;19900;19427,588
20190223;1;18800;18286,125
20190223;2;18150;17666,850
20190223;3;17800;17195,175
20190223;4;17750;17093,888
20190223;5;18000;17251,288
20190223;6;18100;17411,563
20190223;7;19150;18024,813
20190223;8;20650;19133,438
20190223;9;21950;20486,225
20190223;10;22350;21317,238
20190223;11;22250;21577,788
20190223;12;22200;21696,888
20190223;13;22000;21365,100
20190223;14;21850;21116,750
20190223;15;21100;20534,013
20190223;16;20750;20184,425
20190223;17;20950;20112,450
20190223;18;22250;21018,450
20190223;19;22400;21587,588
20190223;20;22150;21313,113
20190223;21;21450;20584,150
20190223;22;20350;19531,138
20190223;23;19250;18538,200
20190223;24;18150;17362,925
20190224;1;16800;16371,650
20190224;2;16300;15865,375
20190224;3;15900;15515,350
20190224;4;15800;15389,625
20190224;5;15800;15324,775
20190224;6;15950;15542,775
20190224;7;16200;15691,363
20190224;8;17000;16120,888
20190224;9;17900;17119,188
20190224;10;18500;18015,975
20190224;11;18500;18568,500
20190224;12;18600;18663,500
20190224;13;18650;18641,688
20190224;14;18750;18597,650
20190224;15;18200;18266,913
20190224;16;18100;17915,250
20190224;17;18550;17884,963
20190224;18;20150;18862,513
20190224;19;20350;19999,888
20190224;20;20450;20214,438
20190224;21;20000;19687,013
