Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20201201;1;18300;18386,100
20201201;2;17800;17770,738
20201201;3;17500;17537,300
20201201;4;17700;17595,750
20201201;5;18100;17984,338
20201201;6;19800;18765,425
20201201;7;22800;21288,900
20201201;8;24100;23188,450
20201201;9;24900;24437,325
20201201;10;24900;25035,413
20201201;11;25100;24898,225
20201201;12;25100;24943,500
20201201;13;25100;25042,750
20201201;14;25100;24969,113
20201201;15;24700;24596,800
20201201;16;25200;24769,088
20201201;17;25500;25596,550
20201201;18;25400;25425,163
20201201;19;24900;25017,688
20201201;20;24800;24743,250
20201201;21;24000;23981,600
20201201;22;22700;22495,263
20201201;23;21200;21034,125
20201201;24;19700;19601,813
20201202;1;18000;18629,463
20201202;2;17500;18124,400
20201202;3;17200;17839,500
20201202;4;17300;17861,675
20201202;5;17900;18196,375
20201202;6;19000;19023,388
20201202;7;22500;21659,375
20201202;8;24100;23811,025
20201202;9;25000;25196,488
20201202;10;25000;25742,325
20201202;11;25200;25768,688
20201202;12;25300;26053,588
20201202;13;25400;25990,100
20201202;14;25400;25832,050
20201202;15;25100;25458,963
20201202;16;25500;25463,450
20201202;17;25700;26062,063
20201202;18;25600;25761,375
20201202;19;25100;25264,950
20201202;20;25000;25063,213
20201202;21;24200;24356,975
20201202;22;22800;22827,713
20201202;23;21300;21281,825
20201202;24;19700;19985,625
20201203;1;18500;19014,125
20201203;2;17900;18439,825
20201203;3;17750;18199,225
20201203;4;17900;18235,588
20201203;5;18250;18545,588
20201203;6;20350;19382,825
20201203;7;23100;21758,388
20201203;8;24500;23714,813
20201203;9;25400;24978,225
20201203;10;25600;25493,738
20201203;11;25350;25526,838
20201203;12;25500;25824,375
20201203;13;25650;25922,150
20201203;14;25700;25816,750
20201203;15;25200;25332,050
20201203;16;25600;25391,300
20201203;17;25950;25973,938
20201203;18;25700;25679,938
20201203;19;25400;25261,613
20201203;20;25100;25023,413
20201203;21;24200;24497,925
20201203;22;22700;22979,825
20201203;23;21200;21493,125
20201203;24;19800;20132,888
20201204;1;18500;19043,450
20201204;2;17900;18337,213
20201204;3;17600;18019,050
20201204;4;17700;18027,075
20201204;5;18200;18300,300
20201204;6;19600;18948,925
20201204;7;22600;21226,050
20201204;8;24200;23289,663
20201204;9;25200;24548,425
20201204;10;25500;24862,938
